Tiempo ,YAW,PITCH,E_YAW,E_PITCH
29.4,13.954,0.042,0.0,12.447
29.42,13.963,0.042,0.0,12.433
29.44,13.973,0.042,0.0,12.42
29.46,13.982,0.042,0.0,12.407
29.48,13.991,0.042,0.0,12.393
29.5,13.999,0.042,0.0,12.38
29.52,14.01,0.042,0.0,12.367
29.54,14.018,0.042,0.0,12.353
29.56,14.029,0.04,0.0,12.34
29.58,14.038,0.04,0.0,12.327
29.6,14.046,0.04,0.0,12.313
29.62,14.057,0.04,0.0,12.3
29.64,14.066,0.04,0.0,12.287
29.66,14.076,0.04,0.0,12.273
29.68,14.085,0.04,0.0,12.26
29.7,14.095,0.04,0.0,12.247
29.72,14.104,0.04,0.0,12.233
29.74,14.114,0.04,0.0,12.22
29.76,14.123,0.04,0.0,12.207
29.78,14.134,0.04,0.0,12.193
29.8,14.142,0.04,0.0,12.18
29.82,14.153,0.04,0.0,12.167
29.84,14.162,0.04,0.0,12.153
29.86,14.172,0.04,0.0,12.14
29.88,14.183,0.04,0.0,12.127
29.9,14.191,0.04,0.0,12.113
29.92,14.202,0.04,0.0,12.1
29.94,14.21,0.04,0.0,12.087
29.96,14.221,0.04,0.0,12.073
29.98,14.231,0.04,0.0,12.06
30.0,14.242,0.04,0.0,12.047
30.02,14.251,0.04,0.0,12.033
30.04,14.261,0.04,0.0,12.02
30.06,14.272,0.04,0.0,12.007
30.08,14.282,0.04,0.0,11.993
30.1,14.291,0.04,0.0,11.98
30.12,14.301,0.04,0.0,11.967
30.14,14.312,0.04,0.0,11.953
30.16,14.322,0.04,0.0,11.94
30.18,14.333,0.04,0.0,11.927
30.2,14.341,0.04,0.0,11.913
30.22,14.352,0.04,0.0,11.9
30.24,14.362,0.04,0.0,11.887
30.26,14.373,0.04,0.0,11.873
30.28,14.383,0.04,0.0,11.86
30.3,14.394,0.04,0.0,11.847
30.32,14.404,0.038,0.0,11.833
30.34,14.415,0.038,0.0,11.82
30.36,14.425,0.038,0.0,11.807
30.38,14.436,0.038,0.0,11.793
30.4,14.446,0.038,0.0,11.78
30.42,14.457,0.038,0.0,11.767
30.44,14.467,0.038,0.0,11.753
30.46,14.478,0.038,0.0,11.74
30.48,14.488,0.038,0.0,11.727
30.5,14.498,0.038,0.0,11.713
30.52,14.509,0.038,0.0,11.7
30.54,14.519,0.037,0.0,11.687
30.56,14.53,0.037,0.0,11.673
30.58,14.54,0.037,0.0,11.66
30.6,14.551,0.037,0.0,11.647
30.62,14.563,0.037,0.0,11.633
30.64,14.574,0.037,0.0,11.62
30.66,14.584,0.035,0.0,11.607
30.68,14.594,0.035,0.0,11.593
30.7,14.605,0.035,0.0,11.58
30.72,14.617,0.035,0.0,11.567
30.74,14.628,0.035,0.0,11.553
30.76,14.638,0.033,0.0,11.54
30.78,14.649,0.033,0.0,11.527
30.8,14.661,0.033,0.0,11.513
30.82,14.671,0.033,0.0,11.5
30.84,14.682,0.031,0.0,11.487
30.86,14.694,0.031,0.0,11.473
30.88,14.704,0.031,0.0,11.46
30.9,14.717,0.03,0.0,11.447
30.92,14.727,0.03,0.0,11.433
30.94,14.739,0.03,0.0,11.42
30.96,14.75,0.028,0.0,11.407
30.98,14.762,0.028,0.0,11.393
31.0,14.774,0.026,0.0,11.38
31.02,14.785,0.026,0.0,11.367
31.04,14.797,0.024,0.0,11.353
31.06,14.807,0.024,0.0,11.34
31.08,14.82,0.024,0.0,11.327
31.1,14.832,0.023,0.0,11.313
31.12,14.844,0.023,0.0,11.3
31.14,14.855,0.023,0.0,11.287
31.16,14.867,0.021,0.0,11.273
31.18,14.879,0.021,0.0,11.26
31.2,14.889,0.019,0.0,11.247
31.22,14.902,0.019,0.0,11.233
31.24,14.914,0.019,0.0,11.22
31.26,14.924,0.019,0.0,11.207
31.28,14.937,0.019,0.0,11.193
31.3,14.949,0.017,0.0,11.18
31.32,14.961,0.017,0.0,11.167
31.34,14.971,0.017,0.0,11.153
31.36,14.984,0.016,0.0,11.14
31.38,14.996,0.014,0.0,11.127
31.4,15.006,0.014,0.0,11.113
31.42,15.019,0.014,0.0,11.1
31.44,15.031,0.012,0.0,11.087
31.46,15.043,0.012,0.0,11.073
31.48,15.053,0.012,0.0,11.06
31.5,15.066,0.01,0.0,11.047
31.52,15.078,0.01,0.0,11.033
31.54,15.09,0.009,0.0,11.02
31.56,15.101,0.009,0.0,11.007
31.58,15.113,0.009,0.0,10.993
31.6,15.125,0.009,0.0,10.98
31.62,15.137,0.007,0.0,10.967
31.64,15.148,0.007,0.0,10.953
31.66,15.16,0.007,0.0,10.94
31.68,15.172,0.007,0.0,10.927
31.7,15.184,0.007,0.0,10.913
31.72,15.195,0.005,0.0,10.9
31.74,15.207,0.005,0.0,10.887
31.76,15.219,0.005,0.0,10.873
31.78,15.231,0.005,0.0,10.86
31.8,15.242,0.005,0.0,10.847
31.82,15.254,0.005,0.0,10.833
31.84,15.266,0.005,0.0,10.82
31.86,15.277,0.005,0.0,10.807
31.88,15.289,0.005,0.0,10.793
31.9,15.301,0.003,0.0,10.78
31.92,15.312,0.003,0.0,10.767
31.94,15.324,0.003,0.0,10.753
31.96,15.336,0.003,0.0,10.74
31.98,15.347,0.003,0.0,10.727
32.0,15.359,0.003,0.0,10.713
32.02,15.369,0.003,0.0,10.7
32.04,15.382,0.003,0.0,10.687
32.06,15.394,0.003,0.0,10.673
32.08,15.404,0.003,0.0,10.66
32.1,15.417,0.003,0.0,10.647
32.12,15.429,0.003,0.0,10.633
32.14,15.439,0.003,0.0,10.62
32.16,15.451,0.003,0.0,10.607
32.18,15.462,0.003,0.0,10.593
32.2,15.474,0.003,0.0,10.58
32.22,15.486,0.003,0.0,10.567
32.24,15.497,0.003,0.0,10.553
32.26,15.509,0.003,0.0,10.54
32.28,15.519,0.003,0.0,10.527
32.3,15.532,0.003,0.0,10.513
32.32,15.544,0.003,0.0,10.5
32.34,15.554,0.003,0.0,10.487
32.36,15.567,0.003,0.0,10.473
32.38,15.577,0.003,0.0,10.46
32.4,15.589,0.003,0.0,10.447
32.42,15.6,0.003,0.0,10.433
32.44,15.612,0.003,0.0,10.42
32.46,15.622,0.003,0.0,10.407
32.48,15.635,0.003,0.0,10.393
32.5,15.645,0.003,0.0,10.38
32.52,15.657,0.003,0.0,10.367
32.54,15.668,0.003,0.0,10.353
32.56,15.68,0.003,0.0,10.34
32.58,15.691,0.003,0.0,10.327
32.6,15.703,0.003,0.0,10.313
32.62,15.713,0.003,0.0,10.3
32.64,15.725,0.003,0.0,10.287
32.66,15.736,0.003,0.0,10.273
32.68,15.748,0.003,0.0,10.26
32.7,15.759,0.003,0.0,10.247
32.72,15.771,0.003,0.0,10.233
32.74,15.781,0.003,0.0,10.22
32.76,15.793,0.003,0.0,10.207
32.78,15.804,0.003,0.0,10.193
32.8,15.816,0.003,0.0,10.18
32.82,15.827,0.003,0.0,10.167
32.84,15.839,0.003,0.0,10.153
32.86,15.849,0.003,0.0,10.14
32.88,15.86,0.003,0.0,10.127
32.9,15.872,0.003,0.0,10.113
32.92,15.883,0.003,0.0,10.1
32.94,15.895,0.003,0.0,10.087
32.96,15.905,0.003,0.0,10.073
32.98,15.917,0.003,0.0,10.06
33.0,15.928,0.003,0.0,10.047
33.02,15.94,0.003,0.0,10.033
33.04,15.951,0.003,0.0,10.02
33.06,15.961,0.003,0.0,10.007
33.08,15.973,0.003,0.0,9.993
33.1,15.984,0.003,0.0,9.98
33.12,15.994,0.003,0.0,9.967
33.14,16.006,0.003,0.0,9.953
33.16,16.017,0.003,0.0,9.94
33.18,16.027,0.003,0.0,9.927
33.2,16.04,0.003,0.0,9.913
33.22,16.05,0.003,0.0,9.9
33.24,16.061,0.003,0.0,9.887
33.26,16.071,0.003,0.0,9.873
33.28,16.083,0.003,0.0,9.86
33.3,16.094,0.003,0.0,9.847
33.32,16.104,0.003,0.0,9.833
33.34,16.116,0.003,0.0,9.82
33.36,16.127,0.003,0.0,9.807
33.38,16.137,0.003,0.0,9.793
33.4,16.148,0.003,0.0,9.78
33.42,16.16,0.003,0.0,9.767
33.44,16.17,0.003,0.0,9.753
33.46,16.181,0.003,0.0,9.74
33.48,16.191,0.003,0.0,9.727
33.5,16.202,0.003,0.0,9.713
33.52,16.214,0.003,0.0,9.7
33.54,16.225,0.003,0.0,9.687
33.56,16.235,0.003,0.0,9.673
33.58,16.246,0.003,0.0,9.66
33.6,16.256,0.003,0.0,9.647
33.62,16.266,0.003,0.0,9.633
33.64,16.279,0.003,0.0,9.62
33.66,16.289,0.003,0.0,9.607
33.68,16.3,0.003,0.0,9.593
33.7,16.31,0.003,0.0,9.58
33.72,16.321,0.003,0.0,9.567
33.74,16.331,0.003,0.0,9.553
33.76,16.342,0.003,0.0,9.54
33.78,16.352,0.003,0.0,9.527
33.8,16.362,0.003,0.0,9.513
33.82,16.373,0.003,0.0,9.5
33.84,16.383,0.003,0.0,9.487
33.86,16.394,0.003,0.0,9.473
33.88,16.404,0.003,0.0,9.46
33.9,16.415,0.003,0.0,9.447
33.92,16.425,0.003,0.0,9.433
33.94,16.436,0.003,0.0,9.42
33.96,16.446,0.003,0.0,9.407
33.98,16.457,0.003,0.0,9.393
34.0,16.467,0.003,0.0,9.38
34.02,16.478,0.003,0.0,-9.333
34.04,16.486,0.003,0.0,-9.347
34.06,16.495,0.003,0.0,-9.36
34.08,16.504,0.003,0.0,-9.373
34.1,16.513,0.003,0.0,-9.387
34.12,16.52,0.003,0.0,-9.4
34.14,16.528,0.003,0.0,-9.413
34.16,16.535,0.003,0.0,-9.427
34.18,16.542,0.003,0.0,-9.44
34.2,16.549,0.003,0.0,-9.453
34.22,16.556,0.003,0.0,-9.467
34.24,16.563,0.003,0.0,-9.48
34.26,16.57,0.003,0.0,-9.493
34.28,16.577,0.003,0.0,-9.507
34.3,16.584,0.003,0.0,-9.52
34.32,16.589,0.003,0.0,-9.533
34.34,16.596,0.003,0.0,-9.547
34.36,16.602,0.003,0.0,-9.56
34.38,16.609,0.003,0.0,-9.573
34.4,16.614,0.003,0.0,-9.587
34.42,16.619,0.003,0.0,-9.6
34.44,16.624,0.003,0.0,-9.613
34.46,16.631,0.003,0.0,-9.627
34.48,16.636,0.003,0.0,-9.64
34.5,16.642,0.003,0.0,-9.653
34.52,16.645,0.003,0.0,-9.667
34.54,16.65,0.003,0.0,-9.68
34.56,16.656,0.003,0.0,-9.693
34.58,16.659,0.003,0.0,-9.707
34.6,16.664,0.003,0.0,-9.72
34.62,16.67,0.003,0.0,-9.733
34.64,16.673,0.003,0.0,-9.747
34.66,16.677,0.003,0.0,-9.76
34.68,16.682,0.003,0.0,-9.773
34.7,16.685,0.003,0.0,-9.787
34.72,16.689,0.003,0.0,-9.8
34.74,16.692,0.003,0.0,-9.813
34.76,16.696,0.003,0.0,-9.827
34.78,16.699,0.003,0.0,-9.84
34.8,16.701,0.003,0.0,-9.853
34.82,16.705,0.003,0.0,-9.867
34.84,16.708,0.003,0.0,-9.88
34.86,16.71,0.003,0.0,-9.893
34.88,16.712,0.003,0.0,-9.907
34.9,16.715,0.003,0.0,-9.92
34.92,16.717,0.003,0.0,-9.933
34.94,16.72,0.003,0.0,-9.947
34.96,16.722,0.003,0.0,-9.96
34.98,16.724,0.003,0.0,-9.973
35.0,16.725,0.003,0.0,-9.987
35.02,16.727,0.003,0.0,-10.0
35.04,16.729,0.003,0.0,-10.0
35.06,16.729,0.003,0.0,-10.0
35.08,16.731,0.003,0.0,-10.0
35.1,16.732,0.003,0.0,-10.0
35.12,16.732,0.003,0.0,-10.0
35.14,16.734,0.003,0.0,-10.0
35.16,16.734,0.003,0.0,-10.0
35.18,16.734,0.003,0.0,-10.0
35.2,16.736,0.003,0.0,-10.0
35.22,16.736,0.003,0.0,-10.0
35.24,16.736,0.003,0.0,-10.0
35.26,16.736,0.003,0.0,-10.0
35.28,16.736,0.003,0.0,-10.0
35.3,16.736,0.003,0.0,-10.0
35.32,16.734,0.003,0.0,-10.0
35.34,16.734,0.003,0.0,-10.0
35.36,16.732,0.003,0.0,-10.0
35.38,16.732,0.003,0.0,-10.0
35.4,16.732,0.003,0.0,-10.0
35.42,16.731,0.003,0.0,-10.0
35.44,16.731,0.003,0.0,-10.0
35.46,16.729,0.003,0.0,-10.0
35.48,16.729,0.003,0.0,-10.0
35.5,16.727,0.003,0.0,-10.0
35.52,16.725,0.003,0.0,-10.0
35.54,16.725,0.003,0.0,-10.0
35.56,16.724,0.003,0.0,-10.0
35.58,16.724,0.003,0.0,-10.0
35.6,16.722,0.003,0.0,-10.0
35.62,16.722,0.003,0.0,-10.0
35.64,16.722,0.003,0.0,-10.0
35.66,16.72,0.003,0.0,-10.0
35.68,16.72,0.003,0.0,-10.0
35.7,16.719,0.003,0.0,-10.0
35.72,16.719,0.003,0.0,-10.0
35.74,16.719,0.003,0.0,-10.0
35.76,16.717,0.003,0.0,-10.0
35.78,16.717,0.003,0.0,-10.0
35.8,16.717,0.003,0.0,-10.0
35.82,16.717,0.003,0.0,-10.0
35.84,16.717,0.003,0.0,-10.0
35.86,16.717,0.003,0.0,-10.0
35.88,16.715,0.003,0.0,-10.0
35.9,16.715,0.003,0.0,-10.0
35.92,16.715,0.003,0.0,-10.0
35.94,16.715,0.003,0.0,-10.0
35.96,16.715,0.003,0.0,-10.0
35.98,16.715,0.003,0.0,-10.0
36.0,16.717,0.003,0.0,-10.0
36.02,16.717,0.003,0.0,-10.0
36.04,16.717,0.003,0.0,-10.0
36.06,16.717,0.003,0.0,-10.0
36.08,16.717,0.003,0.0,-10.0
36.1,16.717,0.003,0.0,-10.0
36.12,16.717,0.003,0.0,-10.0
36.14,16.717,0.003,0.0,-10.0
36.16,16.719,0.003,0.0,-10.0
36.18,16.719,0.003,0.0,-10.0
36.2,16.719,0.003,0.0,-10.0
36.22,16.719,0.003,0.0,-10.0
36.24,16.719,0.003,0.0,-10.0
36.26,16.719,0.003,0.0,-10.0
36.28,16.719,0.003,0.0,-10.0
36.3,16.719,0.003,0.0,-10.0
36.32,16.719,0.003,0.0,-10.0
36.34,16.719,0.003,0.0,-10.0
36.36,16.719,0.003,0.0,-10.0
36.38,16.719,0.003,0.0,-10.0
36.4,16.719,0.003,0.0,-10.0
36.42,16.719,0.003,0.0,-10.0
36.44,16.719,0.003,0.0,-10.0
36.46,16.717,0.003,0.0,-10.0
36.48,16.717,0.003,0.0,-10.0
36.5,16.717,0.003,0.0,-10.0
36.52,16.717,0.003,0.0,-10.0
36.54,16.717,0.003,0.0,-10.0
36.56,16.717,0.003,0.0,-10.0
36.58,16.717,0.003,0.0,-10.0
36.6,16.717,0.003,0.0,-10.0
36.62,16.717,0.003,0.0,-10.0
36.64,16.717,0.003,0.0,-10.0
36.66,16.717,0.003,0.0,-10.0
36.68,16.717,0.003,0.0,-10.0
36.7,16.717,0.003,0.0,-10.0
36.72,16.717,0.003,0.0,-10.0
36.74,16.717,0.003,0.0,-10.0
36.76,16.717,0.003,0.0,-10.0
36.78,16.717,0.003,0.0,-10.0
36.8,16.717,0.003,0.0,-10.0
36.82,16.717,0.003,0.0,-10.0
36.84,16.719,0.003,0.0,-10.0
36.86,16.719,0.003,0.0,-10.0
36.88,16.719,0.003,0.0,-10.0
36.9,16.719,0.003,0.0,-10.0
36.92,16.719,0.003,0.0,-10.0
36.94,16.719,0.003,0.0,-10.0
36.96,16.719,0.003,0.0,-10.0
36.98,16.719,0.003,0.0,-10.0
37.0,16.719,0.003,0.0,-10.0
37.02,16.719,0.003,0.0,-10.0
37.04,16.719,0.003,0.0,-10.0
37.06,16.717,0.003,0.0,-10.0
37.08,16.719,0.003,0.0,-10.0
37.1,16.717,0.003,0.0,-10.0
37.12,16.717,0.003,0.0,-10.0
37.14,16.717,0.003,0.0,-10.0
37.16,16.717,0.003,0.0,-10.0
37.18,16.717,0.003,0.0,-10.0
37.2,16.717,0.003,0.0,-10.0
37.22,16.717,0.003,0.0,-10.0
37.24,16.717,0.003,0.0,-10.0
37.26,16.717,0.003,0.0,-10.0
37.28,16.717,0.003,0.0,-10.0
37.3,16.717,0.003,0.0,-10.0
37.32,16.717,0.003,0.0,-10.0
37.34,16.717,0.003,0.0,-10.0
37.36,16.717,0.003,0.0,-10.0
37.38,16.717,0.003,0.0,-10.0
37.4,16.717,0.003,0.0,-10.0
37.42,16.717,0.003,0.0,-10.0
37.44,16.717,0.003,0.0,-10.0
37.46,16.717,0.003,0.0,-10.0
37.48,16.717,0.003,0.0,-10.0
37.5,16.719,0.003,0.0,-10.0
37.52,16.719,0.003,0.0,-10.0
37.54,16.719,0.003,0.0,-10.0
37.56,16.719,0.003,0.0,-10.0
37.58,16.719,0.003,0.0,-10.0
37.6,16.719,0.003,0.0,-10.0
37.62,16.719,0.003,0.0,-10.0
37.64,16.719,0.003,0.0,-10.0
37.66,16.717,0.003,0.0,-10.0
37.68,16.719,0.003,0.0,-10.0
37.7,16.717,0.003,0.0,-10.0
37.72,16.717,0.003,0.0,-10.0
37.74,16.717,0.003,0.0,-10.0
37.76,16.717,0.003,0.0,-10.0
37.78,16.717,0.003,0.0,-10.0
37.8,16.717,0.003,0.0,-10.0
37.82,16.717,0.003,0.0,-10.0
37.84,16.717,0.003,0.0,-10.0
37.86,16.717,0.003,0.0,-10.0
37.88,16.717,0.003,0.0,-10.0
37.9,16.717,0.003,0.0,-10.0
37.92,16.717,0.003,0.0,-10.0
37.94,16.717,0.003,0.0,-10.0
37.96,16.717,0.003,0.0,-10.0
37.98,16.717,0.003,0.0,-10.0
38.0,16.717,0.003,0.0,-10.0
38.02,16.717,0.003,0.0,-10.0
38.04,16.717,0.003,0.0,-10.0
38.06,16.717,0.003,0.0,-10.0
38.08,16.717,0.003,0.0,-10.0
38.1,16.717,0.003,0.0,-10.0
38.12,16.717,0.003,0.0,-10.0
38.14,16.717,0.003,0.0,-10.0
38.16,16.719,0.003,0.0,-10.0
38.18,16.717,0.003,0.0,-10.0
38.2,16.719,0.003,0.0,-10.0
38.22,16.717,0.003,0.0,-10.0
38.24,16.719,0.003,0.0,-10.0
38.26,16.717,0.003,0.0,-10.0
38.28,16.717,0.003,0.0,-10.0
38.3,16.717,0.003,0.0,-10.0
38.32,16.717,0.003,0.0,-10.0
38.34,16.717,0.003,0.0,-10.0
38.36,16.717,0.003,0.0,-10.0
38.38,16.717,0.003,0.0,-10.0
38.4,16.717,0.003,0.0,-10.0
38.42,16.717,0.003,0.0,-10.0
38.44,16.717,0.003,0.0,-10.0
38.46,16.717,0.003,0.0,-10.0
38.48,16.717,0.003,0.0,-10.0
38.5,16.717,0.003,0.0,-10.0
