Tiempo ,YAW,PITCH,E_PITCH,E_YAW
0.66,-0.026,0.0,0.0,6.0
0.68,-0.028,0.0,0.0,6.0
0.7,-0.03,0.0,0.0,6.0
0.72,-0.033,0.0,0.0,6.0
0.74,-0.035,0.0,0.0,6.0
0.76,-0.038,0.0,0.0,6.0
0.78,-0.042,0.0,0.0,6.0
0.8,-0.044,0.0,0.0,6.0
0.82,-0.047,0.0,0.0,6.0
0.84,-0.051,0.0,0.0,6.0
0.86,-0.054,0.0,0.0,6.0
0.88,-0.058,0.0,0.0,6.0
0.9,-0.061,0.0,0.0,6.0
0.92,-0.066,0.0,0.0,6.0
0.94,-0.07,0.0,0.0,6.0
0.96,-0.073,0.0,0.0,6.0
0.98,-0.079,0.0,0.0,6.0
1.0,-0.084,0.0,0.0,6.0
1.02,-0.087,0.0,0.0,6.0
1.04,-0.093,0.0,0.0,6.0
1.06,-0.098,0.0,0.0,6.0
1.08,-0.103,0.0,0.0,6.0
1.1,-0.108,0.0,0.0,6.0
1.12,-0.113,0.0,0.0,6.0
1.14,-0.119,0.0,0.0,6.0
1.16,-0.124,0.0,0.0,6.0
1.18,-0.129,0.0,0.0,6.0
1.2,-0.136,0.0,0.0,6.0
1.22,-0.141,0.0,0.0,6.0
1.24,-0.148,0.0,0.0,6.0
1.26,-0.155,0.0,0.0,6.0
1.28,-0.161,0.0,0.0,6.0
1.3,-0.168,0.0,0.0,6.0
1.32,-0.175,0.0,0.0,6.0
1.34,-0.182,0.0,0.0,6.0
1.36,-0.19,0.0,0.0,6.0
1.38,-0.197,0.0,0.0,6.0
1.4,-0.204,0.0,0.0,6.0
1.42,-0.211,0.0,0.0,6.0
1.44,-0.22,0.0,0.0,6.0
1.46,-0.229,0.0,0.0,6.0
1.48,-0.236,0.0,0.0,6.0
1.5,-0.244,0.0,0.0,6.0
1.52,-0.253,0.0,0.0,6.0
1.54,-0.262,0.0,0.0,6.0
1.56,-0.271,0.0,0.0,6.0
1.58,-0.279,0.0,0.0,6.0
1.6,-0.288,0.0,0.0,6.0
1.62,-0.298,0.0,0.0,6.0
1.64,-0.307,0.0,0.0,6.0
1.66,-0.316,0.0,0.0,6.0
1.68,-0.326,0.0,0.0,6.0
1.7,-0.337,0.0,0.0,6.0
1.72,-0.346,0.0,0.0,6.0
1.74,-0.356,0.0,0.0,6.0
1.76,-0.367,0.0,0.0,6.0
1.78,-0.377,0.0,0.0,6.0
1.8,-0.387,0.0,0.0,6.0
1.82,-0.4,0.0,0.0,6.0
1.84,-0.41,0.0,0.0,6.0
1.86,-0.422,0.0,0.0,6.0
1.88,-0.433,0.0,0.0,6.0
1.9,-0.445,0.0,0.0,6.0
1.92,-0.456,0.0,0.0,6.0
1.94,-0.468,0.0,0.0,6.0
1.96,-0.48,0.0,0.0,6.0
1.98,-0.492,0.0,0.0,6.0
2.0,-0.504,0.0,0.0,6.0
2.02,-0.517,0.0,0.0,6.0
2.04,-0.531,0.0,0.0,6.0
2.06,-0.543,0.0,0.0,6.0
2.08,-0.555,0.0,0.0,6.0
2.1,-0.569,0.0,0.0,6.0
2.12,-0.583,0.0,0.0,6.0
2.14,-0.595,0.0,0.0,6.0
2.16,-0.609,0.0,0.0,6.0
2.18,-0.623,0.0,0.0,6.0
2.2,-0.637,0.0,0.0,6.0
2.22,-0.651,0.0,0.0,6.0
2.24,-0.667,0.0,0.0,6.0
2.26,-0.681,0.0,0.0,6.0
2.28,-0.695,0.0,0.0,6.0
2.3,-0.71,0.0,0.0,6.0
2.32,-0.724,0.0,0.0,6.0
2.34,-0.74,0.0,0.0,6.0
2.36,-0.756,0.0,0.0,6.0
2.38,-0.771,0.0,0.0,6.0
2.4,-0.787,0.0,0.0,6.0
2.42,-0.803,0.0,0.0,6.0
2.44,-0.819,0.0,0.0,6.0
2.46,-0.834,0.0,0.0,6.0
2.48,-0.85,0.0,0.0,6.0
2.5,-0.867,0.0,0.0,6.0
2.52,-0.883,0.0,0.0,6.0
2.54,-0.901,0.0,0.0,6.0
2.56,-0.916,0.0,0.0,6.0
2.58,-0.934,0.0,0.0,6.0
2.6,-0.951,0.0,0.0,6.0
2.62,-0.969,0.0,0.0,6.0
2.64,-0.986,0.0,0.0,6.0
2.66,-1.004,0.0,0.0,6.0
2.68,-1.021,0.0,0.0,6.0
2.7,-1.04,0.0,0.0,6.0
2.72,-1.058,0.0,0.0,6.0
2.74,-1.077,0.0,0.0,6.0
2.76,-1.094,0.0,0.0,6.0
2.78,-1.114,0.0,0.0,6.0
2.8,-1.133,0.0,0.0,6.0
2.82,-1.152,0.0,0.0,6.0
2.84,-1.171,0.0,0.0,6.0
2.86,-1.19,0.0,0.0,6.0
2.88,-1.21,0.0,0.0,6.0
2.9,-1.229,0.0,0.0,6.0
2.92,-1.248,0.0,0.0,6.0
2.94,-1.269,0.0,0.0,6.0
2.96,-1.288,0.0,0.0,6.0
2.98,-1.309,0.0,0.0,6.0
3.0,-1.33,0.0,0.0,6.0
3.02,-1.349,0.0,0.0,6.0
3.04,-1.37,0.0,0.0,6.0
3.06,-1.391,0.0,0.0,6.0
3.08,-1.412,0.0,0.0,6.0
3.1,-1.433,0.0,0.0,6.0
3.12,-1.454,0.0,0.0,6.0
3.14,-1.477,0.0,0.0,6.0
3.16,-1.497,0.0,0.0,6.0
3.18,-1.518,0.0,0.0,6.0
3.2,-1.541,0.0,0.0,6.0
3.22,-1.564,0.0,0.0,6.0
3.24,-1.585,0.0,0.0,6.0
3.26,-1.607,0.0,0.0,6.0
3.28,-1.63,0.0,0.0,6.0
3.3,-1.653,0.0,0.0,6.0
3.32,-1.676,0.0,0.0,6.0
3.34,-1.698,0.0,0.0,6.0
3.36,-1.723,0.0,0.0,6.0
3.38,-1.745,0.0,0.0,6.0
3.4,-1.77,0.0,0.0,6.0
3.42,-1.792,0.0,0.0,6.0
3.44,-1.817,0.0,0.0,6.0
3.46,-1.84,0.0,0.0,6.0
3.48,-1.864,0.0,0.0,6.0
3.5,-1.888,0.0,0.0,6.0
3.52,-1.913,0.0,0.0,6.0
3.54,-1.937,0.0,0.0,6.0
3.56,-1.962,0.0,0.0,6.0
3.58,-1.988,0.0,0.0,6.0
3.6,-2.012,0.0,0.0,6.0
3.62,-2.039,0.0,0.0,6.0
3.64,-2.063,0.0,0.0,6.0
3.66,-2.089,0.0,0.0,6.0
3.68,-2.114,0.0,0.0,6.0
3.7,-2.14,0.0,0.0,6.0
3.72,-2.166,0.0,0.0,6.0
3.74,-2.192,0.0,0.0,6.0
3.76,-2.218,0.0,0.0,6.0
3.78,-2.244,0.0,0.0,6.0
3.8,-2.272,0.0,0.0,6.0
3.82,-2.299,0.0,0.0,6.0
3.84,-2.325,0.0,0.0,6.0
3.86,-2.353,0.0,0.0,6.0
3.88,-2.379,0.0,0.0,6.0
3.9,-2.407,0.0,0.0,6.0
3.92,-2.435,0.0,0.0,6.0
3.94,-2.463,0.0,0.0,6.0
3.96,-2.491,0.0,0.0,6.0
3.98,-2.519,0.0,0.0,6.0
4.0,-2.546,0.0,0.0,6.0
4.02,-2.574,0.0,0.0,6.0
4.04,-2.602,0.0,0.0,6.0
4.06,-2.63,0.0,0.0,6.0
4.08,-2.66,0.0,0.0,6.0
4.1,-2.688,0.0,0.0,6.0
4.12,-2.717,0.0,0.0,6.0
4.14,-2.745,0.0,0.0,6.0
4.16,-2.775,0.0,0.0,6.0
4.18,-2.805,0.0,0.0,6.0
4.2,-2.834,0.0,0.0,6.0
4.22,-2.862,0.0,0.0,6.0
4.24,-2.894,0.0,0.0,6.0
4.26,-2.923,0.0,0.0,6.0
4.28,-2.953,0.0,0.0,6.0
4.3,-2.983,0.0,0.0,6.0
4.32,-3.012,0.0,0.0,6.0
4.34,-3.044,0.0,0.0,6.0
4.36,-3.074,0.0,0.0,6.0
4.38,-3.105,0.0,0.0,6.0
4.4,-3.136,0.0,0.0,6.0
4.42,-3.166,0.0,0.0,6.0
4.44,-3.197,0.0,0.0,6.0
4.46,-3.229,0.0,0.0,6.0
4.48,-3.26,0.0,0.0,6.0
4.5,-3.292,0.0,0.0,6.0
4.52,-3.323,0.0,0.0,6.0
4.54,-3.356,0.0,0.0,6.0
4.56,-3.388,0.0,0.0,6.0
4.58,-3.419,0.0,0.0,6.0
4.6,-3.452,0.0,0.0,6.0
4.62,-3.484,0.0,0.0,6.0
4.64,-3.517,0.0,0.0,6.0
4.66,-3.55,0.0,0.0,6.0
4.68,-3.581,0.0,0.0,6.0
4.7,-3.615,0.0,0.0,6.0
4.72,-3.648,0.0,0.0,6.0
4.74,-3.681,0.0,0.0,6.0
4.76,-3.714,0.0,0.0,6.0
4.78,-3.749,0.0,0.0,6.0
4.8,-3.782,0.0,0.0,6.0
4.82,-3.815,0.0,0.0,6.0
4.84,-3.85,0.0,0.0,6.0
4.86,-3.883,0.0,0.0,6.0
4.88,-3.918,0.0,0.0,6.0
4.9,-3.953,0.0,0.0,6.0
4.92,-3.986,0.0,0.0,6.0
4.94,-4.021,0.0,0.0,6.0
4.96,-4.056,0.0,0.0,6.0
4.98,-4.091,0.0,0.0,6.0
5.0,-4.126,0.0,0.0,6.0
5.02,-4.161,0.0,0.0,6.0
5.04,-4.196,0.0,0.0,6.0
5.06,-4.232,0.0,0.0,6.0
5.08,-4.267,0.0,0.0,6.0
5.1,-4.304,0.0,0.0,6.0
5.12,-4.339,0.0,0.0,6.0
5.14,-4.376,0.0,0.0,6.0
5.16,-4.41,0.0,0.0,6.0
5.18,-4.447,0.0,0.0,6.0
5.2,-4.484,0.0,0.0,6.0
5.22,-4.52,0.0,0.0,6.0
5.24,-4.557,0.0,0.0,6.0
5.26,-4.594,0.0,0.0,6.0
5.28,-4.63,0.0,0.0,6.0
5.3,-4.667,0.0,0.0,6.0
5.32,-4.704,0.0,0.0,6.0
5.34,-4.742,0.0,0.0,6.0
5.36,-4.779,0.0,0.0,6.0
5.38,-4.815,0.0,0.0,6.0
5.4,-4.854,0.0,0.0,6.0
5.42,-4.892,0.0,0.0,6.0
5.44,-4.929,0.0,0.0,6.0
5.46,-4.967,0.0,0.0,6.0
5.48,-5.006,0.0,0.0,6.0
5.5,-5.044,0.0,0.0,6.0
5.52,-5.082,0.0,0.0,6.0
5.54,-5.121,0.0,0.0,6.0
5.56,-5.159,0.0,0.0,6.0
5.58,-5.199,0.0,0.0,6.0
5.6,-5.238,0.0,0.0,6.0
5.62,-5.276,0.0,0.0,6.0
5.64,-5.316,0.0,0.0,6.0
5.66,-5.356,0.0,0.0,6.0
5.68,-5.395,0.0,0.0,6.0
5.7,-5.435,0.0,0.0,6.0
5.72,-5.475,0.0,0.0,6.0
5.74,-5.515,0.0,0.0,6.0
5.76,-5.555,0.0,0.0,6.0
5.78,-5.596,0.0,0.0,6.0
5.8,-5.636,0.0,0.0,6.0
5.82,-5.676,0.0,0.0,6.0
5.84,-5.718,0.0,0.0,6.0
5.86,-5.758,0.0,0.0,6.0
5.88,-5.8,0.0,0.0,6.0
5.9,-5.84,0.0,0.0,6.0
5.92,-5.882,0.0,0.0,6.0
5.94,-5.922,0.0,0.0,6.0
5.96,-5.964,0.0,0.0,6.0
5.98,-6.006,0.0,0.0,6.0
6.0,-6.048,0.0,0.0,6.0
6.02,-6.089,0.0,0.0,6.0
6.04,-6.131,0.0,0.0,6.0
6.06,-6.173,0.0,0.0,6.0
6.08,-6.217,0.0,0.0,6.0
6.1,-6.259,0.0,0.0,6.0
6.12,-6.302,0.0,0.0,6.0
6.14,-6.344,0.0,0.0,6.0
6.16,-6.388,0.0,0.0,6.0
6.18,-6.43,0.0,0.0,6.0
6.2,-6.473,0.0,0.0,6.0
6.22,-6.517,0.0,0.0,6.0
6.24,-6.561,0.0,0.0,6.0
6.26,-6.604,0.0,0.0,6.0
6.28,-6.648,0.0,0.0,6.0
6.3,-6.692,0.0,0.0,6.0
6.32,-6.735,0.0,0.0,6.0
6.34,-6.779,0.002,0.0,6.0
6.36,-6.822,0.002,0.0,6.0
6.38,-6.866,0.002,0.0,6.0
6.4,-6.912,0.019,0.0,6.0
6.42,-6.955,0.019,0.0,6.0
6.44,-7.001,0.019,0.0,6.0
6.46,-7.044,0.003,0.0,6.0
6.48,-7.09,0.005,0.0,6.0
6.5,-7.135,0.005,0.0,6.0
6.52,-7.179,0.005,0.0,6.0
6.54,-7.224,0.007,0.0,6.0
6.56,-7.269,0.009,0.0,6.0
6.58,-7.315,0.01,0.0,6.0
6.6,-7.358,0.01,0.0,6.0
6.62,-7.404,0.016,0.0,6.0
6.64,-7.449,0.016,0.0,6.0
6.66,-7.494,0.017,0.0,6.0
6.68,-7.54,0.019,0.0,6.0
6.7,-7.585,0.021,0.0,6.0
6.72,-7.631,0.023,0.0,6.0
6.74,-7.676,0.026,0.0,6.0
6.76,-7.721,0.028,0.0,6.0
6.78,-7.767,0.028,0.0,6.0
6.8,-7.812,0.03,0.0,6.0
6.82,-7.857,0.033,0.0,6.0
6.84,-7.903,0.033,0.0,6.0
6.86,-7.948,0.037,0.0,6.0
6.88,-7.995,0.04,0.0,6.0
6.9,-8.041,0.042,0.0,6.0
6.92,-8.086,0.045,0.0,6.0
6.94,-8.131,0.045,0.0,6.0
6.96,-8.177,0.051,0.0,6.0
6.98,-8.222,0.051,0.0,6.0
7.0,-8.268,0.054,0.0,6.0
7.02,-8.315,0.056,0.0,6.0
7.04,-8.36,0.059,0.0,6.0
7.06,-8.406,0.059,0.0,6.0
7.08,-8.451,0.065,0.0,6.0
7.1,-8.496,0.065,0.0,6.0
7.12,-8.543,0.07,0.0,6.0
7.14,-8.589,0.072,0.0,6.0
7.16,-8.634,0.075,0.0,6.0
7.18,-8.681,0.079,0.0,6.0
7.2,-8.727,0.079,0.0,6.0
7.22,-8.772,0.082,0.0,6.0
7.24,-8.817,0.086,0.0,6.0
7.26,-8.865,0.087,0.0,6.0
7.28,-8.91,0.091,0.0,6.0
7.3,-8.957,0.091,0.0,6.0
7.32,-9.002,0.096,0.0,6.0
7.34,-9.048,0.096,0.0,6.0
7.36,-9.095,0.099,0.0,6.0
7.38,-9.14,0.103,0.0,6.0
7.4,-9.186,0.103,0.0,6.0
7.42,-9.233,0.106,0.0,6.0
7.44,-9.278,0.11,0.0,6.0
7.46,-9.325,0.112,0.0,6.0
7.48,-9.371,0.113,0.0,6.0
7.5,-9.418,0.113,0.0,6.0
7.52,-9.463,0.117,0.0,6.0
7.54,-9.51,0.119,0.0,6.0
7.56,-9.556,0.12,0.0,6.0
7.58,-9.603,0.122,0.0,6.0
7.6,-9.65,0.122,0.0,6.0
7.62,-9.697,0.124,0.0,6.0
7.64,-9.742,0.126,0.0,6.0
7.66,-9.79,0.127,0.0,6.0
7.68,-9.837,0.127,0.0,6.0
7.7,-9.884,0.129,0.0,6.0
7.72,-9.931,0.129,0.0,6.0
7.74,-9.978,0.131,0.0,6.0
7.76,-10.025,0.131,0.0,6.0
7.78,-10.072,0.133,0.0,6.0
7.8,-10.119,0.133,0.0,6.0
7.82,-10.168,0.133,0.0,6.0
7.84,-10.215,0.134,0.0,6.0
7.86,-10.263,0.134,0.0,6.0
7.88,-10.311,0.134,0.0,6.0
7.9,-10.359,0.134,0.0,6.0
7.92,-10.407,0.134,0.0,6.0
7.94,-10.455,0.134,0.0,6.0
7.96,-10.503,0.136,0.0,6.0
7.98,-10.552,0.136,0.0,6.0
8.0,-10.601,0.136,0.0,6.0
8.02,-10.648,0.136,0.0,6.0
8.04,-10.697,0.136,0.0,6.0
8.06,-10.746,0.138,0.0,6.0
8.08,-10.797,0.138,0.0,6.0
8.1,-10.845,0.138,0.0,6.0
8.12,-10.894,0.138,0.0,6.0
8.14,-10.943,0.138,0.0,6.0
8.16,-10.994,0.138,0.0,6.0
8.18,-11.043,0.138,0.0,6.0
8.2,-11.093,0.138,0.0,6.0
8.22,-11.142,0.136,0.0,6.0
8.24,-11.193,0.136,0.0,6.0
8.26,-11.243,0.136,0.0,6.0
8.28,-11.294,0.136,0.0,6.0
8.3,-11.345,0.136,0.0,6.0
8.32,-11.395,0.136,0.0,6.0
8.34,-11.446,0.136,0.0,6.0
8.36,-11.496,0.136,0.0,6.0
8.38,-11.547,0.136,0.0,6.0
8.4,-11.599,0.136,0.0,6.0
8.42,-11.65,0.136,0.0,6.0
8.44,-11.701,0.136,0.0,6.0
8.46,-11.753,0.136,0.0,6.0
8.48,-11.804,0.136,0.0,6.0
8.5,-11.856,0.134,0.0,6.0
8.52,-11.908,0.134,0.0,6.0
8.54,-11.961,0.134,0.0,6.0
8.56,-12.011,0.134,0.0,6.0
8.58,-12.064,0.136,0.0,6.0
8.6,-12.116,0.136,0.0,6.0
8.62,-12.168,0.138,0.0,6.0
8.64,-12.221,0.138,0.0,6.0
8.66,-12.273,0.14,0.0,6.0
8.68,-12.326,0.14,0.0,6.0
8.7,-12.378,0.141,0.0,6.0
8.72,-12.43,0.141,0.0,6.0
8.74,-12.484,0.143,0.0,6.0
8.76,-12.537,0.145,0.0,6.0
8.78,-12.589,0.145,0.0,6.0
8.8,-12.643,0.147,0.0,6.0
8.82,-12.696,0.148,0.0,6.0
8.84,-12.748,0.15,0.0,6.0
8.86,-12.802,0.152,0.0,6.0
8.88,-12.854,0.152,0.0,6.0
8.9,-12.907,0.155,0.0,6.0
8.92,-12.961,0.157,0.0,6.0
8.94,-13.013,0.157,0.0,6.0
8.96,-13.067,0.161,0.0,6.0
8.98,-13.12,0.162,0.0,6.0
9.0,-13.174,0.164,0.0,6.0
9.02,-13.226,0.166,0.0,6.0
9.04,-13.28,0.168,0.0,6.0
9.06,-13.333,0.169,0.0,6.0
9.08,-13.387,0.171,0.0,6.0
9.1,-13.439,0.173,0.0,6.0
9.12,-13.493,0.176,0.0,6.0
9.14,-13.547,0.178,0.0,6.0
9.16,-13.6,0.182,0.0,6.0
9.18,-13.654,0.182,0.0,6.0
9.2,-13.708,0.185,0.0,6.0
9.22,-13.76,0.187,0.0,6.0
9.24,-13.814,0.19,0.0,6.0
9.26,-13.868,0.192,0.0,6.0
9.28,-13.922,0.194,0.0,6.0
9.3,-13.975,0.197,0.0,6.0
9.32,-14.029,0.197,0.0,6.0
9.34,-14.083,0.199,0.0,6.0
9.36,-14.137,0.202,0.0,6.0
9.38,-14.19,0.204,0.0,6.0
9.4,-14.244,0.206,0.0,6.0
9.42,-14.298,0.206,0.0,6.0
9.44,-14.352,0.209,0.0,6.0
9.46,-14.406,0.211,0.0,6.0
9.48,-14.46,0.213,0.0,6.0
9.5,-14.514,0.215,0.0,6.0
9.52,-14.568,0.216,0.0,6.0
9.54,-14.622,0.218,0.0,6.0
9.56,-14.676,0.22,0.0,6.0
9.58,-14.731,0.222,0.0,6.0
9.6,-14.786,0.223,0.0,6.0
9.62,-14.841,0.225,0.0,6.0
9.64,-14.895,0.227,0.0,6.0
9.66,-14.95,0.229,0.0,6.0
9.68,-15.005,0.23,0.0,6.0
9.7,-15.059,0.23,0.0,6.0
9.72,-15.115,0.232,0.0,6.0
9.74,-15.169,0.234,0.0,6.0
9.76,-15.225,0.234,0.0,6.0
9.78,-15.28,0.236,0.0,6.0
9.8,-15.334,0.236,0.0,6.0
9.82,-15.39,0.237,0.0,6.0
9.84,-15.446,0.237,0.0,6.0
9.86,-15.5,0.237,0.0,6.0
9.88,-15.556,0.239,0.0,6.0
9.9,-15.612,0.239,0.0,6.0
9.92,-15.668,0.241,0.0,6.0
9.94,-15.724,0.241,0.0,6.0
9.96,-15.78,0.241,0.0,6.0
9.98,-15.835,0.243,0.0,6.0
10.0,-15.893,0.243,0.0,6.0
10.02,-15.949,0.243,0.0,6.0
10.04,-16.005,0.243,0.0,6.0
10.06,-16.061,0.243,0.0,6.0
10.08,-16.118,0.243,0.0,6.0
10.1,-16.174,0.243,0.0,6.0
10.12,-16.232,0.243,0.0,6.0
10.14,-16.289,0.243,0.0,6.0
10.16,-16.345,0.243,0.0,6.0
10.18,-16.403,0.243,0.0,6.0
10.2,-16.46,0.243,0.0,6.0
10.22,-16.518,0.243,0.0,6.0
10.24,-16.575,0.243,0.0,6.0
10.26,-16.633,0.243,0.0,6.0
10.28,-16.691,0.243,0.0,6.0
10.3,-16.748,0.243,0.0,6.0
10.32,-16.806,0.243,0.0,6.0
10.34,-16.863,0.243,0.0,6.0
10.36,-16.923,0.243,0.0,6.0
10.38,-16.98,0.243,0.0,6.0
10.4,-17.04,0.243,0.0,6.0
10.42,-17.097,0.243,0.0,6.0
10.44,-17.157,0.243,0.0,6.0
10.46,-17.214,0.243,0.0,6.0
10.48,-17.274,0.243,0.0,6.0
10.5,-17.333,0.243,0.0,6.0
10.52,-17.39,0.243,0.0,6.0
10.54,-17.45,0.243,0.0,6.0
10.56,-17.509,0.243,0.0,6.0
10.58,-17.568,0.243,0.0,6.0
10.6,-17.628,0.243,0.0,6.0
10.62,-17.687,0.244,0.0,6.0
10.64,-17.747,0.244,0.0,6.0
10.66,-17.808,0.244,0.0,6.0
10.68,-17.867,0.244,0.0,6.0
10.7,-17.926,0.244,0.0,6.0
10.72,-17.987,0.246,0.0,6.0
10.74,-18.047,0.246,0.0,6.0
10.76,-18.108,0.248,0.0,6.0
10.78,-18.167,0.248,0.0,6.0
10.8,-18.228,0.248,0.0,6.0
10.82,-18.288,0.248,0.0,6.0
10.84,-18.349,0.25,0.0,6.0
10.86,-18.41,0.251,0.0,6.0
10.88,-18.469,0.251,0.0,6.0
10.9,-18.53,0.253,0.0,6.0
10.92,-18.591,0.253,0.0,6.0
10.94,-18.652,0.255,0.0,6.0
10.96,-18.713,0.255,0.0,6.0
10.98,-18.775,0.257,0.0,6.0
11.0,-18.836,0.257,0.0,6.0
11.02,-18.897,0.258,0.0,6.0
11.04,-18.958,0.26,0.0,6.0
11.06,-19.019,0.26,0.0,6.0
11.08,-19.08,0.262,0.0,6.0
11.1,-19.141,0.264,0.0,6.0
11.12,-19.202,0.264,0.0,6.0
11.14,-19.265,0.265,0.0,6.0
11.16,-19.326,0.267,0.0,6.0
11.18,-19.387,0.269,0.0,6.0
11.2,-19.448,0.271,0.0,6.0
11.22,-19.509,0.271,0.0,6.0
11.24,-19.572,0.272,0.0,6.0
11.26,-19.633,0.274,0.0,6.0
11.28,-19.694,0.276,0.0,6.0
11.3,-19.757,0.276,0.0,6.0
11.32,-19.818,0.278,0.0,6.0
11.34,-19.881,0.279,0.0,6.0
11.36,-19.942,0.281,0.0,6.0
11.38,-20.005,0.281,0.0,6.0
11.4,-20.068,0.283,0.0,6.0
11.42,-20.129,0.284,0.0,6.0
11.44,-20.192,0.284,0.0,6.0
11.46,-20.253,0.286,0.0,6.0
11.48,-20.316,0.288,0.0,6.0
11.5,-20.378,0.29,0.0,6.0
11.52,-20.44,0.29,0.0,6.0
11.54,-20.502,0.291,0.0,6.0
11.56,-20.565,0.291,0.0,6.0
11.58,-20.628,0.293,0.0,6.0
11.6,-20.691,0.295,0.0,6.0
11.62,-20.754,0.297,0.0,6.0
11.64,-20.817,0.297,0.0,6.0
11.66,-20.879,0.298,0.0,6.0
11.68,-20.942,0.298,0.0,6.0
11.7,-21.005,0.298,0.0,6.0
11.72,-21.068,0.3,0.0,6.0
11.74,-21.131,0.302,0.0,6.0
11.76,-21.195,0.302,0.0,6.0
11.78,-21.258,0.304,0.0,6.0
11.8,-21.321,0.304,0.0,6.0
11.82,-21.386,0.305,0.0,6.0
11.84,-21.448,0.305,0.0,6.0
11.86,-21.513,0.305,0.0,6.0
11.88,-21.576,0.307,0.0,6.0
11.9,-21.64,0.307,0.0,6.0
11.92,-21.705,0.309,0.0,6.0
11.94,-21.768,0.309,0.0,6.0
11.96,-21.832,0.309,0.0,6.0
11.98,-21.897,0.311,0.0,6.0
12.0,-21.961,0.311,0.0,6.0
12.02,-22.026,0.311,0.0,6.0
12.04,-22.089,0.312,0.0,6.0
12.06,-22.153,0.312,0.0,6.0
12.08,-22.218,0.312,0.0,6.0
12.1,-22.284,0.312,0.0,6.0
12.12,-22.349,0.314,0.0,6.0
12.14,-22.414,0.314,0.0,6.0
12.16,-22.478,0.314,0.0,6.0
12.18,-22.543,0.314,0.0,6.0
12.2,-22.609,0.314,0.0,6.0
12.22,-22.674,0.314,0.0,6.0
12.24,-22.738,0.314,0.0,6.0
12.26,-22.804,0.316,0.0,6.0
12.28,-22.869,0.316,0.0,6.0
12.3,-22.935,0.316,0.0,6.0
12.32,-23.002,0.316,0.0,6.0
12.34,-23.066,0.316,0.0,6.0
12.36,-23.133,0.316,0.0,6.0
12.38,-23.199,0.316,0.0,6.0
12.4,-23.264,0.316,0.0,6.0
12.42,-23.33,0.316,0.0,6.0
12.44,-23.396,0.316,0.0,6.0
12.46,-23.462,0.316,0.0,6.0
12.48,-23.529,0.318,0.0,6.0
12.5,-23.595,0.318,0.0,6.0
12.52,-23.661,0.318,0.0,6.0
12.54,-23.73,0.318,0.0,6.0
12.56,-23.796,0.318,0.0,6.0
12.58,-23.862,0.318,0.0,6.0
12.6,-23.928,0.318,0.0,6.0
12.62,-23.997,0.318,0.0,6.0
12.64,-24.063,0.318,0.0,6.0
12.66,-24.131,0.318,0.0,6.0
12.68,-24.197,0.318,0.0,6.0
12.7,-24.265,0.318,0.0,6.0
12.72,-24.333,0.319,0.0,6.0
12.74,-24.401,0.319,0.0,6.0
12.76,-24.468,0.319,0.0,6.0
12.78,-24.536,0.319,0.0,6.0
12.8,-24.604,0.319,0.0,6.0
12.82,-24.672,0.319,0.0,6.0
12.84,-24.74,0.321,0.0,6.0
12.86,-24.808,0.321,0.0,6.0
