Tiempo ,Entrada,ANGULO,POSICION
-0.4,0,0,0
-0.38,0,0,0
-0.36,0,0,0
-0.34,0,0,0
-0.32,0,0,0
-0.3,0,0,0
-0.28,0,0,0
-0.26,0,0,0
-0.24,0,0,0
-0.22,0,0,0
-0.2,0,0,0
-0.18,0,0,0
-0.16,0,0,0
-0.14,0,0,0
-0.12,0,0,0
-0.1,0,0,0
-0.08,0,0,0
-0.06,0,0,0
-0.04,0,0,0
-0.02,0,0,0
0,0,0,0
0.02,0,0,0
0.04,0.3,0,0
0.06,0.6,0,0
0.08,0.9,0,0
0.1,1.2,0,0
0.12,1.5,0,0
0.14,1.8,0,0
0.16,2.1,0,0
0.18,2.4,-0.003,0
0.2,2.7,-0.009,0.001
0.22,3,-0.016,0.001
0.24,3.3,-0.026,0.002
0.26,3.6,-0.037,0.002
0.28,3.9,-0.049,0.003
0.3,4.2,-0.061,0.004
0.32,4.5,-0.068,0.005
0.34,4.8,-0.051,0.004
0.36,5.1,-0.054,0.005
0.38,5.4,-0.077,0.006
0.4,5.7,-0.089,0.008
0.42,6,-0.115,0.01
0.44,6.3,-0.145,0.012
0.46,6.6,-0.162,0.014
0.48,6.9,-0.192,0.017
0.5,7.2,-0.215,0.019
0.52,7.5,-0.244,0.022
0.54,7.5,-0.267,0.025
0.56,7.5,-0.288,0.028
0.58,7.5,-0.311,0.031
0.6,7.5,-0.325,0.035
0.62,7.5,-0.342,0.038
0.64,7.5,-0.347,0.041
0.66,7.5,-0.353,0.045
0.68,7.5,-0.358,0.049
0.7,7.5,-0.353,0.052
0.72,7.5,-0.344,0.056
0.74,7.5,-0.33,0.059
0.76,7.5,-0.314,0.063
0.78,7.5,-0.291,0.066
0.8,7.5,-0.265,0.07
0.82,7.5,-0.237,0.074
0.84,7.5,-0.206,0.077
0.86,7.5,-0.169,0.081
0.88,7.5,-0.133,0.085
0.9,7.5,-0.096,0.088
0.92,7.5,-0.058,0.092
0.94,7.5,-0.019,0.096
0.96,7.5,0.021,0.1
0.98,7.5,0.065,0.103
1,7.5,0.101,0.107
1.02,7.5,0.14,0.111
1.04,7.5,0.173,0.115
1.06,7.5,0.208,0.118
1.08,7.5,0.241,0.122
1.1,7.5,0.265,0.126
1.12,7.5,0.29,0.13
1.14,7.5,0.307,0.133
1.16,7.5,0.323,0.137
1.18,7.5,0.333,0.141
1.2,7.5,0.339,0.145
1.22,7.5,0.344,0.148
1.24,7.5,0.339,0.152
1.26,7.5,0.33,0.156
1.28,7.5,0.318,0.159
1.3,7.5,0.3,0.163
1.32,7.5,0.278,0.167
1.34,7.5,0.248,0.171
1.36,7.5,0.216,0.174
1.38,7.5,0.185,0.178
1.4,7.5,0.147,0.182
1.42,7.5,0.11,0.186
1.44,7.5,0.07,0.19
1.46,7.5,0.03,0.193
1.48,7.5,-0.012,0.197
1.5,7.5,-0.054,0.201
1.52,7.5,-0.091,0.205
1.54,7.2,-0.126,0.209
1.56,6.9,-0.162,0.212
1.58,6.6,-0.199,0.216
1.6,6.3,-0.227,0.22
1.62,6,-0.25,0.223
1.64,5.7,-0.265,0.226
1.66,5.4,-0.281,0.23
1.68,5.1,-0.288,0.233
1.7,4.8,-0.291,0.236
1.72,4.5,-0.29,0.239
1.74,4.2,-0.279,0.242
1.76,3.9,-0.262,0.245
1.78,3.6,-0.243,0.247
1.8,3.3,-0.211,0.25
1.82,3,-0.18,0.252
1.84,2.7,-0.145,0.254
1.86,2.4,-0.099,0.256
1.88,2.1,-0.054,0.258
1.9,1.8,-0.007,0.26
1.92,1.5,0.047,0.261
1.94,1.2,0.101,0.263
1.96,0.9,0.155,0.264
1.98,0.6,0.209,0.265
2,0.3,0.262,0.266
2.02,0,0.316,0.267
2.04,0,0.37,0.267
2.06,0,0.415,0.268
2.08,0,0.463,0.268
2.1,0,0.499,0.268
2.12,0,0.532,0.269
2.14,0,0.559,0.269
2.16,0,0.576,0.269
2.18,0,0.588,0.269
2.2,0,0.592,0.269
2.22,0,0.588,0.269
2.24,0,0.576,0.269
2.26,0,0.555,0.269
2.28,0,0.527,0.269
2.3,0,0.492,0.269
2.32,0,0.449,0.269
2.34,0,0.401,0.269
2.36,0,0.346,0.269
2.38,0,0.288,0.269
2.4,0,0.223,0.269
2.42,0,0.157,0.269
2.44,0,0.089,0.269
2.46,0,0.017,0.269
2.48,0,-0.051,0.269
2.5,0,-0.12,0.269
2.52,0,-0.187,0.269
2.54,0,-0.253,0.269
2.56,0,-0.314,0.269
2.58,0,-0.372,0.269
2.6,0,-0.422,0.269
2.62,0,-0.468,0.269
2.64,0,-0.508,0.269
2.66,0,-0.539,0.269
2.68,0,-0.562,0.269
2.7,0,-0.578,0.269
2.72,0,-0.586,0.269
2.74,0,-0.588,0.269
2.76,0,-0.579,0.269
2.78,0,-0.562,0.269
2.8,0,-0.538,0.269
2.82,0,-0.504,0.269
2.84,0,-0.466,0.269
2.86,0,-0.421,0.269
2.88,0,-0.368,0.269
2.9,0,-0.311,0.269
2.92,0,-0.25,0.269
2.94,0,-0.183,0.269
2.96,0,-0.117,0.269
2.98,0,-0.047,0.269
3,0,0.023,0.269
3.02,0,0.093,0.269
3.04,0,0.161,0.269
3.06,0,0.227,0.269
3.08,0,0.29,0.269
3.1,0,0.349,0.269
3.12,0,0.401,0.269
3.14,0,0.449,0.269
3.16,0,0.492,0.269
3.18,0,0.525,0.269
3.2,0,0.553,0.269
3.22,0,0.574,0.269
3.24,0,0.583,0.269
3.26,0,0.586,0.269
3.28,0,0.583,0.269
3.3,0,0.571,0.269
3.32,0,0.548,0.269
3.34,0,0.52,0.269
3.36,0,0.483,0.269
3.38,0,0.44,0.269
3.4,0,0.391,0.269
3.42,0,0.335,0.269
3.44,0,0.276,0.269
3.46,0,0.213,0.269
3.48,0,0.147,0.269
3.5,0,0.079,0.269
3.52,0,0.009,0.269
3.54,0,-0.061,0.269
3.56,0,-0.129,0.269
3.58,0,-0.197,0.269
3.6,0,-0.26,0.269
3.62,0,-0.319,0.269
3.64,0,-0.375,0.269
3.66,0,-0.428,0.269
3.68,0,-0.471,0.269
3.7,0,-0.51,0.269
3.72,0,-0.539,0.269
3.74,0,-0.562,0.269
3.76,0,-0.576,0.269
3.78,0,-0.585,0.269
3.8,0,-0.585,0.269
3.82,0,-0.574,0.269
3.84,0,-0.557,0.269
3.86,0,-0.531,0.269
3.88,0,-0.497,0.269
3.9,0,-0.457,0.269
3.92,0,-0.41,0.269
3.94,0,-0.358,0.269
3.96,0,-0.3,0.269
3.98,0,-0.239,0.269
4,0,-0.175,0.269
4.02,0,-0.106,0.269
4.04,0,-0.037,0.269
4.06,0,0.033,0.269
4.08,0,0.101,0.269
4.1,0,0.169,0.269
4.12,0,0.234,0.269
4.14,0,0.297,0.269
4.16,0,0.354,0.269
4.18,0,0.407,0.269
4.2,0,0.454,0.269
4.22,0,0.494,0.269
4.24,0,0.527,0.269
4.26,0,0.553,0.269
4.28,0,0.572,0.269
4.3,0,0.581,0.269
4.32,0,0.583,0.269
4.34,0,0.579,0.269
4.36,0,0.565,0.269
4.38,0,0.543,0.269
4.4,0,0.513,0.269
4.42,0,0.475,0.269
4.44,0,0.431,0.269
4.46,0,0.38,0.269
4.48,0,0.326,0.269
4.5,0,0.267,0.269
4.52,0,0.202,0.269
4.54,0,0.136,0.269
4.56,0,0.068,0.269
4.58,0,-0.002,0.269
4.6,0,-0.07,0.269
4.62,0,-0.138,0.269
4.64,0,-0.204,0.269
4.66,0,-0.267,0.269
4.68,0,-0.326,0.269
4.7,0,-0.38,0.269
4.72,0,-0.431,0.269
4.74,0,-0.475,0.269
4.76,0,-0.511,0.269
4.78,0,-0.539,0.269
4.8,0,-0.562,0.269
4.82,0,-0.574,0.269
4.84,0,-0.579,0.269
4.86,0,-0.579,0.269
4.88,0,-0.569,0.269
4.9,0,-0.55,0.269
4.92,0,-0.524,0.269
4.94,0,-0.489,0.269
4.96,0,-0.449,0.269
4.98,0,-0.401,0.269
5,0,-0.347,0.269
5.02,0,-0.29,0.269
5.04,0,-0.229,0.269
5.06,0,-0.162,0.269
5.08,0,-0.096,0.269
5.1,0,-0.028,0.269
5.12,0,0.042,0.269
5.14,0,0.11,0.269
5.16,0,0.178,0.269
5.18,0,0.241,0.269
5.2,0,0.302,0.269
5.22,0,0.36,0.269
5.24,0,0.41,0.269
5.26,0,0.457,0.269
5.28,0,0.496,0.269
5.3,0,0.529,0.269
5.32,0,0.553,0.269
5.34,0,0.571,0.269
5.36,0,0.579,0.269
5.38,0,0.581,0.269
5.4,0,0.574,0.269
5.42,0,0.559,0.269
5.44,0,0.536,0.269
5.46,0,0.504,0.269
5.48,0,0.466,0.269
5.5,0,0.422,0.269
5.52,0,0.372,0.269
5.54,0,0.316,0.269
5.56,0,0.257,0.269
5.58,0,0.192,0.269
5.6,0,0.127,0.269
5.62,0,0.058,0.269
5.64,0,-0.01,0.269
5.66,0,-0.079,0.269
5.68,0,-0.147,0.269
5.7,0,-0.211,0.269
5.72,0,-0.274,0.269
5.74,0,-0.333,0.269
5.76,0,-0.386,0.269
5.78,0,-0.435,0.269
5.8,0,-0.476,0.269
5.82,0,-0.511,0.269
5.84,0,-0.541,0.269
5.86,0,-0.56,0.269
5.88,0,-0.572,0.269
5.9,0,-0.578,0.269
5.92,0,-0.574,0.269
5.94,0,-0.564,0.269
5.96,0,-0.543,0.269
5.98,0,-0.515,0.269
6,0,-0.482,0.269
6.02,0,-0.44,0.269
6.04,0,-0.393,0.269
6.06,0,-0.339,0.269
6.08,0,-0.281,0.269
6.1,0,-0.218,0.269
6.12,0,-0.154,0.269
6.14,0,-0.087,0.269
6.16,0,-0.017,0.269
6.18,0,0.051,0.269
6.2,0,0.119,0.269
6.22,0,0.185,0.269
6.24,0,0.248,0.269
6.26,0,0.309,0.269
6.28,0,0.365,0.269
6.3,0,0.415,0.269
6.32,0,0.461,0.269
6.34,0,0.497,0.269
6.36,0,0.529,0.269
6.38,0,0.553,0.269
6.4,0,0.569,0.269
6.42,0,0.576,0.269
6.44,0,0.578,0.269
6.46,0,0.569,0.269
6.48,0,0.553,0.269
6.5,0,0.529,0.269
6.52,0,0.497,0.269
6.54,0,0.459,0.269
6.56,0,0.414,0.269
6.58,0,0.363,0.269
6.6,0,0.307,0.269
6.62,0,0.246,0.269
6.64,0,0.183,0.269
6.66,0,0.117,0.269
6.68,0,0.049,0.269
6.7,0,-0.019,0.269
6.72,0,-0.089,0.269
6.74,0,-0.154,0.269
6.76,0,-0.218,0.269
6.78,0,-0.281,0.269
6.8,0,-0.339,0.269
6.82,0,-0.391,0.269
6.84,0,-0.438,0.269
6.86,0,-0.48,0.269
6.88,0,-0.513,0.269
6.9,0,-0.541,0.269
6.92,0,-0.56,0.269
6.94,0,-0.571,0.269
6.96,0,-0.574,0.269
6.98,0,-0.571,0.269
7,0,-0.559,0.269
7.02,0,-0.538,0.269
7.04,0,-0.51,0.269
7.06,0,-0.473,0.269
7.08,0,-0.431,0.269
7.1,0,-0.382,0.269
7.12,0,-0.328,0.269
7.14,0,-0.271,0.269
7.16,0,-0.208,0.269
7.18,0,-0.145,0.269
7.2,0,-0.077,0.269
7.22,0,-0.009,0.269
7.24,0,0.059,0.269
7.26,0,0.127,0.269
7.28,0,0.192,0.269
7.3,0,0.257,0.269
7.32,0,0.316,0.269
7.34,0,0.37,0.269
7.36,0,0.419,0.269
7.38,0,0.463,0.269
7.4,0,0.499,0.269
7.42,0,0.529,0.269
7.44,0,0.552,0.269
7.46,0,0.567,0.269
7.48,0,0.574,0.269
7.5,0,0.574,0.269
7.52,0,0.565,0.269
7.54,0,0.548,0.269
7.56,0,0.522,0.269
7.58,0,0.49,0.269
7.6,0,0.45,0.269
7.62,0,0.405,0.269
7.64,0,0.353,0.269
7.66,0,0.297,0.269
7.68,0,0.237,0.269
7.7,0,0.173,0.269
7.72,0,0.106,0.269
7.74,0,0.04,0.269
7.76,0,-0.03,0.269
7.78,0,-0.096,0.269
7.8,0,-0.162,0.269
7.82,0,-0.227,0.269
7.84,0,-0.288,0.269
7.86,0,-0.344,0.269
7.88,0,-0.396,0.269
7.9,0,-0.442,0.269
7.92,0,-0.482,0.269
7.94,0,-0.513,0.269
7.96,0,-0.541,0.269
7.98,0,-0.559,0.269
8,0,-0.569,0.269
8.02,0,-0.571,0.269
8.04,0,-0.567,0.269
8.06,0,-0.552,0.269
8.08,0,-0.531,0.269
8.1,0,-0.501,0.269
8.12,0,-0.464,0.269
8.14,0,-0.422,0.269
8.16,0,-0.374,0.269
8.18,0,-0.319,0.269
8.2,0,-0.262,0.269
8.22,0,-0.199,0.269
8.24,0,-0.134,0.269
8.26,0,-0.066,0.269
8.28,0,0,0.269
8.3,0,0.068,0.269
8.32,0,0.134,0.269
8.34,0,0.201,0.269
8.36,0,0.264,0.269
8.38,0,0.321,0.269
8.4,0,0.375,0.269
8.42,0,0.424,0.269
8.44,0,0.466,0.269
8.46,0,0.501,0.269
8.48,0,0.531,0.269
8.5,0,0.552,0.269
8.52,0,0.565,0.269
8.54,0,0.571,0.269
8.56,0,0.571,0.269
8.58,0,0.559,0.269
8.6,0,0.541,0.269
8.62,0,0.515,0.269
8.64,0,0.482,0.269
8.66,0,0.442,0.269
8.68,0,0.396,0.269
8.7,0,0.344,0.269
8.72,0,0.288,0.269
8.74,0,0.227,0.269
8.76,0,0.162,0.269
8.78,0,0.098,0.269
8.8,0,0.03,0.269
8.82,0,-0.038,0.269
8.84,0,-0.105,0.269
8.86,0,-0.171,0.269
8.88,0,-0.234,0.269
8.9,0,-0.293,0.269
8.92,0,-0.349,0.269
8.94,0,-0.4,0.269
8.96,0,-0.445,0.269
8.98,0,-0.483,0.269
9,0,-0.515,0.269
9.02,0,-0.539,0.269
9.04,0,-0.557,0.269
9.06,0,-0.565,0.269
9.08,0,-0.567,0.269
9.1,0,-0.562,0.269
9.12,0,-0.546,0.269
9.14,0,-0.524,0.269
9.16,0,-0.494,0.269
9.18,0,-0.457,0.269
9.2,0,-0.414,0.269
9.22,0,-0.365,0.269
9.24,0,-0.311,0.269
9.26,0,-0.251,0.269
9.28,0,-0.188,0.269
9.3,0,-0.124,0.269
9.32,0,-0.058,0.269
9.34,0,0.01,0.269
9.36,0,0.077,0.269
9.38,0,0.143,0.269
9.4,0,0.208,0.269
9.42,0,0.269,0.269
9.44,0,0.326,0.269
9.46,0,0.379,0.269
9.48,0,0.428,0.269
9.5,0,0.468,0.269
9.52,0,0.503,0.269
9.54,0,0.531,0.269
9.56,0,0.55,0.269
9.58,0,0.564,0.269
9.6,0,0.567,0.269
9.62,0,0.565,0.269
9.64,0,0.553,0.269
9.66,0,0.536,0.269
9.68,0,0.508,0.269
9.7,0,0.473,0.269
9.72,0,0.435,0.269
9.74,0,0.386,0.269
9.76,0,0.335,0.269
9.78,0,0.278,0.269
9.8,0,0.216,0.269
9.82,0,0.154,0.269
9.84,0,0.089,0.269
9.86,0,0.021,0.269
9.88,0,-0.045,0.269
9.9,0,-0.113,0.269
9.92,0,-0.178,0.269
9.94,0,-0.239,0.269
9.96,0,-0.298,0.269
9.98,0,-0.354,0.269
10,0,-0.403,0.269
10.02,0,-0.447,0.269
10.04,0,-0.485,0.269
10.06,0,-0.515,0.269
10.08,0,-0.539,0.269
10.1,0,-0.555,0.269
10.12,0,-0.564,0.269
10.14,0,-0.564,0.269
10.16,0,-0.557,0.269
10.18,0,-0.541,0.269
10.2,0,-0.517,0.269
10.22,0,-0.487,0.269
10.24,0,-0.449,0.269
10.26,0,-0.405,0.269
10.28,0,-0.356,0.269
10.3,0,-0.3,0.269
10.32,0,-0.243,0.269
10.34,0,-0.18,0.269
10.36,0,-0.115,0.269
10.38,0,-0.049,0.269
10.4,0,0.019,0.269
10.42,0,0.086,0.269
10.44,0,0.152,0.269
10.46,0,0.215,0.269
10.48,0,0.276,0.269
10.5,0,0.332,0.269
10.52,0,0.384,0.269
10.54,0,0.429,0.269
10.56,0,0.469,0.269
10.58,0,0.503,0.269
10.6,0,0.531,0.269
10.62,0,0.55,0.269
10.64,0,0.56,0.269
10.66,0,0.564,0.269
10.68,0,0.56,0.269
10.7,0,0.548,0.269
10.72,0,0.529,0.269
10.74,0,0.501,0.269
10.76,0,0.466,0.269
10.78,0,0.426,0.269
10.8,0,0.379,0.269
10.82,0,0.325,0.269
10.84,0,0.269,0.269
10.86,0,0.208,0.269
10.88,0,0.145,0.269
10.9,0,0.079,0.269
10.92,0,0.012,0.269
10.94,0,-0.056,0.269
10.96,0,-0.12,0.269
10.98,0,-0.185,0.269
11,0,-0.246,0.269
11.02,0,-0.305,0.269
11.04,0,-0.358,0.269
11.06,0,-0.407,0.269
11.08,0,-0.45,0.269
11.1,0,-0.487,0.269
11.12,0,-0.517,0.269
11.14,0,-0.539,0.269
11.16,0,-0.553,0.269
11.18,0,-0.56,0.269
11.2,0,-0.56,0.269
11.22,0,-0.552,0.269
11.24,0,-0.536,0.269
11.26,0,-0.511,0.269
11.28,0,-0.48,0.269
11.3,0,-0.44,0.269
11.32,0,-0.396,0.269
11.34,0,-0.346,0.269
11.36,0,-0.291,0.269
11.38,0,-0.232,0.269
11.4,0,-0.171,0.269
11.42,0,-0.105,0.269
11.44,0,-0.038,0.269
11.46,0,0.028,0.269
11.48,0,0.094,0.269
11.5,0,0.159,0.269
11.52,0,0.222,0.269
11.54,0,0.281,0.269
11.56,0,0.337,0.269
11.58,0,0.387,0.269
11.6,0,0.433,0.269
11.62,0,0.471,0.269
11.64,0,0.504,0.269
11.66,0,0.531,0.269
11.68,0,0.548,0.269
11.7,0,0.559,0.269
11.72,0,0.56,0.269
11.74,0,0.557,0.269
11.76,0,0.543,0.269
11.78,0,0.522,0.269
11.8,0,0.494,0.269
11.82,0,0.459,0.269
11.84,0,0.415,0.269
11.86,0,0.37,0.269
11.88,0,0.316,0.269
11.9,0,0.26,0.269
11.92,0,0.199,0.269
11.94,0,0.134,0.269
11.96,0,0.07,0.269
11.98,0,0.002,0.269
12,0,-0.063,0.269
12.02,0,-0.129,0.269
12.04,0,-0.192,0.269
12.06,0,-0.253,0.269
12.08,0,-0.311,0.269
12.1,0,-0.363,0.269
12.12,0,-0.41,0.269
12.14,0,-0.454,0.269
12.16,0,-0.487,0.269
12.18,0,-0.517,0.269
12.2,0,-0.538,0.269
12.22,0,-0.552,0.269
12.24,0,-0.557,0.269
12.26,0,-0.557,0.269
12.28,0,-0.546,0.269
12.3,0,-0.529,0.269
12.32,0,-0.504,0.269
12.34,0,-0.471,0.269
12.36,0,-0.433,0.269
12.38,0,-0.387,0.269
12.4,0,-0.339,0.269
12.42,0,-0.283,0.269
12.44,0,-0.223,0.269
12.46,0,-0.161,0.269
12.48,0,-0.096,0.269
12.5,0,-0.03,0.269
12.52,0,0.037,0.269
12.54,0,0.101,0.269
12.56,0,0.166,0.269
12.58,0,0.229,0.269
12.6,0,0.288,0.269
12.62,0,0.342,0.269
12.64,0,0.391,0.269
12.66,0,0.436,0.269
12.68,0,0.473,0.269
12.7,0,0.504,0.269
12.72,0,0.529,0.269
12.74,0,0.546,0.269
12.76,0,0.555,0.269
12.78,0,0.557,0.269
12.8,0,0.552,0.269
12.82,0,0.538,0.269
12.84,0,0.517,0.269
12.86,0,0.487,0.269
12.88,0,0.45,0.269
12.9,0,0.408,0.269
12.92,0,0.36,0.269
12.94,0,0.307,0.269
12.96,0,0.25,0.269
12.98,0,0.188,0.269
13,0,0.126,0.269
13.02,0,0.061,0.269
13.04,0,-0.007,0.269
13.06,0,-0.072,0.269
13.08,0,-0.138,0.269
13.1,0,-0.201,0.269
13.12,0,-0.26,0.269
13.14,0,-0.316,0.269
13.16,0,-0.368,0.269
13.18,0,-0.414,0.269
13.2,0,-0.456,0.269
13.22,0,-0.489,0.269
13.24,0,-0.517,0.269
13.26,0,-0.538,0.269
13.28,0,-0.548,0.269
13.3,0,-0.553,0.269
13.32,0,-0.552,0.269
13.34,0,-0.541,0.269
13.36,0,-0.522,0.269
13.38,0,-0.496,0.269
13.4,0,-0.464,0.269
13.42,0,-0.424,0.269
13.44,0,-0.379,0.269
13.46,0,-0.328,0.269
13.48,0,-0.272,0.269
13.5,0,-0.213,0.269
13.52,0,-0.15,0.269
13.54,0,-0.087,0.269
13.56,0,-0.021,0.269
13.58,0,0.045,0.269
13.6,0,0.11,0.269
13.62,0,0.175,0.269
13.64,0,0.236,0.269
13.66,0,0.293,0.269
13.68,0,0.347,0.269
13.7,0,0.396,0.269
13.72,0,0.438,0.269
13.74,0,0.476,0.269
13.76,0,0.506,0.269
13.78,0,0.529,0.269
13.8,0,0.545,0.269
13.82,0,0.553,0.269
13.84,0,0.553,0.269
13.86,0,0.548,0.269
13.88,0,0.531,0.269
13.9,0,0.51,0.269
13.92,0,0.48,0.269
13.94,0,0.442,0.269
13.96,0,0.4,0.269
13.98,0,0.351,0.269
14,0,0.297,0.269
14.02,0,0.241,0.269
14.04,0,0.18,0.269
14.06,0,0.117,0.269
14.08,0,0.051,0.269
14.1,0,-0.014,0.269
14.12,0,-0.08,0.269
14.14,0,-0.145,0.269
14.16,0,-0.206,0.269
14.18,0,-0.265,0.269
14.2,0,-0.321,0.269
14.22,0,-0.372,0.269
14.24,0,-0.417,0.269
14.26,0,-0.457,0.269
14.28,0,-0.49,0.269
14.3,0,-0.517,0.269
14.32,0,-0.536,0.269
14.34,0,-0.546,0.269
14.36,0,-0.55,0.269
14.38,0,-0.548,0.269
14.4,0,-0.536,0.269
14.42,0,-0.517,0.269
14.44,0,-0.489,0.269
14.46,0,-0.457,0.269
14.48,0,-0.417,0.269
14.5,0,-0.37,0.269
14.52,0,-0.319,0.269
14.54,0,-0.264,0.269
14.56,0,-0.204,0.269
14.58,0,-0.141,0.269
14.6,0,-0.077,0.269
14.62,0,-0.012,0.269
14.64,0,0.052,0.269
14.66,0,0.119,0.269
14.68,0,0.182,0.269
14.7,0,0.241,0.269
14.72,0,0.298,0.269
14.74,0,0.353,0.269
14.76,0,0.4,0.269
14.78,0,0.442,0.269
14.8,0,0.476,0.269
14.82,0,0.506,0.269
14.84,0,0.529,0.269
14.86,0,0.543,0.269
14.88,0,0.55,0.269
14.9,0,0.55,0.269
14.92,0,0.543,0.269
14.94,0,0.525,0.269
14.96,0,0.503,0.269
14.98,0,0.471,0.269
15,0,0.435,0.269
15.02,0,0.391,0.269
15.04,0,0.342,0.269
15.06,0,0.288,0.269
15.08,0,0.23,0.269
15.1,0,0.169,0.269
15.12,0,0.106,0.269
15.14,0,0.042,0.269
15.16,0,-0.023,0.269
15.18,0,-0.089,0.269
15.2,0,-0.152,0.269
15.22,0,-0.213,0.269
15.24,0,-0.271,0.269
15.26,0,-0.326,0.269
15.28,0,-0.375,0.269
15.3,0,-0.421,0.269
15.32,0,-0.459,0.269
15.34,0,-0.49,0.269
15.36,0,-0.517,0.269
15.38,0,-0.534,0.269
15.4,0,-0.545,0.269
15.42,0,-0.546,0.269
15.44,0,-0.543,0.269
15.46,0,-0.531,0.269
15.48,0,-0.511,0.269
15.5,0,-0.483,0.269
15.52,0,-0.449,0.269
15.54,0,-0.408,0.269
15.56,0,-0.361,0.269
15.58,0,-0.311,0.269
15.6,0,-0.255,0.269
15.62,0,-0.195,0.269
15.64,0,-0.133,0.269
15.66,0,-0.068,0.269
15.68,0,-0.003,0.269
15.7,0,0.061,0.269
15.72,0,0.126,0.269
15.74,0,0.188,0.269
15.76,0,0.248,0.269
15.78,0,0.304,0.269
15.8,0,0.356,0.269
15.82,0,0.403,0.269
15.84,0,0.443,0.269
15.86,0,0.478,0.269
15.88,0,0.508,0.269
15.9,0,0.527,0.269
15.92,0,0.541,0.269
15.94,0,0.548,0.269
15.96,0,0.548,0.269
15.98,0,0.538,0.269
16,0,0.52,0.269
16.02,0,0.496,0.269
16.04,0,0.464,0.269
16.06,0,0.428,0.269
16.08,0,0.382,0.269
16.1,0,0.333,0.269
16.12,0,0.279,0.269
16.14,0,0.222,0.269
16.16,0,0.161,0.269
16.18,0,0.098,0.269
16.2,0,0.033,0.269
16.22,0,-0.031,0.269
16.24,0,-0.096,0.269
16.26,0,-0.159,0.269
16.28,0,-0.22,0.269
16.3,0,-0.278,0.269
16.32,0,-0.33,0.269
16.34,0,-0.379,0.269
16.36,0,-0.424,0.269
16.38,0,-0.461,0.269
16.4,0,-0.492,0.269
16.42,0,-0.515,0.269
16.44,0,-0.532,0.269
16.46,0,-0.541,0.269
16.48,0,-0.543,0.269
16.5,0,-0.539,0.269
16.52,0,-0.525,0.269
16.54,0,-0.504,0.269
16.56,0,-0.476,0.269
16.58,0,-0.44,0.269
16.6,0,-0.4,0.269
16.62,0,-0.353,0.269
16.64,0,-0.3,0.269
16.66,0,-0.244,0.269
16.68,0,-0.185,0.269
16.7,0,-0.124,0.269
16.72,0,-0.059,0.269
16.74,0,0.005,0.269
16.76,0,0.07,0.269
16.78,0,0.133,0.269
16.8,0,0.195,0.269
16.82,0,0.253,0.269
16.84,0,0.309,0.269
16.86,0,0.36,0.269
16.88,0,0.407,0.269
16.9,0,0.445,0.269
16.92,0,0.48,0.269
16.94,0,0.508,0.269
16.96,0,0.527,0.269
16.98,0,0.539,0.269
17,0,0.545,0.269
17.02,0,0.543,0.269
17.04,0,0.532,0.269
17.06,0,0.515,0.269
17.08,0,0.489,0.269
17.1,0,0.457,0.269
17.12,0,0.419,0.269
17.14,0,0.375,0.269
17.16,0,0.325,0.269
17.18,0,0.271,0.269
17.2,0,0.213,0.269
17.22,0,0.152,0.269
17.24,0,0.089,0.269
17.26,0,0.024,0.269
17.28,0,-0.04,0.269
17.3,0,-0.103,0.269
17.32,0,-0.166,0.269
17.34,0,-0.227,0.269
17.36,0,-0.283,0.269
17.38,0,-0.335,0.269
17.4,0,-0.382,0.269
17.42,0,-0.426,0.269
17.44,0,-0.463,0.269
17.46,0,-0.492,0.269
17.48,0,-0.515,0.269
17.5,0,-0.532,0.269
17.52,0,-0.539,0.269
17.54,0,-0.541,0.269
17.56,0,-0.534,0.269
17.58,0,-0.52,0.269
17.6,0,-0.497,0.269
17.62,0,-0.468,0.269
17.64,0,-0.433,0.269
17.66,0,-0.393,0.269
17.68,0,-0.344,0.269
17.7,0,-0.291,0.269
17.72,0,-0.236,0.269
17.74,0,-0.176,0.269
17.76,0,-0.115,0.269
17.78,0,-0.051,0.269
17.8,0,0.014,0.269
17.82,0,0.077,0.269
17.84,0,0.14,0.269
17.86,0,0.202,0.269
17.88,0,0.26,0.269
17.9,0,0.314,0.269
17.92,0,0.365,0.269
17.94,0,0.408,0.269
17.96,0,0.449,0.269
17.98,0,0.482,0.269
18,0,0.506,0.269
18.02,0,0.525,0.269
18.04,0,0.538,0.269
18.06,0,0.541,0.269
18.08,0,0.539,0.269
18.1,0,0.527,0.269
18.12,0,0.508,0.269
18.14,0,0.483,0.269
18.16,0,0.449,0.269
18.18,0,0.41,0.269
18.2,0,0.365,0.269
18.22,0,0.316,0.269
18.24,0,0.262,0.269
18.26,0,0.204,0.269
18.28,0,0.143,0.269
18.3,0,0.08,0.269
18.32,0,0.016,0.269
18.34,0,-0.047,0.269
18.36,0,-0.112,0.269
18.38,0,-0.173,0.269
18.4,0,-0.232,0.269
18.42,0,-0.288,0.269
18.44,0,-0.34,0.269
18.46,0,-0.386,0.269
18.48,0,-0.429,0.269
18.5,0,-0.464,0.269
18.52,0,-0.492,0.269
18.54,0,-0.515,0.269
18.56,0,-0.529,0.269
18.58,0,-0.538,0.269
18.6,0,-0.538,0.269
18.62,0,-0.531,0.269
18.64,0,-0.513,0.269
18.66,0,-0.49,0.269
18.68,0,-0.461,0.269
18.7,0,-0.426,0.269
18.72,0,-0.384,0.269
18.74,0,-0.337,0.269
18.76,0,-0.284,0.269
18.78,0,-0.227,0.269
