Tiempo ,Entrada,ANGULO,POSICION
2.06,0,0.414,0.265
2.08,0,0.457,0.265
2.1,0,0.494,0.266
2.12,0,0.524,0.266
2.14,0,0.552,0.266
2.16,0,0.564,0.266
2.18,0,0.576,0.267
2.2,0,0.579,0.267
2.22,0,0.574,0.267
2.24,0,0.562,0.267
2.26,0,0.538,0.267
2.28,0,0.511,0.267
2.3,0,0.473,0.267
2.32,0,0.431,0.267
2.34,0,0.384,0.267
2.36,0,0.328,0.267
2.38,0,0.271,0.267
2.4,0,0.209,0.267
2.42,0,0.143,0.267
2.44,0,0.079,0.267
2.46,0,0.01,0.267
2.48,0,-0.056,0.267
2.5,0,-0.124,0.267
2.52,0,-0.187,0.267
2.54,0,-0.25,0.267
2.56,0,-0.309,0.267
2.58,0,-0.363,0.267
2.6,0,-0.412,0.267
2.62,0,-0.454,0.267
2.64,0,-0.49,0.267
2.66,0,-0.522,0.267
2.68,0,-0.543,0.267
2.7,0,-0.559,0.267
2.72,0,-0.564,0.267
2.74,0,-0.565,0.267
2.76,0,-0.557,0.267
2.78,0,-0.538,0.267
2.8,0,-0.513,0.267
2.82,0,-0.482,0.267
2.84,0,-0.443,0.267
2.86,0,-0.398,0.267
2.88,0,-0.346,0.267
2.9,0,-0.291,0.267
2.92,0,-0.23,0.267
2.94,0,-0.169,0.267
2.96,0,-0.103,0.267
2.98,0,-0.035,0.267
3,0,0.031,0.267
3.02,0,0.099,0.267
3.04,0,0.162,0.267
3.06,0,0.227,0.267
3.08,0,0.288,0.267
3.1,0,0.344,0.267
3.12,0,0.394,0.267
3.14,0,0.44,0.267
3.16,0,0.478,0.267
3.18,0,0.511,0.267
3.2,0,0.536,0.267
3.22,0,0.555,0.267
3.24,0,0.564,0.267
3.26,0,0.567,0.267
3.28,0,0.562,0.267
3.3,0,0.548,0.267
3.32,0,0.527,0.267
3.34,0,0.497,0.267
3.36,0,0.463,0.267
3.38,0,0.419,0.267
3.4,0,0.372,0.267
3.42,0,0.318,0.267
3.44,0,0.26,0.267
3.46,0,0.199,0.267
3.48,0,0.134,0.267
3.5,0,0.068,0.267
3.52,0,0,0.267
3.54,0,-0.066,0.267
3.56,0,-0.131,0.267
3.58,0,-0.197,0.267
3.6,0,-0.258,0.267
3.62,0,-0.314,0.267
3.64,0,-0.368,0.267
3.66,0,-0.417,0.267
3.68,0,-0.459,0.267
3.7,0,-0.494,0.267
3.72,0,-0.522,0.267
3.74,0,-0.543,0.267
3.76,0,-0.557,0.267
3.78,0,-0.562,0.267
3.8,0,-0.562,0.267
3.82,0,-0.55,0.267
3.84,0,-0.532,0.267
3.86,0,-0.508,0.267
3.88,0,-0.475,0.267
3.9,0,-0.435,0.267
3.92,0,-0.389,0.267
3.94,0,-0.337,0.267
3.96,0,-0.281,0.267
3.98,0,-0.222,0.267
4,0,-0.157,0.267
4.02,0,-0.093,0.267
4.04,0,-0.026,0.267
4.06,0,0.04,0.267
4.08,0,0.106,0.267
4.1,0,0.173,0.267
4.12,0,0.236,0.267
4.14,0,0.295,0.267
4.16,0,0.349,0.267
4.18,0,0.4,0.267
4.2,0,0.443,0.267
4.22,0,0.482,0.267
4.24,0,0.513,0.267
4.26,0,0.538,0.267
4.28,0,0.553,0.267
4.3,0,0.562,0.267
4.32,0,0.564,0.267
4.34,0,0.559,0.267
4.36,0,0.543,0.267
4.38,0,0.52,0.267
4.4,0,0.49,0.267
4.42,0,0.454,0.267
4.44,0,0.412,0.267
4.46,0,0.361,0.267
4.48,0,0.307,0.267
4.5,0,0.25,0.267
4.52,0,0.188,0.267
4.54,0,0.124,0.267
4.56,0,0.058,0.267
4.58,0,-0.009,0.267
4.6,0,-0.075,0.267
4.62,0,-0.141,0.267
4.64,0,-0.204,0.267
4.66,0,-0.265,0.267
4.68,0,-0.321,0.267
4.7,0,-0.374,0.267
4.72,0,-0.421,0.267
4.74,0,-0.461,0.267
4.76,0,-0.496,0.267
4.78,0,-0.524,0.267
4.8,0,-0.543,0.267
4.82,0,-0.555,0.267
4.84,0,-0.56,0.267
4.86,0,-0.559,0.267
4.88,0,-0.546,0.267
4.9,0,-0.527,0.267
4.92,0,-0.501,0.267
4.94,0,-0.466,0.267
4.96,0,-0.426,0.267
4.98,0,-0.379,0.267
5,0,-0.328,0.267
5.02,0,-0.271,0.267
5.04,0,-0.211,0.267
5.06,0,-0.147,0.267
5.08,0,-0.082,0.267
5.1,0,-0.016,0.267
5.12,0,0.051,0.267
5.14,0,0.117,0.267
5.16,0,0.182,0.267
5.18,0,0.243,0.267
5.2,0,0.302,0.267
5.22,0,0.356,0.267
5.24,0,0.405,0.267
5.26,0,0.447,0.267
5.28,0,0.485,0.267
5.3,0,0.515,0.267
5.32,0,0.538,0.267
5.34,0,0.553,0.267
5.36,0,0.56,0.267
5.38,0,0.562,0.267
5.4,0,0.553,0.267
5.42,0,0.538,0.267
5.44,0,0.515,0.267
5.46,0,0.483,0.267
5.48,0,0.445,0.267
5.5,0,0.403,0.267
5.52,0,0.353,0.267
5.54,0,0.298,0.267
5.56,0,0.239,0.267
5.58,0,0.178,0.267
5.6,0,0.113,0.267
5.62,0,0.047,0.267
5.64,0,-0.019,0.267
5.66,0,-0.086,0.267
5.68,0,-0.15,0.267
5.7,0,-0.213,0.267
5.72,0,-0.272,0.267
5.74,0,-0.328,0.267
5.76,0,-0.379,0.267
5.78,0,-0.426,0.267
5.8,0,-0.464,0.267
5.82,0,-0.499,0.267
5.84,0,-0.525,0.267
5.86,0,-0.543,0.267
5.88,0,-0.553,0.267
5.9,0,-0.557,0.267
5.92,0,-0.553,0.267
5.94,0,-0.541,0.267
5.96,0,-0.52,0.267
5.98,0,-0.492,0.267
6,0,-0.457,0.267
6.02,0,-0.417,0.267
6.04,0,-0.37,0.267
6.06,0,-0.318,0.267
6.08,0,-0.26,0.267
6.1,0,-0.201,0.267
6.12,0,-0.138,0.267
6.14,0,-0.072,0.267
6.16,0,-0.007,0.267
6.18,0,0.059,0.267
6.2,0,0.126,0.267
6.22,0,0.188,0.267
6.24,0,0.25,0.267
6.26,0,0.307,0.267
6.28,0,0.361,0.267
6.3,0,0.41,0.267
6.32,0,0.45,0.267
6.34,0,0.487,0.267
6.36,0,0.517,0.267
6.38,0,0.538,0.267
6.4,0,0.552,0.267
6.42,0,0.559,0.267
6.44,0,0.559,0.267
6.46,0,0.55,0.267
6.48,0,0.532,0.267
6.5,0,0.508,0.267
6.52,0,0.475,0.267
6.54,0,0.438,0.267
6.56,0,0.393,0.267
6.58,0,0.344,0.267
6.6,0,0.29,0.267
6.62,0,0.229,0.267
6.64,0,0.168,0.267
6.66,0,0.103,0.267
6.68,0,0.038,0.267
6.7,0,-0.03,0.267
6.72,0,-0.094,0.267
6.74,0,-0.159,0.267
6.76,0,-0.222,0.267
6.78,0,-0.279,0.267
6.8,0,-0.335,0.267
6.82,0,-0.386,0.267
6.84,0,-0.429,0.267
6.86,0,-0.468,0.267
6.88,0,-0.501,0.267
6.9,0,-0.525,0.267
6.92,0,-0.541,0.267
6.94,0,-0.552,0.267
6.96,0,-0.555,0.267
6.98,0,-0.55,0.267
7,0,-0.536,0.267
7.02,0,-0.515,0.267
7.04,0,-0.485,0.267
7.06,0,-0.45,0.267
7.08,0,-0.408,0.267
7.1,0,-0.361,0.267
7.12,0,-0.309,0.267
7.14,0,-0.251,0.267
7.16,0,-0.192,0.267
7.18,0,-0.127,0.267
7.2,0,-0.063,0.267
7.22,0,0.003,0.267
7.24,0,0.07,0.267
7.26,0,0.134,0.267
7.28,0,0.197,0.267
7.3,0,0.257,0.267
7.32,0,0.314,0.267
7.34,0,0.367,0.267
7.36,0,0.414,0.267
7.38,0,0.456,0.267
7.4,0,0.489,0.267
7.42,0,0.517,0.267
7.44,0,0.538,0.267
7.46,0,0.552,0.267
7.48,0,0.555,0.267
7.5,0,0.555,0.267
7.52,0,0.545,0.267
7.54,0,0.525,0.267
7.56,0,0.501,0.267
7.58,0,0.468,0.267
7.6,0,0.429,0.267
7.62,0,0.384,0.267
7.64,0,0.333,0.267
7.66,0,0.279,0.267
7.68,0,0.22,0.267
7.7,0,0.159,0.267
7.72,0,0.094,0.267
7.74,0,0.028,0.267
7.76,0,-0.037,0.267
7.78,0,-0.103,0.267
7.8,0,-0.168,0.267
7.82,0,-0.229,0.267
7.84,0,-0.286,0.267
7.86,0,-0.34,0.267
7.88,0,-0.389,0.267
7.9,0,-0.433,0.267
7.92,0,-0.471,0.267
7.94,0,-0.501,0.267
7.96,0,-0.525,0.267
7.98,0,-0.541,0.267
8,0,-0.55,0.267
8.02,0,-0.552,0.267
8.04,0,-0.545,0.267
8.06,0,-0.531,0.267
8.08,0,-0.508,0.267
8.1,0,-0.478,0.267
8.12,0,-0.443,0.267
8.14,0,-0.4,0.267
8.16,0,-0.353,0.267
8.18,0,-0.298,0.267
8.2,0,-0.241,0.267
8.22,0,-0.182,0.267
8.24,0,-0.119,0.267
8.26,0,-0.052,0.267
8.28,0,0.012,0.267
8.3,0,0.079,0.267
8.32,0,0.143,0.267
8.34,0,0.206,0.267
8.36,0,0.265,0.267
8.38,0,0.321,0.267
8.4,0,0.372,0.267
8.42,0,0.417,0.267
8.44,0,0.457,0.267
8.46,0,0.492,0.267
8.48,0,0.518,0.267
8.5,0,0.538,0.267
8.52,0,0.55,0.267
8.54,0,0.553,0.267
8.56,0,0.552,0.267
8.58,0,0.539,0.267
8.6,0,0.52,0.267
8.62,0,0.494,0.267
8.64,0,0.461,0.267
8.66,0,0.421,0.267
8.68,0,0.375,0.267
8.7,0,0.325,0.267
8.72,0,0.269,0.267
8.74,0,0.211,0.267
8.76,0,0.148,0.267
8.78,0,0.084,0.267
8.8,0,0.019,0.267
8.82,0,-0.047,0.267
8.84,0,-0.112,0.267
8.86,0,-0.175,0.267
8.88,0,-0.236,0.267
8.9,0,-0.291,0.267
8.92,0,-0.346,0.267
8.94,0,-0.394,0.267
8.96,0,-0.436,0.267
8.98,0,-0.473,0.267
9,0,-0.503,0.267
9.02,0,-0.525,0.267
9.04,0,-0.539,0.267
9.06,0,-0.546,0.267
9.08,0,-0.548,0.267
9.1,0,-0.539,0.267
9.12,0,-0.525,0.267
9.14,0,-0.503,0.267
9.16,0,-0.471,0.267
9.18,0,-0.435,0.267
9.2,0,-0.393,0.267
9.22,0,-0.342,0.267
9.24,0,-0.29,0.267
9.26,0,-0.232,0.267
9.28,0,-0.171,0.267
9.3,0,-0.108,0.267
9.32,0,-0.044,0.267
9.34,0,0.023,0.267
9.36,0,0.087,0.267
9.38,0,0.152,0.267
9.4,0,0.213,0.267
9.42,0,0.272,0.267
9.44,0,0.326,0.267
9.46,0,0.377,0.267
9.48,0,0.421,0.267
9.5,0,0.461,0.267
9.52,0,0.492,0.267
9.54,0,0.518,0.267
9.56,0,0.536,0.267
9.58,0,0.548,0.267
9.6,0,0.55,0.267
9.62,0,0.546,0.267
9.64,0,0.534,0.267
9.66,0,0.515,0.267
9.68,0,0.487,0.267
9.7,0,0.452,0.267
9.72,0,0.412,0.267
9.74,0,0.367,0.267
9.76,0,0.316,0.267
9.78,0,0.26,0.267
9.8,0,0.201,0.267
9.82,0,0.138,0.267
9.84,0,0.075,0.267
9.86,0,0.01,0.267
9.88,0,-0.056,0.267
9.9,0,-0.12,0.267
9.92,0,-0.182,0.267
9.94,0,-0.243,0.267
9.96,0,-0.298,0.267
9.98,0,-0.351,0.267
10,0,-0.398,0.267
10.02,0,-0.44,0.267
10.04,0,-0.475,0.267
10.06,0,-0.504,0.267
10.08,0,-0.525,0.267
10.1,0,-0.538,0.267
10.12,0,-0.545,0.267
10.14,0,-0.545,0.267
10.16,0,-0.536,0.267
10.18,0,-0.518,0.267
10.2,0,-0.496,0.267
10.22,0,-0.464,0.267
10.24,0,-0.426,0.267
10.26,0,-0.382,0.267
10.28,0,-0.333,0.267
10.3,0,-0.281,0.267
10.32,0,-0.223,0.267
10.34,0,-0.162,0.267
10.36,0,-0.098,0.267
10.38,0,-0.035,0.267
10.4,0,0.031,0.267
10.42,0,0.096,0.267
10.44,0,0.159,0.267
10.46,0,0.22,0.267
10.48,0,0.278,0.267
10.5,0,0.332,0.267
10.52,0,0.382,0.267
10.54,0,0.424,0.267
10.56,0,0.463,0.267
10.58,0,0.494,0.267
10.6,0,0.518,0.267
10.62,0,0.536,0.267
10.64,0,0.545,0.267
10.66,0,0.548,0.267
10.68,0,0.543,0.267
10.7,0,0.529,0.267
10.72,0,0.508,0.267
10.74,0,0.48,0.267
10.76,0,0.445,0.267
10.78,0,0.405,0.267
10.8,0,0.358,0.267
10.82,0,0.305,0.267
10.84,0,0.25,0.267
10.86,0,0.19,0.267
10.88,0,0.129,0.267
10.9,0,0.065,0.267
10.92,0,0,0.267
10.94,0,-0.065,0.267
10.96,0,-0.127,0.267
10.98,0,-0.19,0.267
11,0,-0.25,0.267
11.02,0,-0.305,0.267
11.04,0,-0.356,0.267
11.06,0,-0.401,0.267
11.08,0,-0.443,0.267
11.1,0,-0.476,0.267
11.12,0,-0.504,0.267
11.14,0,-0.525,0.267
11.16,0,-0.538,0.267
11.18,0,-0.541,0.267
11.2,0,-0.541,0.267
11.22,0,-0.532,0.267
11.24,0,-0.513,0.267
11.26,0,-0.489,0.267
11.28,0,-0.456,0.267
11.3,0,-0.419,0.267
11.32,0,-0.374,0.267
11.34,0,-0.325,0.267
11.36,0,-0.271,0.267
11.38,0,-0.213,0.267
11.4,0,-0.152,0.267
11.42,0,-0.089,0.267
11.44,0,-0.024,0.267
11.46,0,0.04,0.267
11.48,0,0.105,0.267
11.5,0,0.168,0.267
11.52,0,0.227,0.267
11.54,0,0.284,0.267
11.56,0,0.337,0.267
11.58,0,0.386,0.267
11.6,0,0.429,0.267
11.62,0,0.466,0.267
11.64,0,0.496,0.267
11.66,0,0.518,0.267
11.68,0,0.534,0.267
11.7,0,0.543,0.267
11.72,0,0.545,0.267
11.74,0,0.538,0.267
11.76,0,0.524,0.267
11.78,0,0.501,0.267
11.8,0,0.473,0.267
11.82,0,0.438,0.267
11.84,0,0.396,0.267
11.86,0,0.349,0.267
11.88,0,0.297,0.267
11.9,0,0.241,0.267
11.92,0,0.182,0.267
11.94,0,0.119,0.267
11.96,0,0.054,0.267
11.98,0,-0.009,0.267
12,0,-0.073,0.267
12.02,0,-0.136,0.267
12.04,0,-0.199,0.267
12.06,0,-0.257,0.267
12.08,0,-0.311,0.267
12.1,0,-0.361,0.267
12.12,0,-0.407,0.267
12.14,0,-0.445,0.267
12.16,0,-0.478,0.267
12.18,0,-0.504,0.267
12.2,0,-0.524,0.267
12.22,0,-0.536,0.267
12.24,0,-0.539,0.267
12.26,0,-0.538,0.267
12.28,0,-0.527,0.267
12.3,0,-0.508,0.267
12.32,0,-0.482,0.267
12.34,0,-0.45,0.267
12.36,0,-0.41,0.267
12.38,0,-0.367,0.267
12.4,0,-0.316,0.267
12.42,0,-0.26,0.267
12.44,0,-0.202,0.267
12.46,0,-0.143,0.267
12.48,0,-0.08,0.267
12.5,0,-0.014,0.267
12.52,0,0.049,0.267
12.54,0,0.112,0.267
12.56,0,0.175,0.267
12.58,0,0.236,0.267
12.6,0,0.291,0.267
12.62,0,0.344,0.267
12.64,0,0.389,0.267
12.66,0,0.433,0.267
12.68,0,0.468,0.267
12.7,0,0.496,0.267
12.72,0,0.518,0.267
12.74,0,0.532,0.267
12.76,0,0.541,0.267
12.78,0,0.541,0.267
12.8,0,0.534,0.267
12.82,0,0.518,0.267
12.84,0,0.496,0.267
12.86,0,0.466,0.267
12.88,0,0.429,0.267
12.9,0,0.387,0.267
12.92,0,0.339,0.267
12.94,0,0.288,0.267
12.96,0,0.232,0.267
12.98,0,0.171,0.267
13,0,0.108,0.267
13.02,0,0.045,0.267
13.04,0,-0.017,0.267
13.06,0,-0.082,0.267
13.08,0,-0.145,0.267
13.1,0,-0.204,0.267
13.12,0,-0.262,0.267
13.14,0,-0.316,0.267
13.16,0,-0.367,0.267
13.18,0,-0.41,0.267
13.2,0,-0.449,0.267
13.22,0,-0.48,0.267
13.24,0,-0.506,0.267
13.26,0,-0.522,0.267
13.28,0,-0.534,0.267
13.3,0,-0.536,0.267
13.32,0,-0.534,0.267
13.34,0,-0.52,0.267
13.36,0,-0.503,0.267
13.38,0,-0.475,0.267
13.4,0,-0.442,0.267
13.42,0,-0.401,0.267
13.44,0,-0.358,0.267
13.46,0,-0.307,0.267
13.48,0,-0.251,0.267
13.5,0,-0.194,0.267
13.52,0,-0.133,0.267
13.54,0,-0.07,0.267
13.56,0,-0.005,0.267
13.58,0,0.058,0.267
13.6,0,0.122,0.267
13.62,0,0.183,0.267
13.64,0,0.243,0.267
13.66,0,0.297,0.267
13.68,0,0.349,0.267
13.7,0,0.394,0.267
13.72,0,0.435,0.267
13.74,0,0.469,0.267
13.76,0,0.497,0.267
13.78,0,0.518,0.267
13.8,0,0.531,0.267
13.82,0,0.538,0.267
13.84,0,0.538,0.267
13.86,0,0.529,0.267
13.88,0,0.513,0.267
13.9,0,0.489,0.267
13.92,0,0.459,0.267
13.94,0,0.421,0.267
13.96,0,0.379,0.267
13.98,0,0.33,0.267
14,0,0.278,0.267
14.02,0,0.222,0.267
14.04,0,0.162,0.267
14.06,0,0.099,0.267
14.08,0,0.037,0.267
14.1,0,-0.028,0.267
14.12,0,-0.091,0.267
14.14,0,-0.152,0.267
14.16,0,-0.211,0.267
14.18,0,-0.269,0.267
14.2,0,-0.321,0.267
14.22,0,-0.37,0.267
14.24,0,-0.414,0.267
14.26,0,-0.45,0.267
14.28,0,-0.482,0.267
14.3,0,-0.506,0.267
14.32,0,-0.522,0.267
14.34,0,-0.532,0.267
14.36,0,-0.534,0.267
14.38,0,-0.529,0.267
14.4,0,-0.515,0.267
14.42,0,-0.496,0.267
14.44,0,-0.468,0.267
14.46,0,-0.433,0.267
14.48,0,-0.394,0.267
14.5,0,-0.347,0.267
14.52,0,-0.297,0.267
14.54,0,-0.243,0.267
14.56,0,-0.183,0.267
14.58,0,-0.122,0.267
14.6,0,-0.061,0.267
14.62,0,0.003,0.267
14.64,0,0.068,0.267
14.66,0,0.129,0.267
14.68,0,0.19,0.267
14.7,0,0.248,0.267
14.72,0,0.302,0.267
14.74,0,0.354,0.267
14.76,0,0.398,0.267
14.78,0,0.438,0.267
14.8,0,0.471,0.267
14.82,0,0.497,0.267
14.84,0,0.518,0.267
14.86,0,0.531,0.267
14.88,0,0.534,0.267
14.9,0,0.534,0.267
14.92,0,0.524,0.267
14.94,0,0.506,0.267
14.96,0,0.483,0.267
14.98,0,0.45,0.267
15,0,0.414,0.267
15.02,0,0.37,0.267
15.04,0,0.321,0.267
15.06,0,0.269,0.267
15.08,0,0.211,0.267
15.1,0,0.152,0.267
15.12,0,0.089,0.267
15.14,0,0.026,0.267
15.16,0,-0.037,0.267
15.18,0,-0.099,0.267
15.2,0,-0.161,0.267
15.22,0,-0.22,0.267
15.24,0,-0.276,0.267
15.26,0,-0.326,0.267
15.28,0,-0.375,0.267
15.3,0,-0.417,0.267
15.32,0,-0.454,0.267
15.34,0,-0.482,0.267
15.36,0,-0.506,0.267
15.38,0,-0.52,0.267
15.4,0,-0.529,0.267
15.42,0,-0.531,0.267
15.44,0,-0.525,0.267
15.46,0,-0.51,0.267
15.48,0,-0.489,0.267
15.5,0,-0.461,0.267
15.52,0,-0.426,0.267
15.54,0,-0.386,0.267
15.56,0,-0.339,0.267
15.58,0,-0.288,0.267
15.6,0,-0.232,0.267
15.62,0,-0.175,0.267
15.64,0,-0.113,0.267
15.66,0,-0.051,0.267
15.68,0,0.012,0.267
15.7,0,0.077,0.267
15.72,0,0.138,0.267
15.74,0,0.197,0.267
15.76,0,0.255,0.267
15.78,0,0.309,0.267
15.8,0,0.358,0.267
15.82,0,0.403,0.267
15.84,0,0.44,0.267
15.86,0,0.473,0.267
15.88,0,0.497,0.267
15.9,0,0.517,0.267
15.92,0,0.529,0.267
15.94,0,0.532,0.267
15.96,0,0.531,0.267
15.98,0,0.52,0.267
16,0,0.501,0.267
16.02,0,0.475,0.267
16.04,0,0.443,0.267
16.06,0,0.405,0.267
16.08,0,0.361,0.267
16.1,0,0.312,0.267
16.12,0,0.26,0.267
16.14,0,0.202,0.267
16.16,0,0.141,0.267
16.18,0,0.08,0.267
16.2,0,0.017,0.267
16.22,0,-0.045,0.267
16.24,0,-0.108,0.267
16.26,0,-0.169,0.267
16.28,0,-0.227,0.267
16.3,0,-0.283,0.267
16.32,0,-0.333,0.267
16.34,0,-0.379,0.267
16.36,0,-0.421,0.267
16.38,0,-0.456,0.267
16.4,0,-0.483,0.267
16.42,0,-0.506,0.267
16.44,0,-0.52,0.267
16.46,0,-0.527,0.267
16.48,0,-0.529,0.267
16.5,0,-0.52,0.267
16.52,0,-0.506,0.267
16.54,0,-0.482,0.267
16.56,0,-0.454,0.267
16.58,0,-0.419,0.267
16.6,0,-0.377,0.267
16.62,0,-0.33,0.267
16.64,0,-0.279,0.267
16.66,0,-0.223,0.267
16.68,0,-0.164,0.267
16.7,0,-0.103,0.267
16.72,0,-0.042,0.267
16.74,0,0.021,0.267
16.76,0,0.084,0.267
16.78,0,0.145,0.267
16.8,0,0.206,0.267
16.82,0,0.262,0.267
16.84,0,0.314,0.267
16.86,0,0.363,0.267
16.88,0,0.407,0.267
16.9,0,0.443,0.267
16.92,0,0.475,0.267
16.94,0,0.499,0.267
16.96,0,0.517,0.267
16.98,0,0.527,0.267
17,0,0.529,0.267
17.02,0,0.525,0.267
17.04,0,0.515,0.267
17.06,0,0.496,0.267
17.08,0,0.468,0.267
17.1,0,0.436,0.267
17.12,0,0.396,0.267
17.14,0,0.353,0.267
17.16,0,0.304,0.267
17.18,0,0.25,0.267
17.2,0,0.192,0.267
17.22,0,0.133,0.267
17.24,0,0.072,0.267
17.26,0,0.009,0.267
17.28,0,-0.054,0.267
17.3,0,-0.115,0.267
17.32,0,-0.175,0.267
17.34,0,-0.234,0.267
17.36,0,-0.288,0.267
17.38,0,-0.339,0.267
17.4,0,-0.382,0.267
17.42,0,-0.424,0.267
17.44,0,-0.457,0.267
17.46,0,-0.483,0.267
17.48,0,-0.504,0.267
17.5,0,-0.518,0.267
17.52,0,-0.525,0.267
17.54,0,-0.525,0.267
17.56,0,-0.515,0.267
17.58,0,-0.499,0.267
17.6,0,-0.476,0.267
17.62,0,-0.447,0.267
17.64,0,-0.41,0.267
17.66,0,-0.368,0.267
17.68,0,-0.321,0.267
17.7,0,-0.269,0.267
17.72,0,-0.213,0.267
17.74,0,-0.155,0.267
17.76,0,-0.094,0.267
17.78,0,-0.033,0.267
17.8,0,0.03,0.267
17.82,0,0.093,0.267
17.84,0,0.154,0.267
17.86,0,0.213,0.267
17.88,0,0.269,0.267
17.9,0,0.319,0.267
17.92,0,0.367,0.267
17.94,0,0.41,0.267
17.96,0,0.445,0.267
17.98,0,0.475,0.267
18,0,0.499,0.267
18.02,0,0.515,0.267
18.04,0,0.524,0.267
18.06,0,0.525,0.267
18.08,0,0.522,0.267
18.1,0,0.508,0.267
18.12,0,0.489,0.267
18.14,0,0.463,0.267
18.16,0,0.429,0.267
18.18,0,0.389,0.267
18.2,0,0.344,0.267
18.22,0,0.295,0.267
18.24,0,0.241,0.267
18.26,0,0.183,0.267
18.28,0,0.124,0.267
18.3,0,0.061,0.267
18.32,0,0,0.267
18.34,0,-0.063,0.267
18.36,0,-0.124,0.267
18.38,0,-0.183,0.267
18.4,0,-0.239,0.267
18.42,0,-0.293,0.267
18.44,0,-0.342,0.267
18.46,0,-0.387,0.267
18.48,0,-0.426,0.267
18.5,0,-0.459,0.267
18.52,0,-0.485,0.267
18.54,0,-0.504,0.267
18.56,0,-0.517,0.267
18.58,0,-0.522,0.267
18.6,0,-0.52,0.267
18.62,0,-0.51,0.267
18.64,0,-0.494,0.267
18.66,0,-0.469,0.267
18.68,0,-0.438,0.267
18.7,0,-0.401,0.267
18.72,0,-0.36,0.267
18.74,0,-0.312,0.267
18.76,0,-0.26,0.267
