Tiempo ,CORRIENTE,VELOCIDAD,ENTRADA
4.18,0.238,3.677,3.0
4.185,0.247,3.668,3.0
4.19,0.25,3.693,3.0
4.195,0.228,3.79,3.0
4.2,0.227,3.793,3.0
4.205,0.25,3.753,3.0
4.21,0.24,3.83,3.0
4.215,0.213,3.868,3.0
4.22,0.241,3.858,3.0
4.225,0.233,3.89,3.0
4.23,0.206,3.95,3.0
4.235,0.218,3.938,3.0
4.24,0.235,3.928,3.0
4.245,0.228,3.997,3.0
4.25,0.191,4.015,3.0
4.255,0.203,3.995,3.0
4.26,0.213,4.017,3.0
4.265,0.199,4.125,3.0
4.27,0.191,4.122,3.0
4.275,0.206,4.062,3.0
4.28,0.206,4.07,3.0
4.285,0.196,4.18,3.0
4.29,0.186,4.18,3.0
4.295,0.193,4.12,3.0
4.3,0.199,4.153,3.0
4.305,0.203,4.235,3.0
4.31,0.168,4.198,3.0
4.315,0.183,4.21,3.0
4.32,0.209,4.188,3.0
4.325,0.199,4.22,3.0
4.33,0.176,4.28,3.0
4.335,0.177,4.243,3.0
4.34,0.199,4.26,3.0
4.345,0.192,4.235,3.0
4.35,0.181,4.332,3.0
4.355,0.163,4.315,3.0
4.36,0.172,4.3,3.0
4.365,0.205,4.267,3.0
4.37,0.189,4.322,3.0
4.375,0.169,4.332,3.0
4.38,0.166,4.378,3.0
4.385,0.171,4.298,3.0
4.39,0.197,4.33,3.0
4.395,0.184,4.347,3.0
4.4,0.165,4.392,3.0
4.405,0.164,4.385,3.0
4.41,0.172,4.342,3.0
4.415,0.188,4.375,3.0
4.42,0.181,4.378,3.0
4.425,0.161,4.42,3.0
4.43,0.161,4.42,3.0
4.435,0.169,4.367,3.0
4.44,0.191,4.39,3.0
4.445,0.179,4.398,3.0
4.45,0.161,4.428,3.0
4.455,0.159,4.46,3.0
4.46,0.162,4.39,3.0
4.465,0.196,4.395,3.0
4.47,0.181,4.445,3.0
4.475,0.159,4.445,3.0
4.48,0.15,4.47,3.0
4.485,0.162,4.445,3.0
4.49,0.184,4.4,3.0
4.495,0.178,4.423,3.0
4.5,0.181,4.51,3.0
4.505,0.144,4.463,3.0
4.51,0.162,4.443,3.0
4.515,0.175,4.463,3.0
4.52,0.171,4.44,3.0
4.525,0.181,4.46,3.0
4.53,0.159,4.503,3.0
4.535,0.153,4.52,3.0
4.54,0.156,4.443,3.0
4.545,0.184,4.418,3.0
4.55,0.182,4.477,3.0
4.555,0.164,4.52,3.0
4.56,0.139,4.487,3.0
4.565,0.162,4.465,3.0
4.57,0.173,4.48,3.0
4.575,0.172,4.457,3.0
4.58,0.171,4.493,3.0
4.585,0.154,4.512,3.0
4.59,0.15,4.548,3.0
4.595,0.154,4.487,3.0
4.6,0.176,4.448,3.0
4.605,0.171,4.472,3.0
4.61,0.18,4.557,3.0
4.615,0.142,4.523,3.0
4.62,0.153,4.503,3.0
4.625,0.161,4.48,3.0
4.63,0.182,4.495,3.0
4.635,0.171,4.515,3.0
4.64,0.153,4.532,3.0
4.645,0.136,4.525,3.0
4.65,0.161,4.507,3.0
4.655,0.173,4.503,3.0
4.66,0.167,4.477,3.0
4.665,0.176,4.515,3.0
4.67,0.152,4.532,3.0
4.675,0.148,4.57,3.0
4.68,0.154,4.517,3.0
4.685,0.175,4.472,3.0
4.69,0.168,4.477,3.0
4.695,0.181,4.575,3.0
4.7,0.149,4.562,3.0
4.705,0.152,4.548,3.0
4.71,0.154,4.485,3.0
4.715,0.183,4.475,3.0
4.72,0.177,4.515,3.0
4.725,0.167,4.58,3.0
4.73,0.137,4.538,3.0
4.735,0.154,4.505,3.0
4.74,0.163,4.507,3.0
4.745,0.184,4.517,3.0
4.75,0.174,4.535,3.0
4.755,0.153,4.548,3.0
4.76,0.136,4.543,3.0
4.765,0.159,4.53,3.0
4.77,0.172,4.523,3.0
4.775,0.168,4.51,3.0
4.78,0.169,4.523,3.0
4.785,0.152,4.543,3.0
4.79,0.14,4.568,3.0
4.795,0.159,4.543,3.0
4.8,0.171,4.515,3.0
4.805,0.164,4.483,3.0
4.81,0.171,4.543,3.0
4.815,0.153,4.562,3.0
4.82,0.144,4.58,3.0
4.825,0.153,4.53,3.0
4.83,0.173,4.495,3.0
4.835,0.167,4.487,3.0
4.84,0.177,4.573,3.0
4.845,0.151,4.585,3.0
4.85,0.147,4.588,3.0
4.855,0.149,4.507,3.0
4.86,0.177,4.483,3.0
4.865,0.169,4.52,3.0
4.87,0.171,4.595,3.0
4.875,0.141,4.58,3.0
4.88,0.148,4.56,3.0
4.885,0.152,4.505,3.0
4.89,0.182,4.5,3.0
4.895,0.174,4.54,3.0
4.9,0.173,4.593,3.0
4.905,0.139,4.568,3.0
4.91,0.15,4.55,3.0
4.915,0.154,4.51,3.0
4.92,0.182,4.515,3.0
4.925,0.175,4.552,3.0
4.93,0.161,4.597,3.0
4.935,0.132,4.552,3.0
4.94,0.152,4.532,3.0
4.945,0.161,4.523,3.0
4.95,0.188,4.53,3.0
4.955,0.176,4.552,3.0
4.96,0.159,4.59,3.0
4.965,0.133,4.557,3.0
4.97,0.154,4.54,3.0
4.975,0.161,4.538,3.0
4.98,0.176,4.535,3.0
4.985,0.173,4.548,3.0
4.99,0.15,4.575,3.0
4.995,0.132,4.557,3.0
5.0,0.157,4.54,3.0
5.005,0.167,4.545,3.0
5.01,0.178,4.54,3.0
5.015,0.168,4.557,3.0
5.02,0.15,4.562,3.0
5.025,0.133,4.573,3.0
5.03,0.157,4.548,3.0
5.035,0.169,4.55,3.0
5.04,0.169,4.538,3.0
5.045,0.17,4.545,3.0
5.05,0.149,4.56,3.0
5.055,0.135,4.575,3.0
5.06,0.159,4.555,3.0
5.065,0.17,4.552,3.0
5.07,0.167,4.525,3.0
5.075,0.169,4.552,3.0
5.08,0.147,4.562,3.0
5.085,0.137,4.588,3.0
5.09,0.156,4.56,3.0
5.095,0.17,4.555,3.0
5.1,0.165,4.52,3.0
5.105,0.164,4.548,3.0
5.11,0.148,4.575,3.0
5.115,0.138,4.588,3.0
5.12,0.158,4.562,3.0
5.125,0.171,4.552,3.0
5.13,0.162,4.52,3.0
5.135,0.17,4.552,3.0
5.14,0.149,4.577,3.0
5.145,0.141,4.6,3.0
5.15,0.156,4.552,3.0
5.155,0.17,4.538,3.0
5.16,0.161,4.52,3.0
5.165,0.171,4.562,3.0
5.17,0.15,4.577,3.0
5.175,0.142,4.61,3.0
5.18,0.157,4.56,3.0
5.185,0.171,4.528,3.0
5.19,0.163,4.512,3.0
5.195,0.17,4.562,3.0
5.2,0.151,4.577,3.0
5.205,0.147,4.605,3.0
5.21,0.153,4.555,3.0
5.215,0.173,4.523,3.0
5.22,0.163,4.51,3.0
5.225,0.175,4.573,3.0
5.23,0.154,4.588,3.0
5.235,0.147,4.613,3.0
5.24,0.154,4.552,3.0
5.245,0.173,4.505,3.0
5.25,0.167,4.512,3.0
5.255,0.172,4.59,3.0
5.26,0.149,4.595,3.0
5.265,0.147,4.602,3.0
5.27,0.149,4.54,3.0
5.275,0.171,4.517,3.0
5.28,0.166,4.517,3.0
5.285,0.174,4.6,3.0
5.29,0.152,4.608,3.0
5.295,0.149,4.6,3.0
5.3,0.15,4.54,3.0
5.305,0.175,4.505,3.0
5.31,0.164,4.525,3.0
5.315,0.174,4.597,3.0
5.32,0.147,4.6,3.0
5.325,0.147,4.608,3.0
5.33,0.149,4.545,3.0
5.335,0.172,4.515,3.0
5.34,0.167,4.538,3.0
5.345,0.169,4.608,3.0
5.35,0.148,4.608,3.0
5.355,0.147,4.61,3.0
5.36,0.147,4.54,3.0
5.365,0.176,4.497,3.0
5.37,0.164,4.532,3.0
5.375,0.172,4.61,3.0
5.38,0.147,4.597,3.0
5.385,0.148,4.602,3.0
5.39,0.148,4.543,3.0
5.395,0.172,4.512,3.0
5.4,0.167,4.535,3.0
5.405,0.169,4.615,3.0
5.41,0.147,4.608,3.0
5.415,0.148,4.608,3.0
5.42,0.146,4.545,3.0
5.425,0.176,4.505,3.0
5.43,0.164,4.53,3.0
5.435,0.173,4.615,3.0
5.44,0.146,4.608,3.0
5.445,0.147,4.605,3.0
5.45,0.148,4.54,3.0
5.455,0.172,4.517,3.0
5.46,0.168,4.543,3.0
5.465,0.17,4.613,3.0
5.47,0.147,4.61,3.0
5.475,0.148,4.61,3.0
5.48,0.148,4.538,3.0
5.485,0.178,4.505,3.0
5.49,0.164,4.538,3.0
5.495,0.17,4.613,3.0
5.5,0.147,4.61,3.0
5.505,0.149,4.615,3.0
5.51,0.148,4.54,3.0
5.515,0.172,4.517,3.0
5.52,0.167,4.545,3.0
5.525,0.172,4.613,3.0
5.53,0.147,4.605,3.0
5.535,0.149,4.608,3.0
5.54,0.147,4.54,3.0
5.545,0.177,4.5,3.0
5.55,0.165,4.538,3.0
5.555,0.174,4.622,3.0
5.56,0.148,4.605,3.0
5.565,0.148,4.608,3.0
5.57,0.149,4.545,3.0
5.575,0.174,4.517,3.0
5.58,0.17,4.543,3.0
5.585,0.169,4.617,3.0
5.59,0.147,4.613,3.0
5.595,0.15,4.602,3.0
5.6,0.148,4.54,3.0
5.605,0.179,4.507,3.0
5.61,0.164,4.543,3.0
5.615,0.173,4.617,3.0
5.62,0.146,4.613,3.0
5.625,0.149,4.605,3.0
5.63,0.149,4.543,3.0
5.635,0.172,4.52,3.0
5.64,0.169,4.545,3.0
5.645,0.169,4.613,3.0
5.65,0.148,4.61,3.0
5.655,0.15,4.608,3.0
5.66,0.148,4.538,3.0
5.665,0.178,4.505,3.0
5.67,0.166,4.548,3.0
5.675,0.174,4.62,3.0
5.68,0.146,4.605,3.0
5.685,0.148,4.613,3.0
5.69,0.149,4.543,3.0
5.695,0.175,4.512,3.0
5.7,0.169,4.548,3.0
5.705,0.17,4.615,3.0
5.71,0.148,4.61,3.0
5.715,0.152,4.605,3.0
5.72,0.147,4.543,3.0
5.725,0.177,4.507,3.0
5.73,0.165,4.545,3.0
5.735,0.173,4.628,3.0
5.74,0.146,4.613,3.0
5.745,0.154,4.605,3.0
5.75,0.154,4.543,3.0
5.755,0.175,4.515,3.0
5.76,0.171,4.54,3.0
5.765,0.174,4.62,3.0
5.77,0.147,4.602,3.0
5.775,0.153,4.597,3.0
5.78,0.155,4.53,3.0
5.785,0.177,4.51,3.0
5.79,0.172,4.543,3.0
5.795,0.169,4.617,3.0
5.8,0.153,4.605,3.0
5.805,0.152,4.59,3.0
5.81,0.149,4.525,3.0
5.815,0.177,4.515,3.0
5.82,0.167,4.555,3.0
5.825,0.174,4.622,3.0
5.83,0.144,4.605,3.0
5.835,0.151,4.595,3.0
5.84,0.148,4.53,3.0
5.845,0.177,4.52,3.0
5.85,0.169,4.56,3.0
5.855,0.169,4.628,3.0
5.86,0.142,4.6,3.0
5.865,0.153,4.585,3.0
5.87,0.152,4.53,3.0
5.875,0.179,4.517,3.0
5.88,0.175,4.562,3.0
5.885,0.184,4.63,3.0
5.89,0.154,4.6,3.0
5.895,0.159,4.577,3.0
5.9,0.155,4.53,3.0
5.905,0.18,4.523,3.0
5.91,0.172,4.56,3.0
5.915,0.167,4.622,3.0
5.92,0.139,4.595,3.0
5.925,0.153,4.562,3.0
5.93,0.153,4.532,3.0
5.935,0.182,4.532,3.0
5.94,0.171,4.57,3.0
5.945,0.178,4.617,3.0
5.95,0.14,4.59,3.0
5.955,0.156,4.57,3.0
5.96,0.159,4.53,3.0
5.965,0.182,4.532,3.0
5.97,0.174,4.57,3.0
5.975,0.17,4.613,3.0
5.98,0.14,4.577,3.0
5.985,0.159,4.552,3.0
5.99,0.161,4.528,3.0
5.995,0.183,4.53,3.0
6.0,0.177,4.573,3.0
6.005,0.17,4.602,3.0
6.01,0.147,4.577,3.0
6.015,0.157,4.555,3.0
6.02,0.165,4.538,3.0
6.025,0.182,4.538,3.0
6.03,0.179,4.57,3.0
6.035,0.162,4.597,3.0
6.04,0.146,4.56,3.0
6.045,0.164,4.538,3.0
6.05,0.167,4.555,3.0
6.055,0.182,4.543,3.0
6.06,0.182,4.552,3.0
6.065,0.162,4.577,3.0
6.07,0.148,4.57,3.0
6.075,0.167,4.545,3.0
6.08,0.17,4.555,3.0
6.085,0.171,4.543,3.0
6.09,0.178,4.545,3.0
6.095,0.159,4.568,3.0
6.1,0.149,4.577,3.0
6.105,0.169,4.56,3.0
6.11,0.174,4.55,3.0
6.115,0.17,4.523,3.0
6.12,0.175,4.543,3.0
6.125,0.16,4.568,3.0
6.13,0.152,4.597,3.0
6.135,0.164,4.56,3.0
6.14,0.174,4.535,3.0
6.145,0.166,4.51,3.0
6.15,0.181,4.557,3.0
6.155,0.162,4.575,3.0
6.16,0.154,4.602,3.0
6.165,0.162,4.56,3.0
6.17,0.173,4.517,3.0
6.175,0.168,4.503,3.0
6.18,0.178,4.58,3.0
6.185,0.161,4.593,3.0
6.19,0.157,4.6,3.0
6.195,0.155,4.543,3.0
6.2,0.174,4.503,3.0
6.205,0.169,4.512,3.0
6.21,0.186,4.593,3.0
6.215,0.161,4.605,3.0
6.22,0.158,4.595,3.0
6.225,0.155,4.52,3.0
6.23,0.176,4.503,3.0
6.235,0.174,4.53,3.0
6.24,0.182,4.608,3.0
6.245,0.154,4.59,3.0
6.25,0.159,4.577,3.0
6.255,0.154,4.517,3.0
6.26,0.179,4.505,3.0
6.265,0.176,4.555,3.0
6.27,0.184,4.613,3.0
6.275,0.149,4.582,3.0
6.28,0.161,4.565,3.0
6.285,0.156,4.515,3.0
6.29,0.181,4.517,3.0
6.295,0.179,4.562,3.0
6.3,0.171,4.608,3.0
6.305,0.146,4.56,3.0
6.31,0.16,4.543,3.0
6.315,0.161,4.532,3.0
6.32,0.184,4.532,3.0
6.325,0.178,4.557,3.0
6.33,0.169,4.595,3.0
6.335,0.146,4.565,3.0
6.34,0.163,4.538,3.0
6.345,0.166,4.543,3.0
6.35,0.178,4.543,3.0
6.355,0.179,4.55,3.0
6.36,0.161,4.58,3.0
6.365,0.144,4.56,3.0
6.37,0.166,4.538,3.0
6.375,0.169,4.552,3.0
6.38,0.176,4.54,3.0
6.385,0.174,4.55,3.0
6.39,0.16,4.562,3.0
6.395,0.146,4.577,3.0
6.4,0.166,4.552,3.0
6.405,0.172,4.548,3.0
6.41,0.168,4.528,3.0
6.415,0.176,4.548,3.0
6.42,0.158,4.56,3.0
6.425,0.149,4.58,3.0
6.43,0.163,4.557,3.0
6.435,0.17,4.545,3.0
6.44,0.163,4.512,3.0
6.445,0.164,4.548,3.0
6.45,0.152,4.573,3.0
6.455,0.142,4.6,3.0
6.46,0.157,4.56,3.0
6.465,0.171,4.54,3.0
6.47,0.162,4.51,3.0
6.475,0.169,4.557,3.0
6.48,0.155,4.577,3.0
6.485,0.145,4.597,3.0
6.49,0.159,4.56,3.0
6.495,0.172,4.54,3.0
6.5,0.162,4.507,3.0
6.505,-0.319,4.56,0.0
6.51,-0.466,4.2,0.0
6.515,-0.419,3.79,0.0
6.52,-0.377,3.457,0.0
6.525,-0.37,3.285,0.0
6.53,-0.333,3.05,0.0
6.535,-0.322,2.923,0.0
6.54,-0.297,2.707,0.0
6.545,-0.29,2.652,0.0
6.55,-0.269,2.492,0.0
6.555,-0.269,2.4,0.0
6.56,-0.246,2.273,0.0
6.565,-0.24,2.23,0.0
6.57,-0.221,2.128,0.0
6.575,-0.216,2.015,0.0
6.58,-0.215,1.988,0.0
6.585,-0.2,1.865,0.0
6.59,-0.186,1.83,0.0
6.595,-0.191,1.762,0.0
6.6,-0.177,1.665,0.0
6.605,-0.169,1.612,0.0
6.61,-0.168,1.58,0.0
6.615,-0.163,1.51,0.0
6.62,-0.149,1.433,0.0
6.625,-0.143,1.41,0.0
6.63,-0.14,1.382,0.0
6.635,-0.137,1.32,0.0
6.64,-0.125,1.248,0.0
6.645,-0.123,1.237,0.0
6.65,-0.12,1.192,0.0
6.655,-0.119,1.173,0.0
6.66,-0.109,1.095,0.0
6.665,-0.105,1.077,0.0
6.67,-0.097,1.038,0.0
6.675,-0.097,1.0,0.0
6.68,-0.097,0.98,0.0
6.685,-0.091,0.938,0.0
6.69,-0.084,0.9,0.0
6.695,-0.083,0.875,0.0
6.7,-0.075,0.847,0.0
6.705,-0.075,0.827,0.0
6.71,-0.075,0.8,0.0
6.715,-0.071,0.775,0.0
6.72,-0.064,0.74,0.0
6.725,-0.062,0.715,0.0
6.73,-0.06,0.698,0.0
6.735,-0.058,0.68,0.0
6.74,-0.056,0.662,0.0
6.745,-0.053,0.627,0.0
6.75,-0.05,0.605,0.0
6.755,-0.05,0.597,0.0
6.76,-0.047,0.567,0.0
6.765,-0.042,0.538,0.0
6.77,-0.041,0.527,0.0
6.775,-0.039,0.52,0.0
6.78,-0.036,0.498,0.0
6.785,-0.036,0.493,0.0
6.79,-0.035,0.487,0.0
6.795,-0.035,0.475,0.0
6.8,-0.034,0.463,0.0
6.805,-0.032,0.442,0.0
6.81,-0.032,0.44,0.0
6.815,-0.028,0.41,0.0
6.82,-0.027,0.403,0.0
6.825,-0.023,0.385,0.0
6.83,-0.023,0.377,0.0
6.835,-0.02,0.358,0.0
6.84,-0.02,0.35,0.0
6.845,-0.019,0.34,0.0
6.85,-0.017,0.327,0.0
6.855,-0.015,0.322,0.0
6.86,-0.014,0.31,0.0
6.865,-0.013,0.308,0.0
6.87,-0.013,0.292,0.0
6.875,-0.011,0.278,0.0
6.88,-0.01,0.268,0.0
6.885,-0.009,0.26,0.0
6.89,-0.009,0.248,0.0
6.895,-0.008,0.24,0.0
6.9,-0.007,0.235,0.0
6.905,-0.006,0.227,0.0
6.91,-0.004,0.22,0.0
6.915,-0.004,0.21,0.0
6.92,-0.004,0.207,0.0
6.925,-0.003,0.2,0.0
6.93,-0.001,0.192,0.0
6.935,-0.001,0.185,0.0
6.94,-0.001,0.183,0.0
6.945,-0.0,0.18,0.0
6.95,0.001,0.175,0.0
6.955,0.002,0.172,0.0
6.96,0.002,0.17,0.0
6.965,0.002,0.17,0.0
6.97,0.002,0.165,0.0
6.975,0.002,0.162,0.0
6.98,0.004,0.16,0.0
6.985,0.004,0.157,0.0
6.99,0.004,0.153,0.0
6.995,0.004,0.153,0.0
7.0,0.004,0.148,0.0
7.005,0.004,0.145,0.0
7.01,0.005,0.142,0.0
7.015,0.005,0.135,0.0
7.02,0.005,0.138,0.0
7.025,0.005,0.135,0.0
7.03,0.006,0.132,0.0
7.035,0.006,0.13,0.0
7.04,0.007,0.13,0.0
7.045,0.007,0.122,0.0
7.05,0.007,0.12,0.0
7.055,0.007,0.117,0.0
7.06,0.007,0.117,0.0
7.065,0.007,0.115,0.0
7.07,0.008,0.113,0.0
7.075,0.008,0.113,0.0
7.08,0.009,0.108,0.0
7.085,0.009,0.105,0.0
7.09,0.009,0.1,0.0
7.095,0.009,0.1,0.0
7.1,0.009,0.098,0.0
7.105,0.009,0.093,0.0
7.11,0.009,0.087,0.0
7.115,0.01,0.09,0.0
7.12,0.01,0.085,0.0
7.125,0.01,0.082,0.0
7.13,0.01,0.08,0.0
7.135,0.012,0.08,0.0
7.14,0.012,0.075,0.0
7.145,0.012,0.072,0.0
7.15,0.013,0.068,0.0
7.155,0.013,0.065,0.0
7.16,0.013,0.062,0.0
7.165,0.014,0.06,0.0
7.17,0.013,0.06,0.0
7.175,0.014,0.06,0.0
7.18,0.014,0.06,0.0
7.185,0.014,0.06,0.0
7.19,0.013,0.06,0.0
7.195,0.014,0.06,0.0
7.2,0.014,0.055,0.0
7.205,0.014,0.055,0.0
7.21,0.014,0.058,0.0
7.215,0.014,0.052,0.0
7.22,0.013,0.052,0.0
7.225,0.016,0.052,0.0
7.23,0.015,0.05,0.0
7.235,0.015,0.04,0.0
7.24,0.016,0.035,0.0
7.245,0.017,0.035,0.0
7.25,0.016,0.035,0.0
7.255,0.016,0.032,0.0
7.26,0.017,0.03,0.0
7.265,0.018,0.027,0.0
7.27,0.018,0.025,0.0
7.275,0.019,0.02,0.0
7.28,0.019,0.02,0.0
7.285,0.019,0.02,0.0
7.29,0.019,0.02,0.0
7.295,0.019,0.018,0.0
7.3,0.02,0.018,0.0
7.305,0.019,0.02,0.0
7.31,0.019,0.02,0.0
7.315,0.019,0.018,0.0
7.32,0.019,0.02,0.0
7.325,0.019,0.022,0.0
7.33,0.019,0.02,0.0
7.335,0.019,0.02,0.0
7.34,0.019,0.02,0.0
7.345,0.019,0.018,0.0
7.35,0.02,0.02,0.0
7.355,0.019,0.018,0.0
7.36,0.02,0.022,0.0
7.365,0.019,0.02,0.0
7.37,0.02,0.022,0.0
7.375,0.019,0.02,0.0
7.38,0.019,0.022,0.0
7.385,0.018,0.02,0.0
7.39,0.019,0.02,0.0
7.395,0.019,0.018,0.0
7.4,0.02,0.022,0.0
7.405,0.019,0.02,0.0
7.41,0.02,0.02,0.0
7.415,0.019,0.02,0.0
7.42,0.019,0.022,0.0
7.425,0.019,0.02,0.0
7.43,0.019,0.02,0.0
7.435,0.019,0.02,0.0
7.44,0.019,0.02,0.0
7.445,0.019,0.02,0.0
7.45,0.019,0.02,0.0
7.455,0.019,0.02,0.0
7.46,0.02,0.022,0.0
7.465,0.02,0.02,0.0
7.47,0.02,0.02,0.0
7.475,0.019,0.022,0.0
7.48,0.02,0.022,0.0
7.485,0.02,0.022,0.0
7.49,0.019,0.022,0.0
7.495,0.02,0.022,0.0
7.5,0.019,0.02,0.0
7.505,0.02,0.02,0.0
7.51,0.468,0.027,3.0
7.515,0.591,0.417,3.0
7.52,0.551,0.77,3.0
7.525,0.531,1.085,3.0
7.53,0.503,1.34,3.0
7.535,0.481,1.567,3.0
7.54,0.461,1.712,3.0
7.545,0.444,1.85,3.0
7.55,0.426,2.015,3.0
7.555,0.414,2.09,3.0
7.56,0.403,2.243,3.0
7.565,0.403,2.332,3.0
7.57,0.384,2.425,3.0
7.575,0.366,2.545,3.0
7.58,0.373,2.567,3.0
7.585,0.354,2.688,3.0
7.59,0.357,2.747,3.0
7.595,0.336,2.825,3.0
7.6,0.34,2.87,3.0
7.605,0.317,2.988,3.0
7.61,0.319,2.988,3.0
7.615,0.324,3.055,3.0
7.62,0.309,3.117,3.0
7.625,0.312,3.135,3.0
7.63,0.28,3.235,3.0
7.635,0.306,3.27,3.0
7.64,0.276,3.372,3.0
7.645,0.285,3.36,3.0
7.65,0.283,3.383,3.0
7.655,0.25,3.495,3.0
7.66,0.275,3.463,3.0
7.665,0.27,3.55,3.0
7.67,0.248,3.58,3.0
7.675,0.268,3.613,3.0
7.68,0.264,3.638,3.0
7.685,0.241,3.697,3.0
7.69,0.257,3.715,3.0
7.695,0.248,3.74,3.0
7.7,0.222,3.775,3.0
7.705,0.241,3.767,3.0
7.71,0.246,3.81,3.0
7.715,0.221,3.887,3.0
7.72,0.226,3.882,3.0
7.725,0.234,3.885,3.0
7.73,0.229,3.972,3.0
7.735,0.214,3.997,3.0
7.74,0.233,3.965,3.0
7.745,0.227,3.985,3.0
7.75,0.209,4.033,3.0
7.755,0.209,4.02,3.0
7.76,0.224,4.008,3.0
7.765,0.218,4.07,3.0
7.77,0.191,4.12,3.0
7.775,0.21,4.088,3.0
7.78,0.225,4.053,3.0
7.785,0.209,4.125,3.0
7.79,0.191,4.177,3.0
7.795,0.2,4.148,3.0
7.8,0.21,4.133,3.0
7.805,0.207,4.195,3.0
7.81,0.19,4.215,3.0
7.815,0.189,4.222,3.0
7.82,0.203,4.225,3.0
7.825,0.199,4.193,3.0
7.83,0.191,4.298,3.0
7.835,0.176,4.28,3.0
7.84,0.181,4.238,3.0
7.845,0.211,4.253,3.0
7.85,0.193,4.275,3.0
7.855,0.181,4.327,3.0
7.86,0.178,4.305,3.0
7.865,0.197,4.315,3.0
7.87,0.188,4.283,3.0
7.875,0.2,4.375,3.0
7.88,0.16,4.35,3.0
7.885,0.181,4.338,3.0
7.89,0.196,4.332,3.0
7.895,0.191,4.335,3.0
7.9,0.181,4.415,3.0
7.905,0.161,4.378,3.0
7.91,0.177,4.383,3.0
7.915,0.193,4.347,3.0
7.92,0.19,4.372,3.0
7.925,0.179,4.435,3.0
7.93,0.155,4.41,3.0
7.935,0.176,4.408,3.0
7.94,0.188,4.367,3.0
7.945,0.186,4.385,3.0
7.95,0.184,4.47,3.0
7.955,0.153,4.423,3.0
7.96,0.174,4.423,3.0
7.965,0.184,4.428,3.0
7.97,0.177,4.392,3.0
7.975,0.189,4.48,3.0
7.98,0.158,4.48,3.0
7.985,0.162,4.443,3.0
7.99,0.173,4.43,3.0
7.995,0.183,4.443,3.0
8.0,0.181,4.448,3.0
8.005,0.165,4.472,3.0
8.01,0.16,4.515,3.0
8.015,0.16,4.443,3.0
8.02,0.187,4.418,3.0
8.025,0.182,4.472,3.0
8.03,0.167,4.523,3.0
8.035,0.144,4.477,3.0
8.04,0.168,4.47,3.0
8.045,0.178,4.483,3.0
8.05,0.17,4.445,3.0
8.055,0.183,4.493,3.0
8.06,0.165,4.523,3.0
8.065,0.162,4.53,3.0
8.07,0.164,4.46,3.0
8.075,0.193,4.448,3.0
8.08,0.19,4.507,3.0
8.085,0.172,4.545,3.0
8.09,0.148,4.5,3.0
8.095,0.169,4.487,3.0
8.1,0.18,4.5,3.0
8.105,0.182,4.463,3.0
8.11,0.182,4.493,3.0
8.115,0.166,4.525,3.0
8.12,0.161,4.548,3.0
8.125,0.164,4.477,3.0
8.13,0.188,4.44,3.0
8.135,0.187,4.49,3.0
8.14,0.186,4.562,3.0
8.145,0.15,4.528,3.0
8.15,0.163,4.493,3.0
8.155,0.175,4.49,3.0
8.16,0.192,4.495,3.0
8.165,0.184,4.505,3.0
8.17,0.164,4.515,3.0
8.175,0.156,4.545,3.0
8.18,0.169,4.523,3.0
8.185,0.183,4.493,3.0
8.19,0.179,4.467,3.0
8.195,0.188,4.538,3.0
8.2,0.164,4.555,3.0
8.205,0.162,4.545,3.0
8.21,0.162,4.477,3.0
8.215,0.189,4.48,3.0
8.22,0.188,4.517,3.0
8.225,0.176,4.568,3.0
8.23,0.146,4.52,3.0
8.235,0.166,4.495,3.0
8.24,0.182,4.51,3.0
8.245,0.191,4.505,3.0
8.25,0.188,4.512,3.0
8.255,0.164,4.53,3.0
8.26,0.153,4.562,3.0
8.265,0.169,4.523,3.0
8.27,0.181,4.487,3.0
8.275,0.177,4.475,3.0
8.28,0.186,4.548,3.0
8.285,0.168,4.56,3.0
8.29,0.163,4.562,3.0
8.295,0.162,4.497,3.0
8.3,0.19,4.467,3.0
8.305,0.184,4.523,3.0
8.31,0.181,4.588,3.0
8.315,0.147,4.543,3.0
8.32,0.162,4.507,3.0
8.325,0.172,4.515,3.0
8.33,0.19,4.515,3.0
8.335,0.182,4.528,3.0
8.34,0.164,4.54,3.0
8.345,0.15,4.552,3.0
8.35,0.171,4.53,3.0
8.355,0.183,4.525,3.0
8.36,0.172,4.497,3.0
8.365,0.183,4.525,3.0
8.37,0.166,4.552,3.0
8.375,0.157,4.582,3.0
8.38,0.164,4.528,3.0
8.385,0.18,4.475,3.0
8.39,0.176,4.493,3.0
8.395,0.185,4.577,3.0
8.4,0.159,4.57,3.0
8.405,0.163,4.552,3.0
8.41,0.161,4.503,3.0
8.415,0.189,4.487,3.0
8.42,0.186,4.538,3.0
8.425,0.178,4.585,3.0
8.43,0.149,4.55,3.0
8.435,0.165,4.517,3.0
8.44,0.171,4.52,3.0
8.445,0.186,4.523,3.0
8.45,0.18,4.538,3.0
8.455,0.163,4.555,3.0
8.46,0.15,4.557,3.0
8.465,0.168,4.535,3.0
8.47,0.179,4.532,3.0
8.475,0.174,4.507,3.0
8.48,0.18,4.532,3.0
8.485,0.163,4.552,3.0
8.49,0.156,4.585,3.0
8.495,0.164,4.538,3.0
8.5,0.181,4.505,3.0
8.505,-0.312,4.485,0.0
8.51,-0.447,4.19,0.0
