Tiempo ,CORRIENTE,VELOCIDAD,ENTRADA
4.22,0.22,3.832,3.0
4.225,0.179,3.868,3.0
4.23,0.199,3.855,3.0
4.235,0.218,3.878,3.0
4.24,0.185,3.95,3.0
4.245,0.178,3.963,3.0
4.25,0.21,3.96,3.0
4.255,0.202,4.003,3.0
4.26,0.166,4.047,3.0
4.265,0.184,4.035,3.0
4.27,0.209,4.01,3.0
4.275,0.198,4.06,3.0
4.28,0.154,4.108,3.0
4.285,0.168,4.115,3.0
4.29,0.208,4.082,3.0
4.295,0.188,4.122,3.0
4.3,0.149,4.185,3.0
4.305,0.169,4.153,3.0
4.31,0.19,4.12,3.0
4.315,0.189,4.2,3.0
4.32,0.16,4.22,3.0
4.325,0.148,4.233,3.0
4.33,0.183,4.227,3.0
4.335,0.181,4.198,3.0
4.34,0.175,4.302,3.0
4.345,0.138,4.265,3.0
4.35,0.153,4.28,3.0
4.355,0.19,4.23,3.0
4.36,0.181,4.302,3.0
4.365,0.149,4.31,3.0
4.37,0.142,4.352,3.0
4.375,0.154,4.275,3.0
4.38,0.189,4.32,3.0
4.385,0.17,4.325,3.0
4.39,0.146,4.37,3.0
4.395,0.138,4.363,3.0
4.4,0.159,4.338,3.0
4.405,0.177,4.347,3.0
4.41,0.169,4.37,3.0
4.415,0.141,4.412,3.0
4.42,0.133,4.398,3.0
4.425,0.152,4.358,3.0
4.43,0.179,4.378,3.0
4.435,0.164,4.39,3.0
4.44,0.141,4.425,3.0
4.445,0.13,4.45,3.0
4.45,0.14,4.387,3.0
4.455,0.181,4.392,3.0
4.46,0.169,4.432,3.0
4.465,0.138,4.45,3.0
4.47,0.123,4.465,3.0
4.475,0.136,4.438,3.0
4.48,0.164,4.408,3.0
4.485,0.166,4.42,3.0
4.49,0.164,4.5,3.0
4.495,0.121,4.477,3.0
4.5,0.126,4.445,3.0
4.505,0.153,4.452,3.0
4.51,0.166,4.457,3.0
4.515,0.158,4.467,3.0
4.52,0.133,4.487,3.0
4.525,0.118,4.517,3.0
4.53,0.134,4.475,3.0
4.535,0.158,4.43,3.0
4.54,0.164,4.452,3.0
4.545,0.159,4.543,3.0
4.55,0.12,4.523,3.0
4.555,0.122,4.487,3.0
4.56,0.138,4.465,3.0
4.565,0.174,4.483,3.0
4.57,0.162,4.507,3.0
4.575,0.138,4.53,3.0
4.58,0.111,4.515,3.0
4.585,0.129,4.503,3.0
4.59,0.155,4.51,3.0
4.595,0.16,4.493,3.0
4.6,0.153,4.507,3.0
4.605,0.13,4.525,3.0
4.61,0.115,4.557,3.0
4.615,0.133,4.525,3.0
4.62,0.153,4.49,3.0
4.625,0.156,4.477,3.0
4.63,0.154,4.545,3.0
4.635,0.131,4.56,3.0
4.64,0.117,4.57,3.0
4.645,0.124,4.515,3.0
4.65,0.156,4.485,3.0
4.655,0.157,4.495,3.0
4.66,0.156,4.577,3.0
4.665,0.126,4.58,3.0
4.67,0.116,4.575,3.0
4.675,0.127,4.51,3.0
4.68,0.157,4.483,3.0
4.685,0.16,4.523,3.0
4.69,0.154,4.595,3.0
4.695,0.121,4.58,3.0
4.7,0.119,4.573,3.0
4.705,0.125,4.51,3.0
4.71,0.162,4.497,3.0
4.715,0.16,4.538,3.0
4.72,0.154,4.6,3.0
4.725,0.121,4.588,3.0
4.73,0.116,4.577,3.0
4.735,0.127,4.517,3.0
4.74,0.159,4.497,3.0
4.745,0.159,4.548,3.0
4.75,0.153,4.61,3.0
4.755,0.119,4.582,3.0
4.76,0.118,4.58,3.0
4.765,0.126,4.523,3.0
4.77,0.161,4.505,3.0
4.775,0.159,4.548,3.0
4.78,0.155,4.615,3.0
4.785,0.124,4.597,3.0
4.79,0.117,4.588,3.0
4.795,0.126,4.532,3.0
4.8,0.155,4.503,3.0
4.805,0.157,4.535,3.0
4.81,0.155,4.615,3.0
4.815,0.124,4.608,3.0
4.82,0.118,4.597,3.0
4.825,0.126,4.54,3.0
4.83,0.157,4.523,3.0
4.835,0.157,4.532,3.0
4.84,0.154,4.602,3.0
4.845,0.132,4.608,3.0
4.85,0.117,4.613,3.0
4.855,0.128,4.55,3.0
4.86,0.154,4.515,3.0
4.865,0.153,4.525,3.0
4.87,0.152,4.588,3.0
4.875,0.129,4.597,3.0
4.88,0.116,4.617,3.0
4.885,0.126,4.565,3.0
4.89,0.153,4.55,3.0
4.895,0.149,4.535,3.0
4.9,0.147,4.575,3.0
4.905,0.13,4.593,3.0
4.91,0.114,4.617,3.0
4.915,0.13,4.58,3.0
4.92,0.148,4.557,3.0
4.925,0.154,4.54,3.0
4.93,0.148,4.57,3.0
4.935,0.128,4.582,3.0
4.94,0.111,4.605,3.0
4.945,0.128,4.582,3.0
4.95,0.149,4.577,3.0
4.955,0.154,4.557,3.0
4.96,0.147,4.575,3.0
4.965,0.129,4.595,3.0
4.97,0.106,4.58,3.0
4.975,0.127,4.562,3.0
4.98,0.142,4.57,3.0
4.985,0.166,4.557,3.0
4.99,0.155,4.588,3.0
4.995,0.135,4.613,3.0
5.0,0.11,4.585,3.0
5.005,0.12,4.57,3.0
5.01,0.135,4.557,3.0
5.015,0.161,4.555,3.0
5.02,0.158,4.585,3.0
5.025,0.147,4.635,3.0
5.03,0.113,4.602,3.0
5.035,0.119,4.582,3.0
5.04,0.128,4.543,3.0
5.045,0.16,4.535,3.0
5.05,0.156,4.565,3.0
5.055,0.154,4.633,3.0
5.06,0.125,4.622,3.0
5.065,0.118,4.615,3.0
5.07,0.126,4.555,3.0
5.075,0.153,4.523,3.0
5.08,0.152,4.545,3.0
5.085,0.15,4.61,3.0
5.09,0.127,4.615,3.0
5.095,0.116,4.633,3.0
5.1,0.125,4.577,3.0
5.105,0.152,4.56,3.0
5.11,0.148,4.548,3.0
5.115,0.146,4.585,3.0
5.12,0.128,4.6,3.0
5.125,0.11,4.625,3.0
5.13,0.13,4.582,3.0
5.135,0.149,4.573,3.0
5.14,0.156,4.56,3.0
5.145,0.148,4.577,3.0
5.15,0.127,4.59,3.0
5.155,0.109,4.595,3.0
5.16,0.125,4.58,3.0
5.165,0.145,4.577,3.0
5.17,0.16,4.575,3.0
5.175,0.153,4.597,3.0
5.18,0.134,4.62,3.0
5.185,0.109,4.59,3.0
5.19,0.12,4.57,3.0
5.195,0.132,4.56,3.0
5.2,0.164,4.555,3.0
5.205,0.157,4.593,3.0
5.21,0.147,4.645,3.0
5.215,0.117,4.615,3.0
5.22,0.119,4.602,3.0
5.225,0.125,4.56,3.0
5.23,0.154,4.528,3.0
5.235,0.151,4.565,3.0
5.24,0.151,4.637,3.0
5.245,0.123,4.63,3.0
5.25,0.117,4.628,3.0
5.255,0.125,4.575,3.0
5.26,0.154,4.555,3.0
5.265,0.15,4.543,3.0
5.27,0.146,4.597,3.0
5.275,0.128,4.615,3.0
5.28,0.113,4.633,3.0
5.285,0.131,4.593,3.0
5.29,0.148,4.582,3.0
5.295,0.15,4.56,3.0
5.3,0.146,4.577,3.0
5.305,0.124,4.6,3.0
5.31,0.109,4.605,3.0
5.315,0.128,4.58,3.0
5.32,0.145,4.585,3.0
5.325,0.156,4.577,3.0
5.33,0.149,4.593,3.0
5.335,0.133,4.622,3.0
5.34,0.109,4.6,3.0
5.345,0.121,4.575,3.0
5.35,0.132,4.56,3.0
5.355,0.161,4.555,3.0
5.36,0.155,4.593,3.0
5.365,0.149,4.64,3.0
5.37,0.122,4.622,3.0
5.375,0.119,4.613,3.0
5.38,0.126,4.557,3.0
5.385,0.153,4.525,3.0
5.39,0.152,4.562,3.0
5.395,0.149,4.628,3.0
5.4,0.127,4.628,3.0
5.405,0.118,4.642,3.0
5.41,0.125,4.588,3.0
5.415,0.152,4.562,3.0
5.42,0.147,4.548,3.0
5.425,0.144,4.593,3.0
5.43,0.127,4.602,3.0
5.435,0.112,4.625,3.0
5.44,0.133,4.6,3.0
5.445,0.147,4.593,3.0
5.45,0.156,4.575,3.0
5.455,0.147,4.59,3.0
5.46,0.13,4.608,3.0
5.465,0.112,4.593,3.0
5.47,0.128,4.577,3.0
5.475,0.142,4.575,3.0
5.48,0.163,4.573,3.0
5.485,0.154,4.595,3.0
5.49,0.141,4.64,3.0
5.495,0.113,4.605,3.0
5.5,0.125,4.59,3.0
5.505,0.131,4.555,3.0
5.51,0.163,4.543,3.0
5.515,0.154,4.577,3.0
5.52,0.153,4.642,3.0
5.525,0.131,4.63,3.0
5.53,0.125,4.62,3.0
5.535,0.13,4.568,3.0
5.54,0.154,4.535,3.0
5.545,0.149,4.543,3.0
5.55,0.152,4.613,3.0
5.555,0.134,4.622,3.0
5.56,0.122,4.635,3.0
5.565,0.131,4.582,3.0
5.57,0.156,4.573,3.0
5.575,0.15,4.548,3.0
5.58,0.147,4.575,3.0
5.585,0.135,4.595,3.0
5.59,0.117,4.617,3.0
5.595,0.138,4.585,3.0
5.6,0.151,4.58,3.0
5.605,0.156,4.57,3.0
5.61,0.15,4.582,3.0
5.615,0.134,4.602,3.0
5.62,0.117,4.593,3.0
5.625,0.132,4.575,3.0
5.63,0.147,4.568,3.0
5.635,0.164,4.565,3.0
5.64,0.155,4.588,3.0
5.645,0.145,4.62,3.0
5.65,0.118,4.59,3.0
5.655,0.129,4.573,3.0
5.66,0.136,4.548,3.0
5.665,0.169,4.548,3.0
5.67,0.157,4.593,3.0
5.675,0.153,4.633,3.0
5.68,0.127,4.608,3.0
5.685,0.128,4.597,3.0
5.69,0.132,4.548,3.0
5.695,0.161,4.515,3.0
5.7,0.155,4.555,3.0
5.705,0.157,4.633,3.0
5.71,0.136,4.617,3.0
5.715,0.13,4.62,3.0
5.72,0.131,4.56,3.0
5.725,0.16,4.532,3.0
5.73,0.153,4.538,3.0
5.735,0.154,4.6,3.0
5.74,0.141,4.608,3.0
5.745,0.128,4.622,3.0
5.75,0.139,4.573,3.0
5.755,0.16,4.543,3.0
5.76,0.154,4.53,3.0
5.765,0.153,4.575,3.0
5.77,0.14,4.593,3.0
5.775,0.123,4.615,3.0
5.78,0.137,4.582,3.0
5.785,0.158,4.573,3.0
5.79,0.153,4.545,3.0
5.795,0.149,4.562,3.0
5.8,0.137,4.585,3.0
5.805,0.119,4.597,3.0
5.81,0.14,4.568,3.0
5.815,0.152,4.57,3.0
5.82,0.163,4.568,3.0
5.825,0.154,4.575,3.0
5.83,0.137,4.59,3.0
5.835,0.118,4.585,3.0
5.84,0.134,4.562,3.0
5.845,0.147,4.56,3.0
5.85,0.166,4.562,3.0
5.855,0.156,4.58,3.0
5.86,0.144,4.61,3.0
5.865,0.119,4.58,3.0
5.87,0.132,4.568,3.0
5.875,0.138,4.543,3.0
5.88,0.167,4.545,3.0
5.885,0.16,4.585,3.0
5.89,0.153,4.63,3.0
5.895,0.127,4.605,3.0
5.9,0.13,4.588,3.0
5.905,0.139,4.538,3.0
5.91,0.163,4.512,3.0
5.915,0.16,4.56,3.0
5.92,0.161,4.63,3.0
5.925,0.133,4.61,3.0
5.93,0.129,4.605,3.0
5.935,0.131,4.548,3.0
5.94,0.161,4.53,3.0
5.945,0.153,4.535,3.0
5.95,0.154,4.613,3.0
5.955,0.14,4.61,3.0
5.96,0.129,4.615,3.0
5.965,0.135,4.562,3.0
5.97,0.155,4.53,3.0
5.975,0.154,4.523,3.0
5.98,0.154,4.582,3.0
5.985,0.137,4.595,3.0
5.99,0.125,4.62,3.0
5.995,0.135,4.575,3.0
6.0,0.157,4.562,3.0
6.005,0.152,4.535,3.0
6.01,0.149,4.565,3.0
6.015,0.135,4.588,3.0
6.02,0.121,4.597,3.0
6.025,0.14,4.568,3.0
6.03,0.152,4.573,3.0
6.035,0.159,4.55,3.0
6.04,0.154,4.565,3.0
6.045,0.134,4.588,3.0
6.05,0.119,4.588,3.0
6.055,0.134,4.562,3.0
6.06,0.149,4.562,3.0
6.065,0.161,4.565,3.0
6.07,0.154,4.577,3.0
6.075,0.139,4.602,3.0
6.08,0.117,4.58,3.0
6.085,0.133,4.56,3.0
6.09,0.14,4.545,3.0
6.095,0.169,4.545,3.0
6.1,0.157,4.585,3.0
6.105,0.149,4.628,3.0
6.11,0.125,4.6,3.0
6.115,0.129,4.58,3.0
6.12,0.134,4.532,3.0
6.125,0.162,4.512,3.0
6.13,0.155,4.562,3.0
6.135,0.156,4.628,3.0
6.14,0.132,4.605,3.0
6.145,0.131,4.605,3.0
6.15,0.129,4.545,3.0
6.155,0.16,4.52,3.0
6.16,0.152,4.538,3.0
6.165,0.154,4.613,3.0
6.17,0.139,4.61,3.0
6.175,0.128,4.615,3.0
6.18,0.135,4.565,3.0
6.185,0.154,4.528,3.0
6.19,0.15,4.523,3.0
6.195,0.153,4.575,3.0
6.2,0.137,4.595,3.0
6.205,0.126,4.62,3.0
6.21,0.136,4.575,3.0
6.215,0.157,4.57,3.0
6.22,0.148,4.54,3.0
6.225,0.148,4.562,3.0
6.23,0.135,4.582,3.0
6.235,0.119,4.595,3.0
6.24,0.141,4.562,3.0
6.245,0.151,4.57,3.0
6.25,0.162,4.55,3.0
6.255,0.154,4.562,3.0
6.26,0.137,4.59,3.0
6.265,0.118,4.585,3.0
6.27,0.133,4.562,3.0
6.275,0.146,4.555,3.0
6.28,0.162,4.557,3.0
6.285,0.154,4.575,3.0
6.29,0.142,4.61,3.0
6.295,0.117,4.58,3.0
6.3,0.131,4.562,3.0
6.305,0.138,4.528,3.0
6.31,0.169,4.538,3.0
6.315,0.16,4.575,3.0
6.32,0.155,4.625,3.0
6.325,0.13,4.597,3.0
6.33,0.13,4.59,3.0
6.335,0.133,4.528,3.0
6.34,0.162,4.505,3.0
6.345,0.157,4.548,3.0
6.35,0.16,4.62,3.0
6.355,0.134,4.602,3.0
6.36,0.131,4.605,3.0
6.365,0.132,4.543,3.0
6.37,0.161,4.517,3.0
6.375,0.155,4.523,3.0
6.38,0.155,4.597,3.0
6.385,0.141,4.6,3.0
6.39,0.129,4.613,3.0
6.395,0.137,4.56,3.0
6.4,0.156,4.525,3.0
6.405,0.161,4.515,3.0
6.41,0.154,4.57,3.0
6.415,0.136,4.582,3.0
6.42,0.126,4.61,3.0
6.425,0.138,4.57,3.0
6.43,0.158,4.56,3.0
6.435,0.154,4.525,3.0
6.44,0.151,4.557,3.0
6.445,0.137,4.58,3.0
6.45,0.12,4.593,3.0
6.455,0.142,4.56,3.0
6.46,0.154,4.562,3.0
6.465,0.161,4.543,3.0
6.47,0.154,4.552,3.0
6.475,0.134,4.575,3.0
6.48,0.119,4.58,3.0
6.485,0.137,4.557,3.0
6.49,0.152,4.557,3.0
6.495,0.163,4.557,3.0
6.5,0.157,4.568,3.0
6.505,-0.335,4.588,0.0
6.51,-0.458,4.2,0.0
6.515,-0.405,3.778,0.0
6.52,-0.375,3.512,0.0
6.525,-0.363,3.285,0.0
6.53,-0.324,3.062,0.0
6.535,-0.322,2.93,0.0
6.54,-0.296,2.773,0.0
6.545,-0.292,2.678,0.0
6.55,-0.266,2.543,0.0
6.555,-0.272,2.447,0.0
6.56,-0.247,2.31,0.0
6.565,-0.243,2.265,0.0
6.57,-0.228,2.16,0.0
6.575,-0.214,2.08,0.0
6.58,-0.222,2.01,0.0
6.585,-0.196,1.933,0.0
6.59,-0.196,1.855,0.0
6.595,-0.198,1.822,0.0
6.6,-0.176,1.735,0.0
6.605,-0.171,1.678,0.0
6.61,-0.176,1.628,0.0
6.615,-0.162,1.545,0.0
6.62,-0.152,1.497,0.0
6.625,-0.15,1.475,0.0
6.63,-0.146,1.43,0.0
6.635,-0.138,1.357,0.0
6.64,-0.131,1.305,0.0
6.645,-0.127,1.287,0.0
6.65,-0.13,1.255,0.0
6.655,-0.118,1.175,0.0
6.66,-0.113,1.158,0.0
6.665,-0.108,1.107,0.0
6.67,-0.108,1.087,0.0
6.675,-0.108,1.058,0.0
6.68,-0.096,0.99,0.0
6.685,-0.092,0.965,0.0
6.69,-0.089,0.947,0.0
6.695,-0.087,0.933,0.0
6.7,-0.088,0.897,0.0
6.705,-0.082,0.863,0.0
6.71,-0.076,0.822,0.0
6.715,-0.072,0.788,0.0
6.72,-0.068,0.768,0.0
6.725,-0.067,0.748,0.0
6.73,-0.066,0.73,0.0
6.735,-0.064,0.707,0.0
6.74,-0.062,0.688,0.0
6.745,-0.06,0.658,0.0
6.75,-0.055,0.632,0.0
6.755,-0.052,0.608,0.0
6.76,-0.049,0.595,0.0
6.765,-0.049,0.585,0.0
6.77,-0.047,0.575,0.0
6.775,-0.045,0.55,0.0
6.78,-0.045,0.545,0.0
6.785,-0.045,0.527,0.0
6.79,-0.041,0.5,0.0
6.795,-0.039,0.49,0.0
6.8,-0.036,0.47,0.0
6.805,-0.034,0.452,0.0
6.81,-0.032,0.445,0.0
6.815,-0.032,0.425,0.0
6.82,-0.029,0.42,0.0
6.825,-0.026,0.4,0.0
6.83,-0.027,0.397,0.0
6.835,-0.024,0.377,0.0
6.84,-0.023,0.362,0.0
6.845,-0.023,0.35,0.0
6.85,-0.022,0.338,0.0
6.855,-0.021,0.33,0.0
6.86,-0.019,0.31,0.0
6.865,-0.018,0.305,0.0
6.87,-0.016,0.295,0.0
6.875,-0.014,0.282,0.0
6.88,-0.014,0.275,0.0
6.885,-0.013,0.272,0.0
6.89,-0.011,0.262,0.0
6.895,-0.011,0.257,0.0
6.9,-0.01,0.252,0.0
6.905,-0.008,0.248,0.0
6.91,-0.009,0.243,0.0
6.915,-0.007,0.237,0.0
6.92,-0.007,0.227,0.0
6.925,-0.007,0.23,0.0
6.93,-0.007,0.222,0.0
6.935,-0.006,0.218,0.0
6.94,-0.006,0.213,0.0
6.945,-0.005,0.207,0.0
6.95,-0.004,0.2,0.0
6.955,-0.004,0.198,0.0
6.96,-0.004,0.195,0.0
6.965,-0.002,0.188,0.0
6.97,-0.002,0.183,0.0
6.975,-0.002,0.178,0.0
6.98,-0.002,0.172,0.0
6.985,-0.0,0.162,0.0
6.99,0.001,0.155,0.0
6.995,0.001,0.148,0.0
7.0,0.002,0.142,0.0
7.005,0.002,0.138,0.0
7.01,0.002,0.132,0.0
7.015,0.004,0.132,0.0
7.02,0.005,0.13,0.0
7.025,0.005,0.12,0.0
7.03,0.005,0.117,0.0
7.035,0.006,0.113,0.0
7.04,0.007,0.113,0.0
7.045,0.007,0.105,0.0
7.05,0.007,0.103,0.0
7.055,0.008,0.098,0.0
7.06,0.007,0.095,0.0
7.065,0.009,0.093,0.0
7.07,0.009,0.085,0.0
7.075,0.009,0.082,0.0
7.08,0.01,0.078,0.0
7.085,0.01,0.068,0.0
7.09,0.01,0.07,0.0
7.095,0.011,0.065,0.0
7.1,0.012,0.062,0.0
7.105,0.011,0.058,0.0
7.11,0.013,0.055,0.0
7.115,0.013,0.047,0.0
7.12,0.014,0.045,0.0
7.125,0.013,0.045,0.0
7.13,0.014,0.043,0.0
7.135,0.014,0.043,0.0
7.14,0.014,0.04,0.0
7.145,0.014,0.037,0.0
7.15,0.014,0.037,0.0
7.155,0.015,0.035,0.0
7.16,0.015,0.032,0.0
7.165,0.014,0.032,0.0
7.17,0.015,0.032,0.0
7.175,0.015,0.03,0.0
7.18,0.016,0.027,0.0
7.185,0.016,0.027,0.0
7.19,0.016,0.027,0.0
7.195,0.016,0.027,0.0
7.2,0.016,0.025,0.0
7.205,0.016,0.022,0.0
7.21,0.016,0.025,0.0
7.215,0.016,0.022,0.0
7.22,0.016,0.025,0.0
7.225,0.016,0.022,0.0
7.23,0.016,0.022,0.0
7.235,0.016,0.025,0.0
7.24,0.016,0.025,0.0
7.245,0.016,0.025,0.0
7.25,0.016,0.027,0.0
7.255,0.016,0.025,0.0
7.26,0.016,0.025,0.0
7.265,0.016,0.025,0.0
7.27,0.015,0.025,0.0
7.275,0.016,0.022,0.0
7.28,0.016,0.025,0.0
7.285,0.016,0.025,0.0
7.29,0.016,0.025,0.0
7.295,0.018,0.025,0.0
7.3,0.016,0.025,0.0
7.305,0.016,0.025,0.0
7.31,0.016,0.027,0.0
7.315,0.016,0.027,0.0
7.32,0.016,0.025,0.0
7.325,0.016,0.027,0.0
7.33,0.016,0.025,0.0
7.335,0.016,0.027,0.0
7.34,0.016,0.025,0.0
7.345,0.016,0.027,0.0
7.35,0.016,0.025,0.0
7.355,0.016,0.027,0.0
7.36,0.016,0.027,0.0
7.365,0.017,0.027,0.0
7.37,0.016,0.027,0.0
7.375,0.016,0.027,0.0
7.38,0.016,0.025,0.0
7.385,0.016,0.025,0.0
7.39,0.016,0.025,0.0
7.395,0.016,0.027,0.0
7.4,0.017,0.027,0.0
7.405,0.016,0.027,0.0
7.41,0.017,0.027,0.0
7.415,0.016,0.027,0.0
7.42,0.016,0.027,0.0
7.425,0.016,0.027,0.0
7.43,0.016,0.027,0.0
7.435,0.016,0.03,0.0
7.44,0.016,0.03,0.0
7.445,0.016,0.025,0.0
7.45,0.017,0.027,0.0
7.455,0.016,0.03,0.0
7.46,0.018,0.027,0.0
7.465,0.016,0.027,0.0
7.47,0.016,0.027,0.0
7.475,0.016,0.03,0.0
7.48,0.016,0.027,0.0
7.485,0.016,0.027,0.0
7.49,0.016,0.027,0.0
7.495,0.016,0.027,0.0
7.5,0.016,0.027,0.0
7.505,0.016,0.03,0.0
7.51,0.434,0.037,3.0
7.515,0.57,0.405,3.0
7.52,0.539,0.76,3.0
7.525,0.495,1.06,3.0
7.53,0.46,1.33,3.0
7.535,0.456,1.5,3.0
7.54,0.446,1.668,3.0
7.545,0.414,1.848,3.0
7.55,0.409,1.972,3.0
7.555,0.41,2.08,3.0
7.56,0.364,2.192,3.0
7.565,0.377,2.278,3.0
7.57,0.35,2.403,3.0
7.575,0.356,2.457,3.0
7.58,0.338,2.543,3.0
7.585,0.345,2.648,3.0
7.59,0.322,2.7,3.0
7.595,0.332,2.777,3.0
7.6,0.303,2.835,3.0
7.605,0.313,2.923,3.0
7.61,0.301,2.973,3.0
7.615,0.311,2.993,3.0
7.62,0.275,3.088,3.0
7.625,0.305,3.103,3.0
7.63,0.266,3.2,3.0
7.635,0.285,3.212,3.0
7.64,0.279,3.285,3.0
7.645,0.255,3.37,3.0
7.65,0.269,3.375,3.0
7.655,0.243,3.425,3.0
7.66,0.248,3.46,3.0
7.665,0.263,3.485,3.0
7.67,0.217,3.565,3.0
7.675,0.257,3.548,3.0
7.68,0.243,3.628,3.0
7.685,0.208,3.65,3.0
7.69,0.247,3.665,3.0
7.695,0.235,3.722,3.0
7.7,0.195,3.755,3.0
7.705,0.226,3.735,3.0
7.71,0.235,3.77,3.0
7.715,0.199,3.852,3.0
7.72,0.207,3.855,3.0
7.725,0.222,3.865,3.0
7.73,0.206,3.947,3.0
7.735,0.188,3.972,3.0
7.74,0.215,3.952,3.0
7.745,0.216,3.977,3.0
7.75,0.184,4.025,3.0
7.755,0.19,4.003,3.0
7.76,0.223,3.983,3.0
7.765,0.202,4.037,3.0
7.77,0.161,4.08,3.0
7.775,0.181,4.08,3.0
7.78,0.212,4.078,3.0
7.785,0.199,4.115,3.0
7.79,0.156,4.14,3.0
7.795,0.174,4.148,3.0
7.8,0.213,4.128,3.0
7.805,0.191,4.162,3.0
7.81,0.157,4.218,3.0
7.815,0.174,4.19,3.0
7.82,0.191,4.165,3.0
7.825,0.194,4.22,3.0
7.83,0.163,4.245,3.0
7.835,0.152,4.29,3.0
7.84,0.172,4.225,3.0
7.845,0.182,4.245,3.0
7.85,0.185,4.312,3.0
7.855,0.142,4.307,3.0
7.86,0.16,4.29,3.0
7.865,0.183,4.293,3.0
7.87,0.186,4.305,3.0
7.875,0.159,4.358,3.0
7.88,0.14,4.355,3.0
7.885,0.15,4.338,3.0
7.89,0.189,4.295,3.0
7.895,0.181,4.367,3.0
7.9,0.149,4.375,3.0
7.905,0.14,4.412,3.0
7.91,0.147,4.36,3.0
7.915,0.186,4.347,3.0
7.92,0.176,4.4,3.0
7.925,0.15,4.405,3.0
7.93,0.137,4.44,3.0
7.935,0.146,4.398,3.0
7.94,0.181,4.358,3.0
7.945,0.176,4.42,3.0
7.95,0.151,4.455,3.0
7.955,0.132,4.432,3.0
7.96,0.149,4.43,3.0
7.965,0.171,4.408,3.0
7.97,0.169,4.403,3.0
7.975,0.168,4.49,3.0
7.98,0.131,4.463,3.0
7.985,0.141,4.438,3.0
7.99,0.166,4.445,3.0
7.995,0.168,4.432,3.0
8.0,0.162,4.455,3.0
8.005,0.149,4.487,3.0
8.01,0.135,4.51,3.0
8.015,0.144,4.448,3.0
8.02,0.171,4.415,3.0
8.025,0.168,4.48,3.0
8.03,0.149,4.528,3.0
8.035,0.123,4.487,3.0
8.04,0.146,4.47,3.0
8.045,0.162,4.485,3.0
8.05,0.164,4.457,3.0
8.055,0.163,4.477,3.0
8.06,0.144,4.512,3.0
8.065,0.133,4.545,3.0
8.07,0.139,4.48,3.0
8.075,0.171,4.452,3.0
8.08,0.163,4.49,3.0
8.085,0.164,4.555,3.0
8.09,0.13,4.525,3.0
8.095,0.133,4.5,3.0
8.1,0.149,4.487,3.0
8.105,0.174,4.493,3.0
8.11,0.162,4.515,3.0
8.115,0.14,4.538,3.0
8.12,0.122,4.52,3.0
8.125,0.145,4.51,3.0
8.13,0.16,4.517,3.0
8.135,0.162,4.487,3.0
8.14,0.16,4.517,3.0
8.145,0.139,4.543,3.0
8.15,0.127,4.57,3.0
8.155,0.135,4.515,3.0
8.16,0.162,4.495,3.0
8.165,0.16,4.485,3.0
8.17,0.16,4.552,3.0
8.175,0.139,4.57,3.0
8.18,0.127,4.573,3.0
8.185,0.134,4.505,3.0
8.19,0.165,4.475,3.0
8.195,0.162,4.517,3.0
8.2,0.162,4.593,3.0
8.205,0.127,4.562,3.0
8.21,0.128,4.548,3.0
8.215,0.137,4.503,3.0
8.22,0.172,4.495,3.0
8.225,0.167,4.54,3.0
8.23,0.153,4.595,3.0
8.235,0.122,4.562,3.0
8.24,0.13,4.54,3.0
8.245,0.144,4.517,3.0
8.25,0.171,4.517,3.0
8.255,0.163,4.552,3.0
8.26,0.145,4.593,3.0
8.265,0.116,4.552,3.0
8.27,0.131,4.528,3.0
8.275,0.146,4.528,3.0
8.28,0.17,4.53,3.0
8.285,0.163,4.55,3.0
8.29,0.141,4.58,3.0
8.295,0.119,4.56,3.0
8.3,0.135,4.535,3.0
8.305,0.152,4.535,3.0
8.31,0.169,4.54,3.0
8.315,0.16,4.552,3.0
8.32,0.139,4.57,3.0
8.325,0.119,4.555,3.0
8.33,0.137,4.538,3.0
8.335,0.153,4.54,3.0
8.34,0.171,4.535,3.0
8.345,0.162,4.557,3.0
8.35,0.137,4.575,3.0
8.355,0.121,4.56,3.0
8.36,0.137,4.543,3.0
8.365,0.156,4.55,3.0
8.37,0.166,4.538,3.0
8.375,0.157,4.55,3.0
8.38,0.138,4.573,3.0
8.385,0.121,4.557,3.0
8.39,0.14,4.545,3.0
8.395,0.154,4.552,3.0
8.4,0.168,4.532,3.0
8.405,0.158,4.552,3.0
8.41,0.136,4.573,3.0
8.415,0.119,4.565,3.0
8.42,0.138,4.548,3.0
8.425,0.156,4.555,3.0
8.43,0.167,4.543,3.0
8.435,0.156,4.545,3.0
8.44,0.138,4.575,3.0
8.445,0.119,4.568,3.0
8.45,0.14,4.543,3.0
8.455,0.155,4.55,3.0
8.46,0.166,4.548,3.0
8.465,0.158,4.555,3.0
8.47,0.137,4.568,3.0
8.475,0.119,4.568,3.0
8.48,0.137,4.55,3.0
8.485,0.156,4.55,3.0
8.49,0.166,4.54,3.0
8.495,0.154,4.552,3.0
8.5,0.137,4.577,3.0
8.505,-0.34,4.552,0.0
8.51,-0.451,4.175,0.0
8.515,-0.403,3.783,0.0
8.52,-0.392,3.557,0.0
8.525,-0.358,3.277,0.0
8.53,-0.328,3.058,0.0
8.535,-0.323,2.95,0.0
8.54,-0.289,2.763,0.0
8.545,-0.292,2.663,0.0
