Tiempo ,CORRIENT,VELOCIDA,ENTRADA
  3.485, 0.018, 0.030, 0.000
  3.490, 0.019, 0.032, 0.000
  3.495, 0.018, 0.032, 0.000
  3.500, 0.018, 0.032, 0.000
  3.505, 0.018, 0.030, 0.000
  3.510, 0.019, 0.032, 0.000
  3.515, 0.018, 0.030, 0.000
  3.520, 0.019, 0.035, 0.000
  3.525, 0.018, 0.027, 0.000
  3.530, 0.019, 0.032, 0.000
  3.535, 0.018, 0.032, 0.000
  3.540, 0.019, 0.030, 0.000
  3.545, 0.019, 0.030, 0.000
  3.550, 0.019, 0.032, 0.000
  3.555, 0.019, 0.030, 0.000
  3.560, 0.019, 0.030, 0.000
  3.565, 0.019, 0.030, 0.000
  3.570, 0.019, 0.032, 0.000
  3.575, 0.019, 0.030, 0.000
  3.580, 0.018, 0.027, 0.000
  3.585, 0.018, 0.030, 0.000
  3.590, 0.018, 0.030, 0.000
  3.595, 0.018, 0.032, 0.000
  3.600, 0.018, 0.030, 0.000
  3.605, 0.018, 0.032, 0.000
  3.610, 0.018, 0.032, 0.000
  3.615, 0.019, 0.030, 0.000
  3.620, 0.018, 0.027, 0.000
  3.625, 0.018, 0.030, 0.000
  3.630, 0.018, 0.030, 0.000
  3.635, 0.019, 0.030, 0.000
  3.640, 0.018, 0.027, 0.000
  3.645, 0.018, 0.030, 0.000
  3.650, 0.018, 0.030, 0.000
  3.655, 0.019, 0.030, 0.000
  3.660, 0.018, 0.027, 0.000
  3.665, 0.019, 0.030, 0.000
  3.670, 0.019, 0.030, 0.000
  3.675, 0.019, 0.030, 0.000
  3.680, 0.019, 0.027, 0.000
  3.685, 0.018, 0.032, 0.000
  3.690, 0.018, 0.030, 0.000
  3.695, 0.019, 0.027, 0.000
  3.700, 0.018, 0.027, 0.000
  3.705, 0.019, 0.030, 0.000
  3.710, 0.018, 0.027, 0.000
  3.715, 0.019, 0.027, 0.000
  3.720, 0.018, 0.030, 0.000
  3.725, 0.019, 0.030, 0.000
  3.730, 0.019, 0.030, 0.000
  3.735, 0.019, 0.027, 0.000
  3.740, 0.018, 0.030, 0.000
  3.745, 0.019, 0.027, 0.000
  3.750, 0.019, 0.027, 0.000
  3.755, 0.018, 0.025, 0.000
  3.760, 0.019, 0.030, 0.000
  3.765, 0.019, 0.027, 0.000
  3.770, 0.019, 0.027, 0.000
  3.775, 0.018, 0.025, 0.000
  3.780, 0.018, 0.027, 0.000
  3.785, 0.018, 0.030, 0.000
  3.790, 0.019, 0.027, 0.000
  3.795, 0.019, 0.025, 0.000
  3.800, 0.019, 0.030, 0.000
  3.805, 0.018, 0.027, 0.000
  3.810, 0.019, 0.025, 0.000
  3.815, 0.018, 0.025, 0.000
  3.820, 0.018, 0.027, 0.000
  3.825, 0.018, 0.025, 0.000
  3.830, 0.019, 0.025, 0.000
  3.835, 0.018, 0.027, 0.000
  3.840, 0.019, 0.027, 0.000
  3.845, 0.018, 0.022, 0.000
  3.850, 0.018, 0.025, 0.000
  3.855, 0.018, 0.030, 0.000
  3.860, 0.018, 0.025, 0.000
  3.865, 0.018, 0.025, 0.000
  3.870, 0.018, 0.022, 0.000
  3.875, 0.018, 0.027, 0.000
  3.880, 0.019, 0.025, 0.000
  3.885, 0.018, 0.022, 0.000
  3.890, 0.019, 0.025, 0.000
  3.895, 0.019, 0.027, 0.000
  3.900, 0.018, 0.025, 0.000
  3.905, 0.018, 0.025, 0.000
  3.910, 0.018, 0.027, 0.000
  3.915, 0.019, 0.027, 0.000
  3.920, 0.018, 0.022, 0.000
  3.925, 0.019, 0.022, 0.000
  3.930, 0.019, 0.022, 0.000
  3.935, 0.018, 0.025, 0.000
  3.940, 0.018, 0.025, 0.000
  3.945, 0.019, 0.020, 0.000
  3.950, 0.018, 0.027, 0.000
  3.955, 0.019, 0.025, 0.000
  3.960, 0.019, 0.022, 0.000
  3.965, 0.019, 0.025, 0.000
  3.970, 0.019, 0.022, 0.000
  3.975, 0.019, 0.022, 0.000
  3.980, 0.018, 0.022, 0.000
  3.985, 0.019, 0.020, 0.000
  3.990, 0.019, 0.022, 0.000
  3.995, 0.019, 0.022, 0.000
  4.000, 0.018, 0.020, 0.000
  4.005, 0.019, 0.022, 0.000
  4.010, 0.458, 0.032, 3.000
  4.015, 0.577, 0.432, 3.000
  4.020, 0.539, 0.820, 3.000
  4.025, 0.533, 1.115, 3.000
  4.030, 0.493, 1.345, 3.000
  4.035, 0.472, 1.540, 3.000
  4.040, 0.442, 1.715, 3.000
  4.045, 0.457, 1.867, 3.000
  4.050, 0.430, 1.992, 3.000
  4.055, 0.413, 2.142, 3.000
  4.060, 0.410, 2.200, 3.000
  4.065, 0.384, 2.330, 3.000
  4.070, 0.391, 2.390, 3.000
  4.075, 0.370, 2.508, 3.000
  4.080, 0.371, 2.602, 3.000
  4.085, 0.347, 2.665, 3.000
  4.090, 0.356, 2.730, 3.000
  4.095, 0.331, 2.812, 3.000
  4.100, 0.342, 2.885, 3.000
  4.105, 0.331, 2.925, 3.000
  4.110, 0.326, 2.995, 3.000
  4.115, 0.299, 3.095, 3.000
  4.120, 0.308, 3.115, 3.000
  4.125, 0.277, 3.207, 3.000
  4.130, 0.307, 3.227, 3.000
  4.135, 0.294, 3.288, 3.000
  4.140, 0.285, 3.305, 3.000
  4.145, 0.283, 3.350, 3.000
  4.150, 0.252, 3.442, 3.000
  4.155, 0.276, 3.412, 3.000
  4.160, 0.276, 3.507, 3.000
  4.165, 0.247, 3.537, 3.000
  4.170, 0.273, 3.570, 3.000
  4.175, 0.269, 3.598, 3.000
  4.180, 0.238, 3.685, 3.000
  4.185, 0.261, 3.665, 3.000
  4.190, 0.255, 3.693, 3.000
  4.195, 0.224, 3.760, 3.000
  4.200, 0.250, 3.767, 3.000
  4.205, 0.245, 3.795, 3.000
  4.210, 0.205, 3.830, 3.000
  4.215, 0.225, 3.815, 3.000
  4.220, 0.236, 3.825, 3.000
  4.225, 0.213, 3.900, 3.000
  4.230, 0.215, 3.910, 3.000
  4.235, 0.240, 3.878, 3.000
  4.240, 0.231, 3.952, 3.000
  4.245, 0.190, 3.993, 3.000
  4.250, 0.201, 3.988, 3.000
  4.255, 0.219, 4.005, 3.000
  4.260, 0.212, 4.098, 3.000
  4.265, 0.191, 4.088, 3.000
  4.270, 0.208, 4.033, 3.000
  4.275, 0.213, 4.055, 3.000
  4.280, 0.196, 4.155, 3.000
  4.285, 0.185, 4.162, 3.000
  4.290, 0.197, 4.102, 3.000
  4.295, 0.202, 4.130, 3.000
  4.300, 0.201, 4.225, 3.000
  4.305, 0.171, 4.190, 3.000
  4.310, 0.181, 4.177, 3.000
  4.315, 0.209, 4.190, 3.000
  4.320, 0.206, 4.205, 3.000
  4.325, 0.167, 4.260, 3.000
  4.330, 0.182, 4.233, 3.000
  4.335, 0.199, 4.227, 3.000
  4.340, 0.205, 4.255, 3.000
  4.345, 0.172, 4.293, 3.000
  4.350, 0.167, 4.332, 3.000
  4.355, 0.174, 4.255, 3.000
  4.360, 0.205, 4.287, 3.000
  4.365, 0.193, 4.305, 3.000
  4.370, 0.168, 4.345, 3.000
  4.375, 0.170, 4.322, 3.000
  4.380, 0.184, 4.322, 3.000
  4.385, 0.187, 4.300, 3.000
  4.390, 0.196, 4.380, 3.000
  4.395, 0.152, 4.378, 3.000
  4.400, 0.169, 4.335, 3.000
  4.405, 0.184, 4.360, 3.000
  4.410, 0.183, 4.330, 3.000
  4.415, 0.191, 4.432, 3.000
  4.420, 0.148, 4.398, 3.000
  4.425, 0.167, 4.370, 3.000
  4.430, 0.182, 4.387, 3.000
  4.435, 0.180, 4.345, 3.000
  4.440, 0.189, 4.432, 3.000
  4.445, 0.147, 4.440, 3.000
  4.450, 0.159, 4.405, 3.000
  4.455, 0.176, 4.405, 3.000
  4.460, 0.179, 4.405, 3.000
  4.465, 0.183, 4.423, 3.000
  4.470, 0.157, 4.463, 3.000
  4.475, 0.154, 4.470, 3.000
  4.480, 0.157, 4.405, 3.000
  4.485, 0.191, 4.418, 3.000
  4.490, 0.183, 4.450, 3.000
  4.495, 0.154, 4.460, 3.000
  4.500, 0.145, 4.483, 3.000
  4.505, 0.159, 4.460, 3.000
  4.510, 0.181, 4.435, 3.000
  4.515, 0.177, 4.428, 3.000
  4.520, 0.184, 4.515, 3.000
  4.525, 0.142, 4.495, 3.000
  4.530, 0.150, 4.457, 3.000
  4.535, 0.167, 4.450, 3.000
  4.540, 0.181, 4.463, 3.000
  4.545, 0.176, 4.475, 3.000
  4.550, 0.152, 4.485, 3.000
  4.555, 0.141, 4.517, 3.000
  4.560, 0.156, 4.490, 3.000
  4.565, 0.177, 4.435, 3.000
  4.570, 0.174, 4.452, 3.000
  4.575, 0.179, 4.543, 3.000
  4.580, 0.141, 4.523, 3.000
  4.585, 0.148, 4.500, 3.000
  4.590, 0.156, 4.460, 3.000
  4.595, 0.190, 4.477, 3.000
  4.600, 0.178, 4.507, 3.000
  4.605, 0.153, 4.525, 3.000
  4.610, 0.132, 4.512, 3.000
  4.615, 0.156, 4.500, 3.000
  4.620, 0.174, 4.507, 3.000
  4.625, 0.170, 4.485, 3.000
  4.630, 0.169, 4.497, 3.000
  4.635, 0.148, 4.532, 3.000
  4.640, 0.141, 4.557, 3.000
  4.645, 0.153, 4.500, 3.000
  4.650, 0.176, 4.450, 3.000
  4.655, 0.169, 4.475, 3.000
  4.660, 0.173, 4.565, 3.000
  4.665, 0.142, 4.552, 3.000
  4.670, 0.147, 4.540, 3.000
  4.675, 0.149, 4.485, 3.000
  4.680, 0.180, 4.483, 3.000
  4.685, 0.179, 4.525, 3.000
  4.690, 0.166, 4.577, 3.000
  4.695, 0.135, 4.540, 3.000
  4.700, 0.150, 4.512, 3.000
  4.705, 0.162, 4.507, 3.000
  4.710, 0.183, 4.512, 3.000
  4.715, 0.176, 4.523, 3.000
  4.720, 0.150, 4.548, 3.000
  4.725, 0.132, 4.540, 3.000
  4.730, 0.156, 4.523, 3.000
  4.735, 0.169, 4.530, 3.000
  4.740, 0.172, 4.512, 3.000
  4.745, 0.172, 4.520, 3.000
  4.750, 0.147, 4.543, 3.000
  4.755, 0.136, 4.573, 3.000
  4.760, 0.152, 4.543, 3.000
  4.765, 0.172, 4.515, 3.000
  4.770, 0.166, 4.495, 3.000
  4.775, 0.172, 4.540, 3.000
  4.780, 0.150, 4.562, 3.000
  4.785, 0.141, 4.590, 3.000
  4.790, 0.150, 4.532, 3.000
  4.795, 0.170, 4.487, 3.000
  4.800, 0.168, 4.493, 3.000
  4.805, 0.174, 4.575, 3.000
  4.810, 0.146, 4.582, 3.000
  4.815, 0.144, 4.575, 3.000
  4.820, 0.146, 4.510, 3.000
  4.825, 0.176, 4.487, 3.000
  4.830, 0.173, 4.515, 3.000
  4.835, 0.175, 4.593, 3.000
  4.840, 0.141, 4.590, 3.000
  4.845, 0.145, 4.565, 3.000
  4.850, 0.149, 4.507, 3.000
  4.855, 0.176, 4.497, 3.000
  4.860, 0.172, 4.538, 3.000
  4.865, 0.168, 4.600, 3.000
  4.870, 0.135, 4.577, 3.000
  4.875, 0.146, 4.545, 3.000
  4.880, 0.149, 4.507, 3.000
  4.885, 0.181, 4.515, 3.000
  4.890, 0.175, 4.557, 3.000
  4.895, 0.166, 4.597, 3.000
  4.900, 0.133, 4.568, 3.000
  4.905, 0.147, 4.545, 3.000
  4.910, 0.154, 4.517, 3.000
  4.915, 0.182, 4.528, 3.000
  4.920, 0.176, 4.560, 3.000
  4.925, 0.155, 4.595, 3.000
  4.930, 0.128, 4.555, 3.000
  4.935, 0.149, 4.532, 3.000
  4.940, 0.159, 4.532, 3.000
  4.945, 0.181, 4.532, 3.000
  4.950, 0.171, 4.557, 3.000
  4.955, 0.152, 4.590, 3.000
  4.960, 0.131, 4.562, 3.000
  4.965, 0.152, 4.540, 3.000
  4.970, 0.161, 4.545, 3.000
  4.975, 0.177, 4.545, 3.000
  4.980, 0.169, 4.555, 3.000
  4.985, 0.147, 4.580, 3.000
  4.990, 0.129, 4.560, 3.000
  4.995, 0.154, 4.535, 3.000
  5.000, 0.164, 4.548, 3.000
  5.005, 0.177, 4.545, 3.000
  5.010, 0.168, 4.560, 3.000
  5.015, 0.149, 4.575, 3.000
  5.020, 0.132, 4.570, 3.000
  5.025, 0.154, 4.550, 3.000
  5.030, 0.166, 4.548, 3.000
  5.035, 0.176, 4.540, 3.000
  5.040, 0.172, 4.550, 3.000
  5.045, 0.149, 4.565, 3.000
  5.050, 0.132, 4.568, 3.000
  5.055, 0.156, 4.550, 3.000
  5.060, 0.170, 4.555, 3.000
  5.065, 0.172, 4.528, 3.000
  5.070, 0.170, 4.550, 3.000
  5.075, 0.146, 4.565, 3.000
  5.080, 0.133, 4.585, 3.000
  5.085, 0.154, 4.560, 3.000
  5.090, 0.171, 4.560, 3.000
  5.095, 0.168, 4.528, 3.000
  5.100, 0.167, 4.545, 3.000
  5.105, 0.146, 4.573, 3.000
  5.110, 0.136, 4.588, 3.000
  5.115, 0.157, 4.557, 3.000
  5.120, 0.170, 4.557, 3.000
  5.125, 0.165, 4.525, 3.000
  5.130, 0.169, 4.550, 3.000
  5.135, 0.147, 4.575, 3.000
  5.140, 0.138, 4.597, 3.000
  5.145, 0.153, 4.557, 3.000
  5.150, 0.170, 4.552, 3.000
  5.155, 0.165, 4.525, 3.000
  5.160, 0.171, 4.550, 3.000
  5.165, 0.149, 4.580, 3.000
  5.170, 0.138, 4.605, 3.000
  5.175, 0.154, 4.562, 3.000
  5.180, 0.172, 4.538, 3.000
  5.185, 0.167, 4.523, 3.000
  5.190, 0.171, 4.560, 3.000
  5.195, 0.147, 4.575, 3.000
  5.200, 0.139, 4.605, 3.000
  5.205, 0.152, 4.568, 3.000
  5.210, 0.175, 4.543, 3.000
  5.215, 0.165, 4.523, 3.000
  5.220, 0.168, 4.568, 3.000
  5.225, 0.149, 4.585, 3.000
  5.230, 0.140, 4.608, 3.000
  5.235, 0.154, 4.570, 3.000
  5.240, 0.170, 4.535, 3.000
  5.245, 0.164, 4.515, 3.000
  5.250, 0.170, 4.573, 3.000
  5.255, 0.150, 4.582, 3.000
  5.260, 0.141, 4.605, 3.000
  5.265, 0.150, 4.565, 3.000
  5.270, 0.171, 4.538, 3.000
  5.275, 0.166, 4.520, 3.000
  5.280, 0.174, 4.568, 3.000
  5.285, 0.153, 4.595, 3.000
  5.290, 0.143, 4.613, 3.000
  5.295, 0.154, 4.560, 3.000
  5.300, 0.174, 4.530, 3.000
  5.305, 0.167, 4.525, 3.000
  5.310, 0.175, 4.570, 3.000
  5.315, 0.150, 4.588, 3.000
  5.320, 0.142, 4.613, 3.000
  5.325, 0.150, 4.555, 3.000
  5.330, 0.176, 4.532, 3.000
  5.335, 0.167, 4.528, 3.000
  5.340, 0.170, 4.575, 3.000
  5.345, 0.153, 4.597, 3.000
  5.350, 0.145, 4.617, 3.000
  5.355, 0.150, 4.560, 3.000
  5.360, 0.173, 4.517, 3.000
  5.365, 0.164, 4.512, 3.000
  5.370, 0.171, 4.590, 3.000
  5.375, 0.150, 4.595, 3.000
  5.380, 0.145, 4.615, 3.000
  5.385, 0.147, 4.560, 3.000
  5.390, 0.172, 4.530, 3.000
  5.395, 0.169, 4.525, 3.000
  5.400, 0.175, 4.593, 3.000
  5.405, 0.152, 4.597, 3.000
  5.410, 0.144, 4.615, 3.000
  5.415, 0.149, 4.557, 3.000
  5.420, 0.175, 4.515, 3.000
  5.425, 0.168, 4.515, 3.000
  5.430, 0.175, 4.597, 3.000
  5.435, 0.150, 4.602, 3.000
  5.440, 0.144, 4.615, 3.000
  5.445, 0.147, 4.557, 3.000
  5.450, 0.176, 4.532, 3.000
  5.455, 0.167, 4.528, 3.000
  5.460, 0.170, 4.588, 3.000
  5.465, 0.148, 4.605, 3.000
  5.470, 0.144, 4.617, 3.000
  5.475, 0.149, 4.550, 3.000
  5.480, 0.177, 4.507, 3.000
  5.485, 0.166, 4.523, 3.000
  5.490, 0.172, 4.593, 3.000
  5.495, 0.152, 4.605, 3.000
  5.500, 0.147, 4.622, 3.000
  5.505, 0.150, 4.555, 3.000
  5.510, 0.177, 4.525, 3.000
  5.515, 0.168, 4.532, 3.000
  5.520, 0.175, 4.593, 3.000
  5.525, 0.152, 4.602, 3.000
  5.530, 0.147, 4.615, 3.000
  5.535, 0.148, 4.555, 3.000
  5.540, 0.174, 4.505, 3.000
  5.545, 0.169, 4.528, 3.000
  5.550, 0.169, 4.608, 3.000
  5.555, 0.149, 4.602, 3.000
  5.560, 0.145, 4.615, 3.000
  5.565, 0.148, 4.557, 3.000
  5.570, 0.175, 4.528, 3.000
  5.575, 0.166, 4.528, 3.000
  5.580, 0.175, 4.608, 3.000
  5.585, 0.150, 4.608, 3.000
  5.590, 0.147, 4.610, 3.000
  5.595, 0.149, 4.550, 3.000
  5.600, 0.174, 4.507, 3.000
  5.605, 0.170, 4.528, 3.000
  5.610, 0.174, 4.610, 3.000
  5.615, 0.148, 4.617, 3.000
  5.620, 0.145, 4.615, 3.000
  5.625, 0.148, 4.552, 3.000
  5.630, 0.179, 4.523, 3.000
  5.635, 0.169, 4.532, 3.000
  5.640, 0.177, 4.595, 3.000
  5.645, 0.153, 4.608, 3.000
  5.650, 0.149, 4.610, 3.000
  5.655, 0.152, 4.540, 3.000
  5.660, 0.176, 4.500, 3.000
  5.665, 0.171, 4.538, 3.000
  5.670, 0.175, 4.610, 3.000
  5.675, 0.150, 4.608, 3.000
  5.680, 0.145, 4.610, 3.000
  5.685, 0.146, 4.548, 3.000
  5.690, 0.177, 4.512, 3.000
  5.695, 0.170, 4.538, 3.000
  5.700, 0.178, 4.613, 3.000
  5.705, 0.152, 4.605, 3.000
  5.710, 0.150, 4.610, 3.000
  5.715, 0.149, 4.545, 3.000
  5.720, 0.177, 4.500, 3.000
  5.725, 0.172, 4.538, 3.000
  5.730, 0.175, 4.622, 3.000
  5.735, 0.147, 4.608, 3.000
  5.740, 0.149, 4.600, 3.000
  5.745, 0.147, 4.538, 3.000
  5.750, 0.181, 4.512, 3.000
  5.755, 0.171, 4.543, 3.000
  5.760, 0.179, 4.620, 3.000
  5.765, 0.147, 4.608, 3.000
  5.770, 0.149, 4.595, 3.000
  5.775, 0.150, 4.538, 3.000
  5.780, 0.180, 4.510, 3.000
  5.785, 0.174, 4.548, 3.000
  5.790, 0.171, 4.625, 3.000
  5.795, 0.144, 4.608, 3.000
  5.800, 0.148, 4.588, 3.000
  5.805, 0.149, 4.528, 3.000
  5.810, 0.182, 4.515, 3.000
  5.815, 0.173, 4.555, 3.000
  5.820, 0.177, 4.617, 3.000
  5.825, 0.144, 4.600, 3.000
  5.830, 0.149, 4.593, 3.000
  5.835, 0.149, 4.525, 3.000
  5.840, 0.181, 4.510, 3.000
  5.845, 0.175, 4.562, 3.000
  5.850, 0.171, 4.625, 3.000
  5.855, 0.141, 4.597, 3.000
  5.860, 0.149, 4.582, 3.000
  5.865, 0.151, 4.535, 3.000
  5.870, 0.185, 4.515, 3.000
  5.875, 0.176, 4.560, 3.000
  5.880, 0.174, 4.620, 3.000
  5.885, 0.141, 4.595, 3.000
  5.890, 0.152, 4.577, 3.000
  5.895, 0.152, 4.535, 3.000
  5.900, 0.186, 4.517, 3.000
  5.905, 0.175, 4.560, 3.000
  5.910, 0.171, 4.625, 3.000
  5.915, 0.140, 4.590, 3.000
  5.920, 0.150, 4.570, 3.000
  5.925, 0.155, 4.528, 3.000
  5.930, 0.185, 4.525, 3.000
  5.935, 0.184, 4.562, 3.000
  5.940, 0.171, 4.620, 3.000
  5.945, 0.139, 4.595, 3.000
  5.950, 0.153, 4.568, 3.000
  5.955, 0.155, 4.525, 3.000
  5.960, 0.189, 4.532, 3.000
  5.965, 0.177, 4.570, 3.000
  5.970, 0.168, 4.613, 3.000
  5.975, 0.137, 4.573, 3.000
  5.980, 0.151, 4.555, 3.000
  5.985, 0.160, 4.532, 3.000
  5.990, 0.188, 4.538, 3.000
  5.995, 0.182, 4.577, 3.000
  6.000, 0.164, 4.615, 3.000
  6.005, 0.135, 4.575, 3.000
  6.010, 0.152, 4.555, 3.000
  6.015, 0.157, 4.538, 3.000
  6.020, 0.186, 4.545, 3.000
  6.025, 0.175, 4.575, 3.000
  6.030, 0.161, 4.610, 3.000
  6.035, 0.134, 4.568, 3.000
  6.040, 0.154, 4.550, 3.000
  6.045, 0.160, 4.540, 3.000
  6.050, 0.185, 4.548, 3.000
  6.055, 0.178, 4.573, 3.000
  6.060, 0.157, 4.608, 3.000
  6.065, 0.133, 4.575, 3.000
  6.070, 0.153, 4.550, 3.000
  6.075, 0.159, 4.545, 3.000
  6.080, 0.186, 4.548, 3.000
  6.085, 0.176, 4.568, 3.000
  6.090, 0.158, 4.595, 3.000
  6.095, 0.135, 4.565, 3.000
  6.100, 0.154, 4.545, 3.000
  6.105, 0.163, 4.548, 3.000
  6.110, 0.183, 4.550, 3.000
  6.115, 0.176, 4.573, 3.000
  6.120, 0.155, 4.593, 3.000
  6.125, 0.132, 4.573, 3.000
  6.130, 0.154, 4.550, 3.000
  6.135, 0.163, 4.548, 3.000
  6.140, 0.182, 4.550, 3.000
  6.145, 0.172, 4.565, 3.000
  6.150, 0.154, 4.585, 3.000
  6.155, 0.134, 4.565, 3.000
  6.160, 0.155, 4.555, 3.000
  6.165, 0.167, 4.562, 3.000
  6.170, 0.181, 4.548, 3.000
  6.175, 0.176, 4.570, 3.000
  6.180, 0.153, 4.582, 3.000
  6.185, 0.133, 4.568, 3.000
  6.190, 0.155, 4.557, 3.000
  6.195, 0.166, 4.560, 3.000
  6.200, 0.179, 4.545, 3.000
  6.205, 0.171, 4.555, 3.000
  6.210, 0.152, 4.582, 3.000
  6.215, 0.134, 4.568, 3.000
  6.220, 0.158, 4.555, 3.000
  6.225, 0.169, 4.565, 3.000
  6.230, 0.178, 4.545, 3.000
  6.235, 0.175, 4.562, 3.000
  6.240, 0.151, 4.580, 3.000
  6.245, 0.134, 4.573, 3.000
  6.250, 0.157, 4.552, 3.000
  6.255, 0.169, 4.560, 3.000
  6.260, 0.176, 4.550, 3.000
  6.265, 0.170, 4.557, 3.000
  6.270, 0.152, 4.580, 3.000
  6.275, 0.135, 4.580, 3.000
  6.280, 0.159, 4.555, 3.000
  6.285, 0.172, 4.568, 3.000
  6.290, 0.175, 4.545, 3.000
  6.295, 0.174, 4.552, 3.000
  6.300, 0.150, 4.562, 3.000
  6.305, 0.135, 4.582, 3.000
  6.310, 0.159, 4.562, 3.000
  6.315, 0.174, 4.557, 3.000
  6.320, 0.175, 4.543, 3.000
  6.325, 0.169, 4.560, 3.000
  6.330, 0.152, 4.577, 3.000
  6.335, 0.137, 4.577, 3.000
  6.340, 0.161, 4.565, 3.000
  6.345, 0.174, 4.560, 3.000
  6.350, 0.176, 4.525, 3.000
  6.355, 0.174, 4.550, 3.000
  6.360, 0.151, 4.568, 3.000
  6.365, 0.139, 4.585, 3.000
  6.370, 0.160, 4.560, 3.000
  6.375, 0.173, 4.557, 3.000
  6.380, 0.173, 4.532, 3.000
  6.385, 0.168, 4.548, 3.000
  6.390, 0.151, 4.577, 3.000
  6.395, 0.139, 4.588, 3.000
  6.400, 0.161, 4.560, 3.000
  6.405, 0.176, 4.552, 3.000
  6.410, 0.168, 4.517, 3.000
  6.415, 0.172, 4.545, 3.000
  6.420, 0.152, 4.570, 3.000
  6.425, 0.140, 4.597, 3.000
  6.430, 0.159, 4.557, 3.000
  6.435, 0.173, 4.550, 3.000
  6.440, 0.169, 4.528, 3.000
  6.445, 0.167, 4.555, 3.000
  6.450, 0.152, 4.575, 3.000
  6.455, 0.140, 4.602, 3.000
  6.460, 0.158, 4.562, 3.000
  6.465, 0.176, 4.532, 3.000
  6.470, 0.167, 4.515, 3.000
  6.475, 0.169, 4.552, 3.000
  6.480, 0.153, 4.573, 3.000
  6.485, 0.144, 4.602, 3.000
  6.490, 0.155, 4.562, 3.000
  6.495, 0.175, 4.535, 3.000
  6.500, 0.168, 4.512, 3.000
  6.505,-0.320, 4.555, 0.000
  6.510,-0.463, 4.195, 0.000
  6.515,-0.421, 3.790, 0.000
  6.520,-0.378, 3.465, 0.000
  6.525,-0.372, 3.282, 0.000
  6.530,-0.335, 3.045, 0.000
  6.535,-0.324, 2.925, 0.000
  6.540,-0.297, 2.710, 0.000
  6.545,-0.292, 2.652, 0.000
  6.550,-0.271, 2.487, 0.000
  6.555,-0.270, 2.400, 0.000
  6.560,-0.247, 2.260, 0.000
  6.565,-0.241, 2.225, 0.000
  6.570,-0.225, 2.130, 0.000
  6.575,-0.219, 2.030, 0.000
  6.580,-0.216, 1.975, 0.000
  6.585,-0.201, 1.867, 0.000
  6.590,-0.188, 1.830, 0.000
  6.595,-0.192, 1.762, 0.000
  6.600,-0.178, 1.665, 0.000
  6.605,-0.170, 1.620, 0.000
  6.610,-0.167, 1.585, 0.000
  6.615,-0.162, 1.513, 0.000
  6.620,-0.150, 1.440, 0.000
  6.625,-0.145, 1.400, 0.000
  6.630,-0.142, 1.388, 0.000
  6.635,-0.138, 1.330, 0.000
  6.640,-0.127, 1.240, 0.000
  6.645,-0.118, 1.232, 0.000
  6.650,-0.119, 1.192, 0.000
  6.655,-0.116, 1.163, 0.000
  6.660,-0.109, 1.085, 0.000
  6.665,-0.104, 1.075, 0.000
  6.670,-0.097, 1.038, 0.000
  6.675,-0.098, 1.002, 0.000
  6.680,-0.097, 0.988, 0.000
  6.685,-0.091, 0.942, 0.000
  6.690,-0.083, 0.903, 0.000
  6.695,-0.079, 0.868, 0.000
  6.700,-0.075, 0.838, 0.000
  6.705,-0.075, 0.817, 0.000
  6.710,-0.073, 0.790, 0.000
  6.715,-0.069, 0.755, 0.000
  6.720,-0.064, 0.723, 0.000
  6.725,-0.062, 0.705, 0.000
  6.730,-0.059, 0.692, 0.000
  6.735,-0.058, 0.675, 0.000
  6.740,-0.056, 0.665, 0.000
  6.745,-0.054, 0.640, 0.000
  6.750,-0.052, 0.618, 0.000
  6.755,-0.052, 0.602, 0.000
  6.760,-0.048, 0.580, 0.000
  6.765,-0.045, 0.553, 0.000
  6.770,-0.040, 0.533, 0.000
  6.775,-0.041, 0.523, 0.000
  6.780,-0.036, 0.502, 0.000
  6.785,-0.037, 0.493, 0.000
  6.790,-0.035, 0.483, 0.000
  6.795,-0.034, 0.455, 0.000
  6.800,-0.031, 0.445, 0.000
  6.805,-0.030, 0.428, 0.000
  6.810,-0.029, 0.417, 0.000
  6.815,-0.026, 0.393, 0.000
  6.820,-0.025, 0.390, 0.000
  6.825,-0.022, 0.370, 0.000
  6.830,-0.022, 0.362, 0.000
  6.835,-0.021, 0.347, 0.000
  6.840,-0.020, 0.347, 0.000
  6.845,-0.019, 0.338, 0.000
  6.850,-0.016, 0.325, 0.000
  6.855,-0.017, 0.325, 0.000
  6.860,-0.016, 0.315, 0.000
  6.865,-0.015, 0.312, 0.000
  6.870,-0.015, 0.305, 0.000
  6.875,-0.013, 0.295, 0.000
  6.880,-0.013, 0.290, 0.000
  6.885,-0.013, 0.282, 0.000
  6.890,-0.012, 0.270, 0.000
  6.895,-0.010, 0.268, 0.000
  6.900,-0.010, 0.257, 0.000
  6.905,-0.007, 0.243, 0.000
  6.910,-0.007, 0.233, 0.000
  6.915,-0.006, 0.233, 0.000
  6.920,-0.006, 0.220, 0.000
  6.925,-0.002, 0.210, 0.000
  6.930,-0.002, 0.205, 0.000
  6.935,-0.002, 0.205, 0.000
  6.940,-0.002, 0.195, 0.000
  6.945,-0.000, 0.185, 0.000
  6.950, 0.001, 0.178, 0.000
  6.955, 0.001, 0.178, 0.000
  6.960, 0.001, 0.170, 0.000
  6.965, 0.002, 0.162, 0.000
  6.970, 0.003, 0.157, 0.000
