Tiempo ,CORRIENT,VELOCIDA,ENTRADA
  1.135, 0.181, 4.495, 3.000
  1.140, 0.155, 4.517, 3.000
  1.145, 0.140, 4.510, 3.000
  1.150, 0.164, 4.495, 3.000
  1.155, 0.180, 4.487, 3.000
  1.160, 0.174, 4.457, 3.000
  1.165, 0.181, 4.517, 3.000
  1.170, 0.154, 4.532, 3.000
  1.175, 0.151, 4.545, 3.000
  1.180, 0.154, 4.480, 3.000
  1.185, 0.189, 4.452, 3.000
  1.190, 0.181, 4.503, 3.000
  1.195, 0.170, 4.560, 3.000
  1.200, 0.137, 4.525, 3.000
  1.205, 0.154, 4.497, 3.000
  1.210, 0.169, 4.503, 3.000
  1.215, 0.181, 4.503, 3.000
  1.220, 0.174, 4.497, 3.000
  1.225, 0.153, 4.525, 3.000
  1.230, 0.140, 4.543, 3.000
  1.235, 0.162, 4.517, 3.000
  1.240, 0.179, 4.500, 3.000
  1.245, 0.173, 4.470, 3.000
  1.250, 0.181, 4.530, 3.000
  1.255, 0.152, 4.552, 3.000
  1.260, 0.147, 4.570, 3.000
  1.265, 0.152, 4.493, 3.000
  1.270, 0.183, 4.463, 3.000
  1.275, 0.178, 4.507, 3.000
  1.280, 0.177, 4.577, 3.000
  1.285, 0.141, 4.543, 3.000
  1.290, 0.152, 4.525, 3.000
  1.295, 0.160, 4.495, 3.000
  1.300, 0.187, 4.497, 3.000
  1.305, 0.181, 4.532, 3.000
  1.310, 0.155, 4.565, 3.000
  1.315, 0.133, 4.530, 3.000
  1.320, 0.159, 4.512, 3.000
  1.325, 0.171, 4.523, 3.000
  1.330, 0.178, 4.505, 3.000
  1.335, 0.172, 4.510, 3.000
  1.340, 0.152, 4.535, 3.000
  1.345, 0.143, 4.568, 3.000
  1.350, 0.157, 4.528, 3.000
  1.355, 0.175, 4.517, 3.000
  1.360, 0.175, 4.487, 3.000
  1.365, 0.171, 4.540, 3.000
  1.370, 0.154, 4.560, 3.000
  1.375, 0.146, 4.580, 3.000
  1.380, 0.152, 4.512, 3.000
  1.385, 0.177, 4.467, 3.000
  1.390, 0.173, 4.503, 3.000
  1.395, 0.180, 4.588, 3.000
  1.400, 0.144, 4.562, 3.000
  1.405, 0.149, 4.552, 3.000
  1.410, 0.154, 4.497, 3.000
  1.415, 0.189, 4.487, 3.000
  1.420, 0.186, 4.532, 3.000
  1.425, 0.168, 4.590, 3.000
  1.430, 0.137, 4.545, 3.000
  1.435, 0.154, 4.520, 3.000
  1.440, 0.162, 4.517, 3.000
  1.445, 0.187, 4.523, 3.000
  1.450, 0.176, 4.530, 3.000
  1.455, 0.154, 4.562, 3.000
  1.460, 0.136, 4.535, 3.000
  1.465, 0.161, 4.517, 3.000
  1.470, 0.172, 4.530, 3.000
  1.475, 0.179, 4.515, 3.000
  1.480, 0.172, 4.520, 3.000
  1.485, 0.150, 4.535, 3.000
  1.490, 0.141, 4.570, 3.000
  1.495, 0.160, 4.535, 3.000
  1.500, 0.177, 4.515, 3.000
  1.505, 0.172, 4.487, 3.000
  1.510, 0.177, 4.535, 3.000
  1.515, 0.154, 4.560, 3.000
  1.520, 0.148, 4.582, 3.000
  1.525, 0.155, 4.528, 3.000
  1.530, 0.177, 4.477, 3.000
  1.535, 0.175, 4.487, 3.000
  1.540, 0.177, 4.580, 3.000
  1.545, 0.149, 4.570, 3.000
  1.550, 0.152, 4.565, 3.000
  1.555, 0.154, 4.505, 3.000
  1.560, 0.185, 4.483, 3.000
  1.565, 0.181, 4.512, 3.000
  1.570, 0.178, 4.588, 3.000
  1.575, 0.145, 4.560, 3.000
  1.580, 0.155, 4.538, 3.000
  1.585, 0.160, 4.503, 3.000
  1.590, 0.191, 4.510, 3.000
  1.595, 0.182, 4.543, 3.000
  1.600, 0.162, 4.580, 3.000
  1.605, 0.137, 4.538, 3.000
  1.610, 0.156, 4.520, 3.000
  1.615, 0.168, 4.517, 3.000
  1.620, 0.185, 4.520, 3.000
  1.625, 0.182, 4.538, 3.000
  1.630, 0.154, 4.550, 3.000
  1.635, 0.139, 4.548, 3.000
  1.640, 0.162, 4.535, 3.000
  1.645, 0.174, 4.535, 3.000
  1.650, 0.176, 4.507, 3.000
  1.655, 0.175, 4.528, 3.000
  1.660, 0.153, 4.550, 3.000
  1.665, 0.143, 4.557, 3.000
  1.670, 0.162, 4.543, 3.000
  1.675, 0.176, 4.517, 3.000
  1.680, 0.172, 4.483, 3.000
  1.685, 0.174, 4.532, 3.000
  1.690, 0.154, 4.565, 3.000
  1.695, 0.148, 4.585, 3.000
  1.700, 0.155, 4.530, 3.000
  1.705, 0.175, 4.500, 3.000
  1.710, 0.173, 4.493, 3.000
  1.715, 0.180, 4.573, 3.000
  1.720, 0.154, 4.575, 3.000
  1.725, 0.151, 4.575, 3.000
  1.730, 0.154, 4.507, 3.000
  1.735, 0.181, 4.472, 3.000
  1.740, 0.176, 4.512, 3.000
  1.745, 0.182, 4.588, 3.000
  1.750, 0.148, 4.570, 3.000
  1.755, 0.153, 4.557, 3.000
  1.760, 0.156, 4.495, 3.000
  1.765, 0.186, 4.493, 3.000
  1.770, 0.181, 4.540, 3.000
  1.775, 0.176, 4.590, 3.000
  1.780, 0.141, 4.552, 3.000
  1.785, 0.155, 4.535, 3.000
  1.790, 0.161, 4.505, 3.000
  1.795, 0.187, 4.507, 3.000
  1.800, 0.181, 4.545, 3.000
  1.805, 0.160, 4.593, 3.000
  1.810, 0.136, 4.543, 3.000
  1.815, 0.156, 4.517, 3.000
  1.820, 0.164, 4.528, 3.000
  1.825, 0.188, 4.530, 3.000
  1.830, 0.177, 4.535, 3.000
  1.835, 0.155, 4.560, 3.000
  1.840, 0.135, 4.545, 3.000
  1.845, 0.159, 4.528, 3.000
  1.850, 0.170, 4.540, 3.000
  1.855, 0.176, 4.528, 3.000
  1.860, 0.176, 4.538, 3.000
  1.865, 0.150, 4.555, 3.000
  1.870, 0.138, 4.565, 3.000
  1.875, 0.164, 4.538, 3.000
  1.880, 0.174, 4.540, 3.000
  1.885, 0.175, 4.512, 3.000
  1.890, 0.171, 4.535, 3.000
  1.895, 0.150, 4.545, 3.000
  1.900, 0.141, 4.577, 3.000
  1.905, 0.160, 4.550, 3.000
  1.910, 0.175, 4.532, 3.000
  1.915, 0.174, 4.503, 3.000
  1.920, 0.171, 4.543, 3.000
  1.925, 0.154, 4.562, 3.000
  1.930, 0.146, 4.590, 3.000
  1.935, 0.159, 4.543, 3.000
  1.940, 0.177, 4.515, 3.000
  1.945, 0.172, 4.490, 3.000
  1.950, 0.174, 4.550, 3.000
  1.955, 0.152, 4.570, 3.000
  1.960, 0.147, 4.590, 3.000
  1.965, 0.153, 4.532, 3.000
  1.970, 0.176, 4.510, 3.000
  1.975, 0.172, 4.500, 3.000
  1.980, 0.174, 4.568, 3.000
  1.985, 0.153, 4.593, 3.000
  1.990, 0.148, 4.588, 3.000
  1.995, 0.152, 4.517, 3.000
  2.000, 0.177, 4.487, 3.000
  2.005,-0.313, 4.497, 0.000
  2.010,-0.463, 4.188, 0.000
  2.015,-0.424, 3.820, 0.000
  2.020,-0.374, 3.450, 0.000
  2.025,-0.368, 3.285, 0.000
  2.030,-0.333, 3.050, 0.000
  2.035,-0.312, 2.880, 0.000
  2.040,-0.302, 2.710, 0.000
  2.045,-0.280, 2.605, 0.000
  2.050,-0.269, 2.495, 0.000
  2.055,-0.267, 2.405, 0.000
  2.060,-0.243, 2.278, 0.000
  2.065,-0.244, 2.220, 0.000
  2.070,-0.220, 2.102, 0.000
  2.075,-0.218, 2.015, 0.000
  2.080,-0.212, 1.980, 0.000
  2.085,-0.198, 1.840, 0.000
  2.090,-0.196, 1.835, 0.000
  2.095,-0.188, 1.773, 0.000
  2.100,-0.174, 1.668, 0.000
  2.105,-0.169, 1.610, 0.000
  2.110,-0.170, 1.560, 0.000
  2.115,-0.155, 1.488, 0.000
  2.120,-0.145, 1.445, 0.000
  2.125,-0.145, 1.425, 0.000
  2.130,-0.145, 1.380, 0.000
  2.135,-0.133, 1.287, 0.000
  2.140,-0.123, 1.260, 0.000
  2.145,-0.123, 1.235, 0.000
  2.150,-0.122, 1.183, 0.000
  2.155,-0.117, 1.135, 0.000
  2.160,-0.105, 1.090, 0.000
  2.165,-0.101, 1.048, 0.000
  2.170,-0.101, 1.043, 0.000
  2.175,-0.100, 1.005, 0.000
  2.180,-0.094, 0.960, 0.000
  2.185,-0.088, 0.913, 0.000
  2.190,-0.083, 0.892, 0.000
  2.195,-0.080, 0.868, 0.000
  2.200,-0.078, 0.852, 0.000
  2.205,-0.076, 0.820, 0.000
  2.210,-0.075, 0.793, 0.000
  2.215,-0.071, 0.755, 0.000
  2.220,-0.064, 0.728, 0.000
  2.225,-0.062, 0.705, 0.000
  2.230,-0.058, 0.680, 0.000
  2.235,-0.056, 0.662, 0.000
  2.240,-0.056, 0.653, 0.000
  2.245,-0.054, 0.637, 0.000
  2.250,-0.054, 0.620, 0.000
  2.255,-0.051, 0.585, 0.000
  2.260,-0.044, 0.560, 0.000
  2.265,-0.045, 0.550, 0.000
  2.270,-0.041, 0.530, 0.000
  2.275,-0.040, 0.510, 0.000
  2.280,-0.036, 0.502, 0.000
  2.285,-0.034, 0.485, 0.000
  2.290,-0.033, 0.472, 0.000
  2.295,-0.032, 0.455, 0.000
  2.300,-0.032, 0.435, 0.000
  2.305,-0.031, 0.428, 0.000
  2.310,-0.029, 0.407, 0.000
  2.315,-0.026, 0.395, 0.000
  2.320,-0.023, 0.377, 0.000
  2.325,-0.022, 0.368, 0.000
  2.330,-0.021, 0.358, 0.000
  2.335,-0.020, 0.347, 0.000
  2.340,-0.019, 0.345, 0.000
  2.345,-0.016, 0.330, 0.000
  2.350,-0.017, 0.330, 0.000
  2.355,-0.016, 0.322, 0.000
  2.360,-0.015, 0.317, 0.000
  2.365,-0.015, 0.315, 0.000
  2.370,-0.015, 0.300, 0.000
  2.375,-0.013, 0.295, 0.000
  2.380,-0.013, 0.290, 0.000
  2.385,-0.012, 0.278, 0.000
  2.390,-0.011, 0.272, 0.000
  2.395,-0.010, 0.268, 0.000
  2.400,-0.008, 0.252, 0.000
  2.405,-0.007, 0.245, 0.000
  2.410,-0.007, 0.237, 0.000
  2.415,-0.006, 0.230, 0.000
  2.420,-0.004, 0.222, 0.000
  2.425,-0.003, 0.215, 0.000
  2.430,-0.004, 0.210, 0.000
  2.435,-0.002, 0.203, 0.000
  2.440,-0.001, 0.198, 0.000
  2.445, 0.001, 0.188, 0.000
  2.450, 0.001, 0.185, 0.000
  2.455, 0.002, 0.178, 0.000
  2.460, 0.002, 0.170, 0.000
  2.465, 0.004, 0.165, 0.000
  2.470, 0.004, 0.162, 0.000
  2.475, 0.004, 0.157, 0.000
  2.480, 0.004, 0.153, 0.000
  2.485, 0.005, 0.150, 0.000
  2.490, 0.005, 0.142, 0.000
  2.495, 0.007, 0.140, 0.000
  2.500, 0.007, 0.132, 0.000
  2.505, 0.008, 0.125, 0.000
  2.510, 0.009, 0.117, 0.000
  2.515, 0.009, 0.113, 0.000
  2.520, 0.009, 0.108, 0.000
  2.525, 0.010, 0.100, 0.000
  2.530, 0.011, 0.093, 0.000
  2.535, 0.011, 0.087, 0.000
  2.540, 0.011, 0.087, 0.000
  2.545, 0.013, 0.080, 0.000
  2.550, 0.013, 0.078, 0.000
  2.555, 0.014, 0.068, 0.000
  2.560, 0.014, 0.062, 0.000
  2.565, 0.015, 0.058, 0.000
  2.570, 0.015, 0.052, 0.000
  2.575, 0.015, 0.050, 0.000
  2.580, 0.015, 0.050, 0.000
  2.585, 0.016, 0.047, 0.000
  2.590, 0.016, 0.045, 0.000
  2.595, 0.015, 0.040, 0.000
  2.600, 0.017, 0.040, 0.000
  2.605, 0.017, 0.040, 0.000
  2.610, 0.018, 0.035, 0.000
  2.615, 0.017, 0.035, 0.000
  2.620, 0.018, 0.035, 0.000
  2.625, 0.018, 0.030, 0.000
  2.630, 0.019, 0.030, 0.000
  2.635, 0.019, 0.030, 0.000
  2.640, 0.019, 0.027, 0.000
  2.645, 0.019, 0.027, 0.000
  2.650, 0.019, 0.027, 0.000
  2.655, 0.019, 0.025, 0.000
  2.660, 0.019, 0.027, 0.000
  2.665, 0.019, 0.027, 0.000
  2.670, 0.019, 0.027, 0.000
  2.675, 0.019, 0.027, 0.000
  2.680, 0.019, 0.027, 0.000
  2.685, 0.019, 0.027, 0.000
  2.690, 0.019, 0.027, 0.000
  2.695, 0.019, 0.030, 0.000
  2.700, 0.019, 0.027, 0.000
  2.705, 0.019, 0.030, 0.000
  2.710, 0.019, 0.030, 0.000
  2.715, 0.019, 0.030, 0.000
  2.720, 0.019, 0.027, 0.000
  2.725, 0.020, 0.027, 0.000
  2.730, 0.019, 0.027, 0.000
  2.735, 0.020, 0.030, 0.000
  2.740, 0.019, 0.027, 0.000
  2.745, 0.019, 0.030, 0.000
  2.750, 0.018, 0.030, 0.000
  2.755, 0.019, 0.030, 0.000
  2.760, 0.018, 0.027, 0.000
  2.765, 0.019, 0.030, 0.000
  2.770, 0.019, 0.030, 0.000
  2.775, 0.019, 0.030, 0.000
  2.780, 0.019, 0.027, 0.000
  2.785, 0.019, 0.030, 0.000
  2.790, 0.020, 0.030, 0.000
  2.795, 0.019, 0.030, 0.000
  2.800, 0.019, 0.027, 0.000
  2.805, 0.019, 0.030, 0.000
  2.810, 0.019, 0.032, 0.000
  2.815, 0.019, 0.030, 0.000
  2.820, 0.019, 0.027, 0.000
  2.825, 0.018, 0.027, 0.000
  2.830, 0.019, 0.030, 0.000
  2.835, 0.019, 0.030, 0.000
  2.840, 0.019, 0.027, 0.000
  2.845, 0.019, 0.030, 0.000
  2.850, 0.020, 0.030, 0.000
  2.855, 0.019, 0.030, 0.000
  2.860, 0.019, 0.030, 0.000
  2.865, 0.019, 0.032, 0.000
  2.870, 0.019, 0.030, 0.000
  2.875, 0.018, 0.030, 0.000
  2.880, 0.019, 0.030, 0.000
  2.885, 0.019, 0.030, 0.000
  2.890, 0.019, 0.030, 0.000
  2.895, 0.019, 0.027, 0.000
  2.900, 0.019, 0.030, 0.000
  2.905, 0.019, 0.032, 0.000
  2.910, 0.019, 0.032, 0.000
  2.915, 0.019, 0.030, 0.000
  2.920, 0.019, 0.032, 0.000
  2.925, 0.019, 0.032, 0.000
  2.930, 0.019, 0.032, 0.000
  2.935, 0.019, 0.030, 0.000
  2.940, 0.019, 0.030, 0.000
  2.945, 0.018, 0.032, 0.000
  2.950, 0.019, 0.035, 0.000
  2.955, 0.019, 0.030, 0.000
  2.960, 0.019, 0.032, 0.000
  2.965, 0.019, 0.032, 0.000
  2.970, 0.018, 0.032, 0.000
  2.975, 0.019, 0.032, 0.000
  2.980, 0.019, 0.032, 0.000
  2.985, 0.018, 0.032, 0.000
  2.990, 0.019, 0.030, 0.000
  2.995, 0.019, 0.030, 0.000
  3.000, 0.019, 0.032, 0.000
  3.005, 0.019, 0.032, 0.000
  3.010, 0.018, 0.032, 0.000
  3.015, 0.019, 0.032, 0.000
  3.020, 0.019, 0.035, 0.000
  3.025, 0.019, 0.035, 0.000
  3.030, 0.018, 0.032, 0.000
  3.035, 0.019, 0.032, 0.000
  3.040, 0.018, 0.032, 0.000
  3.045, 0.019, 0.032, 0.000
  3.050, 0.019, 0.030, 0.000
  3.055, 0.019, 0.032, 0.000
  3.060, 0.019, 0.032, 0.000
  3.065, 0.019, 0.032, 0.000
  3.070, 0.018, 0.030, 0.000
  3.075, 0.018, 0.035, 0.000
  3.080, 0.018, 0.032, 0.000
  3.085, 0.019, 0.032, 0.000
  3.090, 0.018, 0.030, 0.000
  3.095, 0.019, 0.035, 0.000
  3.100, 0.018, 0.032, 0.000
  3.105, 0.019, 0.032, 0.000
  3.110, 0.018, 0.032, 0.000
  3.115, 0.019, 0.032, 0.000
  3.120, 0.019, 0.032, 0.000
  3.125, 0.019, 0.030, 0.000
  3.130, 0.018, 0.035, 0.000
  3.135, 0.019, 0.032, 0.000
  3.140, 0.019, 0.032, 0.000
  3.145, 0.018, 0.032, 0.000
  3.150, 0.018, 0.035, 0.000
  3.155, 0.019, 0.035, 0.000
  3.160, 0.019, 0.030, 0.000
  3.165, 0.019, 0.030, 0.000
  3.170, 0.019, 0.035, 0.000
  3.175, 0.018, 0.032, 0.000
  3.180, 0.019, 0.032, 0.000
  3.185, 0.019, 0.032, 0.000
  3.190, 0.019, 0.032, 0.000
  3.195, 0.018, 0.032, 0.000
  3.200, 0.019, 0.030, 0.000
  3.205, 0.018, 0.032, 0.000
  3.210, 0.018, 0.035, 0.000
  3.215, 0.019, 0.032, 0.000
  3.220, 0.019, 0.030, 0.000
  3.225, 0.018, 0.035, 0.000
  3.230, 0.019, 0.035, 0.000
  3.235, 0.019, 0.032, 0.000
  3.240, 0.019, 0.032, 0.000
  3.245, 0.018, 0.035, 0.000
  3.250, 0.019, 0.032, 0.000
  3.255, 0.019, 0.032, 0.000
  3.260, 0.019, 0.030, 0.000
  3.265, 0.019, 0.035, 0.000
  3.270, 0.019, 0.032, 0.000
  3.275, 0.019, 0.032, 0.000
  3.280, 0.019, 0.032, 0.000
  3.285, 0.019, 0.035, 0.000
  3.290, 0.018, 0.032, 0.000
  3.295, 0.019, 0.032, 0.000
  3.300, 0.019, 0.030, 0.000
  3.305, 0.018, 0.035, 0.000
  3.310, 0.018, 0.032, 0.000
  3.315, 0.018, 0.030, 0.000
  3.320, 0.018, 0.032, 0.000
  3.325, 0.018, 0.032, 0.000
  3.330, 0.019, 0.030, 0.000
  3.335, 0.019, 0.030, 0.000
  3.340, 0.019, 0.032, 0.000
  3.345, 0.019, 0.032, 0.000
  3.350, 0.019, 0.030, 0.000
  3.355, 0.018, 0.032, 0.000
  3.360, 0.018, 0.035, 0.000
  3.365, 0.019, 0.032, 0.000
  3.370, 0.018, 0.030, 0.000
  3.375, 0.019, 0.032, 0.000
  3.380, 0.018, 0.032, 0.000
  3.385, 0.019, 0.032, 0.000
  3.390, 0.019, 0.030, 0.000
  3.395, 0.019, 0.032, 0.000
  3.400, 0.019, 0.032, 0.000
  3.405, 0.019, 0.030, 0.000
  3.410, 0.018, 0.032, 0.000
  3.415, 0.019, 0.032, 0.000
  3.420, 0.019, 0.032, 0.000
  3.425, 0.019, 0.032, 0.000
  3.430, 0.019, 0.027, 0.000
  3.435, 0.019, 0.035, 0.000
  3.440, 0.019, 0.032, 0.000
  3.445, 0.019, 0.030, 0.000
  3.450, 0.019, 0.030, 0.000
  3.455, 0.018, 0.035, 0.000
  3.460, 0.019, 0.032, 0.000
  3.465, 0.018, 0.030, 0.000
  3.470, 0.019, 0.032, 0.000
  3.475, 0.018, 0.032, 0.000
  3.480, 0.019, 0.032, 0.000
