Tiempo ,CONTROL,PID,ANGULO,REFERENCIA,PERTURBACION
27.08,1.775,1.775,0.593,0.6,0.0
27.1,1.775,1.775,0.593,0.6,0.0
27.12,1.775,1.775,0.593,0.6,0.0
27.14,1.775,1.775,0.593,0.6,0.0
27.16,1.775,1.775,0.593,0.6,0.0
27.18,1.775,1.775,0.593,0.6,0.0
27.2,1.777,1.777,0.592,0.6,0.0
27.22,1.777,1.777,0.592,0.6,0.0
27.24,1.777,1.777,0.592,0.6,0.0
27.26,1.776,1.776,0.592,0.6,0.0
27.28,1.776,1.776,0.592,0.6,0.0
27.3,1.776,1.776,0.592,0.6,0.0
27.32,1.773,1.773,0.593,0.6,0.0
27.34,1.774,1.774,0.593,0.6,0.0
27.36,1.774,1.774,0.593,0.6,0.0
27.38,1.774,1.774,0.593,0.6,0.0
27.4,1.774,1.774,0.593,0.6,0.0
27.42,1.775,1.775,0.593,0.6,0.0
27.44,1.772,1.772,0.595,0.6,0.0
27.46,1.773,1.773,0.595,0.6,0.0
27.48,1.774,1.774,0.595,0.6,0.0
27.5,1.774,1.774,0.595,0.6,0.0
27.52,1.772,1.772,0.597,0.6,0.0
27.54,1.773,1.773,0.597,0.6,0.0
27.56,1.773,1.773,0.597,0.6,0.0
27.58,1.774,1.774,0.597,0.6,0.0
27.6,1.775,1.775,0.597,0.6,0.0
27.62,1.772,1.772,0.599,0.6,0.0
27.64,1.773,1.773,0.599,0.6,0.0
27.66,1.774,1.774,0.599,0.6,0.0
27.68,1.775,1.775,0.599,0.6,0.0
27.7,1.775,1.775,0.599,0.6,0.0
27.72,1.776,1.776,0.599,0.6,0.0
27.74,1.776,1.776,0.599,0.6,0.0
27.76,1.777,1.777,0.599,0.6,0.0
27.78,1.777,1.777,0.599,0.6,0.0
27.8,1.776,1.776,0.6,0.6,0.0
27.82,1.776,1.776,0.6,0.6,0.0
27.84,1.777,1.777,0.6,0.6,0.0
27.86,1.777,1.777,0.6,0.6,0.0
27.88,1.778,1.778,0.6,0.6,0.0
27.9,1.778,1.778,0.6,0.6,0.0
27.92,1.778,1.778,0.6,0.6,0.0
27.94,1.779,1.779,0.6,0.6,0.0
27.96,1.779,1.779,0.6,0.6,0.0
27.98,1.779,1.779,0.6,0.6,0.0
28.0,1.779,1.779,0.6,0.6,0.0
28.02,1.779,1.779,0.6,0.6,0.0
28.04,1.776,1.776,0.602,0.6,0.0
28.06,1.777,1.777,0.602,0.6,0.0
28.08,1.777,1.777,0.602,0.6,0.0
28.1,1.778,1.778,0.602,0.6,0.0
28.12,1.778,1.778,0.602,0.6,0.0
28.14,1.778,1.778,0.602,0.6,0.0
28.16,1.776,1.776,0.604,0.6,0.0
28.18,1.777,1.777,0.604,0.6,0.0
28.2,1.777,1.777,0.604,0.6,0.0
28.22,1.778,1.778,0.604,0.6,0.0
28.24,1.778,1.778,0.604,0.6,0.0
28.26,1.776,1.776,0.606,0.6,0.0
28.28,1.776,1.776,0.606,0.6,0.0
28.3,1.777,1.777,0.606,0.6,0.0
28.32,1.778,1.778,0.606,0.6,0.0
28.34,1.778,1.778,0.606,0.6,0.0
28.36,1.776,1.776,0.607,0.6,0.0
28.38,1.776,1.776,0.607,0.6,0.0
28.4,1.777,1.777,0.607,0.6,0.0
28.42,1.777,1.777,0.607,0.6,0.0
28.44,1.778,1.778,0.607,0.6,0.0
28.46,1.778,1.778,0.607,0.6,0.0
28.48,1.778,1.778,0.607,0.6,0.0
28.5,1.779,1.779,0.607,0.6,0.0
28.52,1.776,1.776,0.609,0.6,0.0
28.54,1.777,1.777,0.609,0.6,0.0
28.56,1.777,1.777,0.609,0.6,0.0
28.58,1.777,1.777,0.609,0.6,0.0
28.6,1.778,1.778,0.609,0.6,0.0
28.62,1.778,1.778,0.609,0.6,0.0
28.64,1.778,1.778,0.609,0.6,0.0
28.66,1.778,1.778,0.609,0.6,0.0
28.68,1.778,1.778,0.609,0.6,0.0
28.7,1.778,1.778,0.609,0.6,0.0
28.72,1.781,1.781,0.607,0.6,0.0
28.74,1.78,1.78,0.607,0.6,0.0
28.76,1.78,1.78,0.607,0.6,0.0
28.78,1.78,1.78,0.607,0.6,0.0
28.8,1.779,1.779,0.607,0.6,0.0
28.82,1.779,1.779,0.607,0.6,0.0
28.84,1.779,1.779,0.607,0.6,0.0
28.86,1.778,1.778,0.607,0.6,0.0
28.88,1.778,1.778,0.607,0.6,0.0
28.9,1.778,1.778,0.607,0.6,0.0
28.92,1.778,1.778,0.607,0.6,0.0
28.94,1.78,1.78,0.606,0.6,0.0
28.96,1.779,1.779,0.606,0.6,0.0
28.98,1.779,1.779,0.606,0.6,0.0
29.0,1.778,1.778,0.606,0.6,0.0
29.02,1.778,1.778,0.606,0.6,0.0
29.04,1.777,1.777,0.606,0.6,0.0
29.06,1.777,1.777,0.606,0.6,0.0
29.08,1.776,1.776,0.606,0.6,0.0
29.1,1.776,1.776,0.606,0.6,0.0
29.12,1.776,1.776,0.606,0.6,0.0
29.14,1.776,1.776,0.606,0.6,0.0
29.16,1.775,1.775,0.606,0.6,0.0
29.18,1.778,1.778,0.604,0.6,0.0
29.2,1.777,1.777,0.604,0.6,0.0
29.22,1.776,1.776,0.604,0.6,0.0
29.24,1.776,1.776,0.604,0.6,0.0
29.26,1.775,1.775,0.604,0.6,0.0
29.28,1.775,1.775,0.604,0.6,0.0
29.3,1.775,1.775,0.604,0.6,0.0
29.32,1.777,1.777,0.602,0.6,0.0
29.34,1.776,1.776,0.602,0.6,0.0
29.36,1.776,1.776,0.602,0.6,0.0
29.38,1.775,1.775,0.602,0.6,0.0
29.4,1.778,1.778,0.6,0.6,0.0
29.42,1.777,1.777,0.6,0.6,0.0
29.44,1.776,1.776,0.6,0.6,0.0
29.46,1.776,1.776,0.6,0.6,0.0
29.48,1.777,1.777,0.599,0.6,0.0
29.5,1.776,1.776,0.599,0.6,0.0
29.52,1.775,1.775,0.599,0.6,0.0
29.54,1.774,1.774,0.599,0.6,0.0
29.56,1.777,1.777,0.597,0.6,0.0
29.58,1.776,1.776,0.597,0.6,0.0
29.6,1.775,1.775,0.597,0.6,0.0
29.62,1.774,1.774,0.597,0.6,0.0
29.64,1.776,1.776,0.595,0.6,0.0
29.66,1.775,1.775,0.595,0.6,0.0
29.68,1.775,1.775,0.595,0.6,0.0
29.7,1.774,1.774,0.595,0.6,0.0
29.72,1.776,1.776,0.593,0.6,0.0
29.74,1.775,1.775,0.593,0.6,0.0
29.76,1.774,1.774,0.593,0.6,0.0
29.78,1.774,1.774,0.593,0.6,0.0
29.8,1.776,1.776,0.592,0.6,0.0
29.82,1.775,1.775,0.592,0.6,0.0
29.84,1.774,1.774,0.592,0.6,0.0
29.86,1.774,1.774,0.592,0.6,0.0
29.88,1.776,1.776,0.59,0.6,0.0
29.9,1.775,1.775,0.59,0.6,0.0
29.92,1.774,1.774,0.59,0.6,0.0
29.94,1.774,1.774,0.59,0.6,0.0
29.96,1.773,1.773,0.59,0.6,0.0
29.98,1.773,1.773,0.59,0.6,0.0
30.0,1.775,1.775,0.588,0.6,0.0
30.02,0.849,0.849,0.588,0.0,0.0
30.04,0.986,0.986,0.588,0.0,0.0
30.06,1.105,1.105,0.588,0.0,0.0
30.08,1.21,1.21,0.586,0.0,0.0
30.1,1.301,1.301,0.585,0.0,0.0
30.12,1.378,1.378,0.583,0.0,0.0
30.14,1.446,1.446,0.579,0.0,0.0
30.16,1.507,1.507,0.574,0.0,0.0
30.18,1.556,1.556,0.571,0.0,0.0
30.2,1.599,1.599,0.565,0.0,0.0
30.22,1.638,1.638,0.559,0.0,0.0
30.24,1.667,1.667,0.553,0.0,0.0
30.26,1.693,1.693,0.546,0.0,0.0
30.28,1.714,1.714,0.539,0.0,0.0
30.3,1.73,1.73,0.532,0.0,0.0
30.32,1.743,1.743,0.525,0.0,0.0
30.34,1.752,1.752,0.518,0.0,0.0
30.36,1.757,1.757,0.511,0.0,0.0
30.38,1.761,1.761,0.504,0.0,0.0
30.4,1.759,1.759,0.499,0.0,0.0
30.42,1.758,1.758,0.492,0.0,0.0
30.44,1.75,1.75,0.489,0.0,0.0
30.46,1.744,1.744,0.483,0.0,0.0
30.48,1.734,1.734,0.48,0.0,0.0
30.5,1.724,1.724,0.476,0.0,0.0
30.52,1.711,1.711,0.475,0.0,0.0
30.54,1.698,1.698,0.473,0.0,0.0
30.56,1.684,1.684,0.471,0.0,0.0
30.58,1.668,1.668,0.471,0.0,0.0
30.6,1.653,1.653,0.471,0.0,0.0
30.62,1.635,1.635,0.473,0.0,0.0
30.64,1.621,1.621,0.473,0.0,0.0
30.66,1.602,1.602,0.476,0.0,0.0
30.68,1.586,1.586,0.478,0.0,0.0
30.7,1.568,1.568,0.482,0.0,0.0
30.72,1.551,1.551,0.485,0.0,0.0
30.74,1.534,1.534,0.489,0.0,0.0
30.76,1.516,1.516,0.494,0.0,0.0
30.78,1.501,1.501,0.497,0.0,0.0
30.8,1.484,1.484,0.503,0.0,0.0
30.82,1.467,1.467,0.508,0.0,0.0
30.84,1.451,1.451,0.513,0.0,0.0
30.86,1.439,1.439,0.517,0.0,0.0
30.88,1.424,1.424,0.522,0.0,0.0
30.9,1.412,1.412,0.525,0.0,0.0
30.92,1.397,1.397,0.531,0.0,0.0
30.94,1.385,1.385,0.534,0.0,0.0
30.96,1.373,1.373,0.538,0.0,0.0
30.98,1.361,1.361,0.541,0.0,0.0
31.0,1.352,1.352,0.543,0.0,0.0
31.02,1.342,1.342,0.545,0.0,0.0
31.04,1.331,1.331,0.546,0.0,0.0
31.06,1.321,1.321,0.548,0.0,0.0
31.08,1.312,1.312,0.548,0.0,0.0
31.1,1.303,1.303,0.548,0.0,0.0
31.12,1.296,1.296,0.546,0.0,0.0
31.14,1.288,1.288,0.545,0.0,0.0
31.16,1.279,1.279,0.543,0.0,0.0
31.18,1.272,1.272,0.539,0.0,0.0
31.2,1.264,1.264,0.536,0.0,0.0
31.22,1.258,1.258,0.531,0.0,0.0
31.24,1.248,1.248,0.527,0.0,0.0
31.26,1.243,1.243,0.52,0.0,0.0
31.28,1.234,1.234,0.515,0.0,0.0
31.3,1.227,1.227,0.508,0.0,0.0
31.32,1.221,1.221,0.499,0.0,0.0
31.34,1.211,1.211,0.492,0.0,0.0
31.36,1.204,1.204,0.483,0.0,0.0
31.38,1.198,1.198,0.473,0.0,0.0
31.4,1.188,1.188,0.464,0.0,0.0
31.42,1.18,1.18,0.454,0.0,0.0
31.44,1.172,1.172,0.443,0.0,0.0
31.46,1.162,1.162,0.433,0.0,0.0
31.48,1.152,1.152,0.422,0.0,0.0
31.5,1.144,1.144,0.41,0.0,0.0
31.52,1.132,1.132,0.4,0.0,0.0
31.54,1.123,1.123,0.387,0.0,0.0
31.56,1.11,1.11,0.377,0.0,0.0
31.58,1.1,1.1,0.365,0.0,0.0
31.6,1.087,1.087,0.354,0.0,0.0
31.62,1.077,1.077,0.342,0.0,0.0
31.64,1.063,1.063,0.332,0.0,0.0
31.66,1.05,1.05,0.321,0.0,0.0
31.68,1.037,1.037,0.311,0.0,0.0
31.7,1.024,1.024,0.3,0.0,0.0
31.72,1.008,1.008,0.291,0.0,0.0
31.74,0.993,0.993,0.283,0.0,0.0
31.76,0.979,0.979,0.274,0.0,0.0
31.78,0.965,0.965,0.265,0.0,0.0
31.8,0.951,0.951,0.257,0.0,0.0
31.82,0.936,0.936,0.25,0.0,0.0
31.84,0.921,0.921,0.243,0.0,0.0
31.86,0.904,0.904,0.237,0.0,0.0
31.88,0.888,0.888,0.232,0.0,0.0
31.9,0.874,0.874,0.227,0.0,0.0
31.92,0.857,0.857,0.223,0.0,0.0
31.94,0.842,0.842,0.22,0.0,0.0
31.96,0.827,0.827,0.216,0.0,0.0
31.98,0.814,0.814,0.213,0.0,0.0
32.0,0.798,0.798,0.211,0.0,0.0
32.02,0.784,0.784,0.209,0.0,0.0
32.04,0.768,0.768,0.209,0.0,0.0
32.06,0.756,0.756,0.208,0.0,0.0
32.08,0.742,0.742,0.208,0.0,0.0
32.1,0.73,0.73,0.208,0.0,0.0
32.12,0.715,0.715,0.209,0.0,0.0
32.14,0.704,0.704,0.209,0.0,0.0
32.16,0.691,0.691,0.211,0.0,0.0
32.18,0.68,0.68,0.213,0.0,0.0
32.2,0.669,0.669,0.215,0.0,0.0
32.22,0.658,0.658,0.216,0.0,0.0
32.24,0.649,0.649,0.218,0.0,0.0
32.26,0.64,0.64,0.22,0.0,0.0
32.28,0.631,0.631,0.222,0.0,0.0
32.3,0.623,0.623,0.223,0.0,0.0
32.32,0.615,0.615,0.225,0.0,0.0
32.34,0.608,0.608,0.227,0.0,0.0
32.36,0.601,0.601,0.229,0.0,0.0
32.38,0.594,0.594,0.23,0.0,0.0
32.4,0.587,0.587,0.232,0.0,0.0
32.42,0.58,0.58,0.234,0.0,0.0
32.44,0.577,0.577,0.234,0.0,0.0
32.46,0.573,0.573,0.234,0.0,0.0
32.48,0.568,0.568,0.234,0.0,0.0
32.5,0.564,0.564,0.234,0.0,0.0
32.52,0.559,0.559,0.234,0.0,0.0
32.54,0.557,0.557,0.232,0.0,0.0
32.56,0.554,0.554,0.23,0.0,0.0
32.58,0.551,0.551,0.229,0.0,0.0
32.6,0.547,0.547,0.227,0.0,0.0
32.62,0.546,0.546,0.223,0.0,0.0
32.64,0.541,0.541,0.222,0.0,0.0
32.66,0.539,0.539,0.218,0.0,0.0
32.68,0.536,0.536,0.215,0.0,0.0
32.7,0.536,0.536,0.209,0.0,0.0
32.72,0.532,0.532,0.206,0.0,0.0
32.74,0.53,0.53,0.201,0.0,0.0
32.76,0.525,0.525,0.197,0.0,0.0
32.78,0.522,0.522,0.192,0.0,0.0
32.8,0.519,0.519,0.187,0.0,0.0
32.82,0.516,0.516,0.182,0.0,0.0
32.84,0.515,0.515,0.175,0.0,0.0
32.86,0.51,0.51,0.169,0.0,0.0
32.88,0.505,0.505,0.164,0.0,0.0
32.9,0.503,0.503,0.157,0.0,0.0
32.92,0.497,0.497,0.152,0.0,0.0
32.94,0.492,0.492,0.147,0.0,0.0
32.96,0.489,0.489,0.14,0.0,0.0
32.98,0.483,0.483,0.134,0.0,0.0
33.0,0.477,0.477,0.129,0.0,0.0
33.02,0.471,0.471,0.124,0.0,0.0
33.04,0.466,0.466,0.119,0.0,0.0
33.06,0.46,0.46,0.113,0.0,0.0
33.08,0.454,0.454,0.108,0.0,0.0
33.1,0.449,0.449,0.103,0.0,0.0
33.12,0.441,0.441,0.099,0.0,0.0
33.14,0.433,0.433,0.096,0.0,0.0
33.16,0.426,0.426,0.093,0.0,0.0
33.18,0.417,0.417,0.091,0.0,0.0
33.2,0.414,0.414,0.086,0.0,0.0
33.22,0.403,0.403,0.086,0.0,0.0
33.24,0.398,0.398,0.082,0.0,0.0
33.26,0.39,0.39,0.08,0.0,0.0
33.28,0.381,0.381,0.08,0.0,0.0
33.3,0.375,0.375,0.079,0.0,0.0
33.32,0.367,0.367,0.079,0.0,0.0
33.34,0.359,0.359,0.079,0.0,0.0
33.36,0.353,0.353,0.079,0.0,0.0
33.38,0.346,0.346,0.079,0.0,0.0
33.4,0.338,0.338,0.08,0.0,0.0
33.42,0.331,0.331,0.082,0.0,0.0
33.44,0.326,0.326,0.082,0.0,0.0
33.46,0.32,0.32,0.084,0.0,0.0
33.48,0.314,0.314,0.086,0.0,0.0
33.5,0.309,0.309,0.087,0.0,0.0
33.52,0.304,0.304,0.089,0.0,0.0
33.54,0.299,0.299,0.091,0.0,0.0
33.56,0.292,0.292,0.094,0.0,0.0
33.58,0.289,0.289,0.096,0.0,0.0
33.6,0.285,0.285,0.098,0.0,0.0
33.62,0.282,0.282,0.099,0.0,0.0
33.64,0.279,0.279,0.101,0.0,0.0
33.66,0.276,0.276,0.103,0.0,0.0
33.68,0.276,0.276,0.103,0.0,0.0
33.7,0.273,0.273,0.105,0.0,0.0
33.72,0.273,0.273,0.105,0.0,0.0
33.74,0.272,0.272,0.105,0.0,0.0
33.76,0.272,0.272,0.105,0.0,0.0
33.78,0.273,0.273,0.103,0.0,0.0
33.8,0.272,0.272,0.103,0.0,0.0
33.82,0.273,0.273,0.101,0.0,0.0
33.84,0.276,0.276,0.098,0.0,0.0
33.86,0.275,0.275,0.096,0.0,0.0
33.88,0.277,0.277,0.093,0.0,0.0
33.9,0.278,0.278,0.089,0.0,0.0
33.92,0.279,0.279,0.086,0.0,0.0
33.94,0.282,0.282,0.08,0.0,0.0
33.96,0.281,0.281,0.077,0.0,0.0
33.98,0.283,0.283,0.072,0.0,0.0
34.0,0.284,0.284,0.066,0.0,0.0
34.02,0.287,0.287,0.059,0.0,0.0
34.04,0.286,0.286,0.054,0.0,0.0
34.06,0.286,0.286,0.049,0.0,0.0
34.08,0.287,0.287,0.042,0.0,0.0
34.1,0.288,0.288,0.035,0.0,0.0
34.12,0.289,0.289,0.028,0.0,0.0
34.14,0.286,0.286,0.023,0.0,0.0
34.16,0.286,0.286,0.016,0.0,0.0
34.18,0.286,0.286,0.009,0.0,0.0
34.2,0.285,0.285,0.002,0.0,0.0
34.22,0.284,0.284,-0.005,0.0,0.0
34.24,0.28,0.28,-0.01,0.0,0.0
34.26,0.28,0.28,-0.017,0.0,0.0
34.28,0.276,0.276,-0.023,0.0,0.0
34.3,0.275,0.275,-0.03,0.0,0.0
34.32,0.272,0.272,-0.035,0.0,0.0
34.34,0.266,0.266,-0.038,0.0,0.0
34.36,0.264,0.264,-0.044,0.0,0.0
34.38,0.259,0.259,-0.047,0.0,0.0
34.4,0.257,0.257,-0.052,0.0,0.0
34.42,0.253,0.253,-0.056,0.0,0.0
34.44,0.246,0.246,-0.058,0.0,0.0
34.46,0.241,0.241,-0.059,0.0,0.0
34.48,0.236,0.236,-0.061,0.0,0.0
34.5,0.232,0.232,-0.063,0.0,0.0
34.52,0.229,0.229,-0.065,0.0,0.0
34.54,0.223,0.223,-0.065,0.0,0.0
34.56,0.219,0.219,-0.065,0.0,0.0
34.58,0.212,0.212,-0.063,0.0,0.0
34.6,0.207,0.207,-0.061,0.0,0.0
34.62,0.202,0.202,-0.059,0.0,0.0
34.64,0.198,0.198,-0.058,0.0,0.0
34.66,0.193,0.193,-0.054,0.0,0.0
34.68,0.188,0.188,-0.051,0.0,0.0
34.7,0.184,0.184,-0.047,0.0,0.0
34.72,0.181,0.181,-0.044,0.0,0.0
34.74,0.176,0.176,-0.038,0.0,0.0
34.76,0.175,0.175,-0.035,0.0,0.0
34.78,0.171,0.171,-0.03,0.0,0.0
34.8,0.168,0.168,-0.024,0.0,0.0
34.82,0.166,0.166,-0.019,0.0,0.0
34.84,0.162,0.162,-0.012,0.0,0.0
34.86,0.161,0.161,-0.007,0.0,0.0
34.88,0.161,0.161,-0.002,0.0,0.0
34.9,0.16,0.16,0.003,0.0,0.0
34.92,0.158,0.158,0.01,0.0,0.0
34.94,0.159,0.159,0.016,0.0,0.0
34.96,0.159,0.159,0.021,0.0,0.0
34.98,0.16,0.16,0.026,0.0,0.0
35.0,0.161,0.161,0.031,0.0,0.0
35.02,0.162,0.162,0.037,0.0,0.0
35.04,0.163,0.163,0.042,0.0,0.0
35.06,0.166,0.166,0.045,0.0,0.0
35.08,0.167,0.167,0.051,0.0,0.0
35.1,0.17,0.17,0.054,0.0,0.0
35.12,0.173,0.173,0.058,0.0,0.0
35.14,0.178,0.178,0.059,0.0,0.0
35.16,0.182,0.182,0.061,0.0,0.0
35.18,0.183,0.183,0.065,0.0,0.0
35.2,0.19,0.19,0.065,0.0,0.0
35.22,0.192,0.192,0.066,0.0,0.0
35.24,0.197,0.197,0.066,0.0,0.0
35.26,0.201,0.201,0.066,0.0,0.0
35.28,0.204,0.204,0.066,0.0,0.0
35.3,0.21,0.21,0.065,0.0,0.0
35.32,0.214,0.214,0.063,0.0,0.0
35.34,0.218,0.218,0.061,0.0,0.0
35.36,0.221,0.221,0.059,0.0,0.0
35.38,0.225,0.225,0.056,0.0,0.0
35.4,0.23,0.23,0.052,0.0,0.0
35.42,0.233,0.233,0.049,0.0,0.0
35.44,0.235,0.235,0.045,0.0,0.0
35.46,0.24,0.24,0.04,0.0,0.0
35.48,0.244,0.244,0.035,0.0,0.0
35.5,0.246,0.246,0.03,0.0,0.0
35.52,0.249,0.249,0.024,0.0,0.0
35.54,0.25,0.25,0.019,0.0,0.0
35.56,0.251,0.251,0.014,0.0,0.0
35.58,0.252,0.252,0.009,0.0,0.0
35.6,0.252,0.252,0.003,0.0,0.0
35.62,0.253,0.253,-0.002,0.0,0.0
35.64,0.255,0.255,-0.009,0.0,0.0
35.66,0.254,0.254,-0.014,0.0,0.0
35.68,0.253,0.253,-0.019,0.0,0.0
35.7,0.253,0.253,-0.024,0.0,0.0
35.72,0.252,0.252,-0.03,0.0,0.0
35.74,0.251,0.251,-0.035,0.0,0.0
35.76,0.247,0.247,-0.038,0.0,0.0
35.78,0.246,0.246,-0.044,0.0,0.0
35.8,0.243,0.243,-0.047,0.0,0.0
35.82,0.24,0.24,-0.051,0.0,0.0
35.84,0.238,0.238,-0.054,0.0,0.0
35.86,0.236,0.236,-0.058,0.0,0.0
35.88,0.231,0.231,-0.059,0.0,0.0
35.9,0.227,0.227,-0.061,0.0,0.0
35.92,0.224,0.224,-0.063,0.0,0.0
35.94,0.218,0.218,-0.063,0.0,0.0
35.96,0.216,0.216,-0.065,0.0,0.0
35.98,0.212,0.212,-0.065,0.0,0.0
36.0,0.206,0.206,-0.063,0.0,0.0
36.02,0.204,0.204,-0.063,0.0,0.0
36.04,0.199,0.199,-0.061,0.0,0.0
36.06,0.195,0.195,-0.059,0.0,0.0
36.08,0.189,0.189,-0.056,0.0,0.0
36.1,0.187,0.187,-0.054,0.0,0.0
36.12,0.183,0.183,-0.051,0.0,0.0
36.14,0.18,0.18,-0.047,0.0,0.0
36.16,0.174,0.174,-0.042,0.0,0.0
36.18,0.173,0.173,-0.038,0.0,0.0
36.2,0.169,0.169,-0.033,0.0,0.0
36.22,0.168,0.168,-0.03,0.0,0.0
36.24,0.166,0.166,-0.024,0.0,0.0
36.26,0.164,0.164,-0.019,0.0,0.0
36.28,0.162,0.162,-0.014,0.0,0.0
36.3,0.161,0.161,-0.009,0.0,0.0
36.32,0.157,0.157,-0.002,0.0,0.0
36.34,0.157,0.157,0.003,0.0,0.0
36.36,0.158,0.158,0.009,0.0,0.0
36.38,0.158,0.158,0.014,0.0,0.0
36.4,0.159,0.159,0.019,0.0,0.0
36.42,0.159,0.159,0.024,0.0,0.0
36.44,0.16,0.16,0.03,0.0,0.0
36.46,0.161,0.161,0.035,0.0,0.0
36.48,0.164,0.164,0.038,0.0,0.0
36.5,0.165,0.165,0.044,0.0,0.0
36.52,0.168,0.168,0.047,0.0,0.0
36.54,0.171,0.171,0.051,0.0,0.0
36.56,0.173,0.173,0.054,0.0,0.0
36.58,0.178,0.178,0.056,0.0,0.0
36.6,0.182,0.182,0.058,0.0,0.0
36.62,0.185,0.185,0.059,0.0,0.0
36.64,0.188,0.188,0.061,0.0,0.0
36.66,0.191,0.191,0.063,0.0,0.0
36.68,0.196,0.196,0.063,0.0,0.0
36.7,0.199,0.199,0.063,0.0,0.0
36.72,0.203,0.203,0.063,0.0,0.0
36.74,0.208,0.208,0.061,0.0,0.0
36.76,0.213,0.213,0.059,0.0,0.0
36.78,0.216,0.216,0.058,0.0,0.0
36.8,0.219,0.219,0.056,0.0,0.0
36.82,0.224,0.224,0.052,0.0,0.0
36.84,0.225,0.225,0.051,0.0,0.0
36.86,0.229,0.229,0.047,0.0,0.0
36.88,0.235,0.235,0.042,0.0,0.0
36.9,0.237,0.237,0.038,0.0,0.0
36.92,0.238,0.238,0.035,0.0,0.0
36.94,0.241,0.241,0.03,0.0,0.0
36.96,0.244,0.244,0.024,0.0,0.0
36.98,0.246,0.246,0.019,0.0,0.0
37.0,0.248,0.248,0.014,0.0,0.0
37.02,0.249,0.249,0.009,0.0,0.0
37.04,0.25,0.25,0.003,0.0,0.0
37.06,0.25,0.25,-0.002,0.0,0.0
37.08,0.251,0.251,-0.007,0.0,0.0
37.1,0.25,0.25,-0.012,0.0,0.0
37.12,0.25,0.25,-0.017,0.0,0.0
37.14,0.25,0.25,-0.023,0.0,0.0
37.16,0.249,0.249,-0.028,0.0,0.0
37.18,0.246,0.246,-0.031,0.0,0.0
37.2,0.246,0.246,-0.037,0.0,0.0
37.22,0.243,0.243,-0.04,0.0,0.0
37.24,0.24,0.24,-0.044,0.0,0.0
37.26,0.238,0.238,-0.047,0.0,0.0
37.28,0.236,0.236,-0.051,0.0,0.0
37.3,0.234,0.234,-0.054,0.0,0.0
37.32,0.23,0.23,-0.056,0.0,0.0
37.34,0.226,0.226,-0.058,0.0,0.0
37.36,0.223,0.223,-0.059,0.0,0.0
37.38,0.218,0.218,-0.059,0.0,0.0
37.4,0.213,0.213,-0.059,0.0,0.0
37.42,0.212,0.212,-0.061,0.0,0.0
37.44,0.206,0.206,-0.059,0.0,0.0
37.46,0.203,0.203,-0.059,0.0,0.0
37.48,0.199,0.199,-0.058,0.0,0.0
37.5,0.195,0.195,-0.056,0.0,0.0
37.52,0.192,0.192,-0.054,0.0,0.0
37.54,0.187,0.187,-0.051,0.0,0.0
37.56,0.183,0.183,-0.047,0.0,0.0
37.58,0.182,0.182,-0.045,0.0,0.0
37.6,0.176,0.176,-0.04,0.0,0.0
37.62,0.174,0.174,-0.037,0.0,0.0
37.64,0.173,0.173,-0.033,0.0,0.0
37.66,0.169,0.169,-0.028,0.0,0.0
37.68,0.166,0.166,-0.023,0.0,0.0
37.7,0.166,0.166,-0.019,0.0,0.0
37.72,0.164,0.164,-0.014,0.0,0.0
37.74,0.163,0.163,-0.009,0.0,0.0
37.76,0.161,0.161,-0.003,0.0,0.0
37.78,0.161,0.161,0.002,0.0,0.0
37.8,0.16,0.16,0.007,0.0,0.0
37.82,0.16,0.16,0.012,0.0,0.0
37.84,0.16,0.16,0.017,0.0,0.0
37.86,0.16,0.16,0.023,0.0,0.0
37.88,0.163,0.163,0.026,0.0,0.0
37.9,0.163,0.163,0.031,0.0,0.0
37.92,0.166,0.166,0.035,0.0,0.0
37.94,0.169,0.169,0.038,0.0,0.0
37.96,0.168,0.168,0.044,0.0,0.0
37.98,0.171,0.171,0.047,0.0,0.0
38.0,0.175,0.175,0.049,0.0,0.0
38.02,0.177,0.177,0.052,0.0,0.0
38.04,0.181,0.181,0.054,0.0,0.0
38.06,0.184,0.184,0.056,0.0,0.0
38.08,0.187,0.187,0.058,0.0,0.0
38.1,0.192,0.192,0.058,0.0,0.0
38.12,0.194,0.194,0.059,0.0,0.0
38.14,0.198,0.198,0.059,0.0,0.0
