Tiempo ,CONTROL,PID,ANGULO,REFERENCIA,PERTURBACION
-0.4,0.0,0.0,0.0,0.0,0.0
-0.38,0.0,0.0,0.0,0.0,0.0
-0.36,0.0,0.0,0.0,0.0,0.0
-0.34,0.0,0.0,0.0,0.0,0.0
-0.32,0.0,0.0,0.0,0.0,0.0
-0.3,0.0,0.0,0.0,0.0,0.0
-0.28,0.0,0.0,0.0,0.0,0.0
-0.26,0.0,0.0,0.0,0.0,0.0
-0.24,0.0,0.0,0.0,0.0,0.0
-0.22,0.0,0.0,0.0,0.0,0.0
-0.2,0.0,0.0,0.0,0.0,0.0
-0.18,0.0,0.0,0.0,0.0,0.0
-0.16,0.0,0.0,0.0,0.0,0.0
-0.14,0.0,0.0,0.0,0.0,0.0
-0.12,0.0,0.0,0.0,0.0,0.0
-0.1,0.0,0.0,0.0,0.0,0.0
-0.08,0.0,0.0,0.0,0.0,0.0
-0.06,0.0,0.0,0.0,0.0,0.0
-0.04,0.0,0.0,0.0,0.0,0.0
-0.02,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,-0.0,0.0,0.0
0.02,0.0,0.0,-0.0,0.0,0.0
0.04,0.926,0.926,-0.0,0.6,0.0
0.06,0.788,0.788,-0.0,0.6,0.0
0.08,0.669,0.669,-0.0,0.6,0.0
0.1,0.566,0.566,-0.0,0.6,0.0
0.12,0.478,0.478,-0.0,0.6,0.0
0.14,0.402,0.402,-0.0,0.6,0.0
0.16,0.338,0.338,-0.0,0.6,0.0
0.18,0.281,0.281,0.002,0.6,0.0
0.2,0.235,0.235,0.002,0.6,0.0
0.22,0.197,0.197,0.002,0.6,0.0
0.24,0.163,0.163,0.003,0.6,0.0
0.26,0.138,0.138,0.003,0.6,0.0
0.28,0.115,0.115,0.005,0.6,0.0
0.3,0.097,0.097,0.007,0.6,0.0
0.32,0.083,0.083,0.009,0.6,0.0
0.34,0.075,0.075,0.009,0.6,0.0
0.36,0.068,0.068,0.01,0.6,0.0
0.38,0.063,0.063,0.012,0.6,0.0
0.4,0.061,0.061,0.014,0.6,0.0
0.42,0.061,0.061,0.016,0.6,0.0
0.44,0.066,0.066,0.016,0.6,0.0
0.46,0.07,0.07,0.017,0.6,0.0
0.48,0.074,0.074,0.019,0.6,0.0
0.5,0.083,0.083,0.019,0.6,0.0
0.52,0.09,0.09,0.021,0.6,0.0
0.54,0.098,0.098,0.023,0.6,0.0
0.56,0.11,0.11,0.023,0.6,0.0
0.58,0.119,0.119,0.024,0.6,0.0
0.6,0.132,0.132,0.024,0.6,0.0
0.62,0.145,0.145,0.024,0.6,0.0
0.64,0.159,0.159,0.024,0.6,0.0
0.66,0.169,0.169,0.026,0.6,0.0
0.68,0.184,0.184,0.026,0.6,0.0
0.7,0.2,0.2,0.024,0.6,0.0
0.72,0.214,0.214,0.024,0.6,0.0
0.74,0.228,0.228,0.024,0.6,0.0
0.76,0.243,0.243,0.024,0.6,0.0
0.78,0.259,0.259,0.023,0.6,0.0
0.8,0.273,0.273,0.023,0.6,0.0
0.82,0.29,0.29,0.021,0.6,0.0
0.84,0.304,0.304,0.021,0.6,0.0
0.86,0.321,0.321,0.019,0.6,0.0
0.88,0.337,0.337,0.017,0.6,0.0
0.9,0.353,0.353,0.016,0.6,0.0
0.92,0.366,0.366,0.016,0.6,0.0
0.94,0.382,0.382,0.014,0.6,0.0
0.96,0.398,0.398,0.012,0.6,0.0
0.98,0.412,0.412,0.012,0.6,0.0
1.0,0.428,0.428,0.01,0.6,0.0
1.02,0.444,0.444,0.009,0.6,0.0
1.04,0.457,0.457,0.009,0.6,0.0
1.06,0.47,0.47,0.009,0.6,0.0
1.08,0.484,0.484,0.009,0.6,0.0
1.1,0.498,0.498,0.009,0.6,0.0
1.12,0.509,0.509,0.01,0.6,0.0
1.14,0.523,0.523,0.01,0.6,0.0
1.16,0.535,0.535,0.012,0.6,0.0
1.18,0.545,0.545,0.016,0.6,0.0
1.2,0.558,0.558,0.017,0.6,0.0
1.22,0.569,0.569,0.021,0.6,0.0
1.24,0.581,0.581,0.024,0.6,0.0
1.26,0.59,0.59,0.03,0.6,0.0
1.28,0.603,0.603,0.033,0.6,0.0
1.3,0.611,0.611,0.04,0.6,0.0
1.32,0.623,0.623,0.045,0.6,0.0
1.34,0.633,0.633,0.052,0.6,0.0
1.36,0.643,0.643,0.059,0.6,0.0
1.38,0.652,0.652,0.068,0.6,0.0
1.4,0.662,0.662,0.077,0.6,0.0
1.42,0.672,0.672,0.086,0.6,0.0
1.44,0.683,0.683,0.094,0.6,0.0
1.46,0.692,0.692,0.105,0.6,0.0
1.48,0.702,0.702,0.115,0.6,0.0
1.5,0.716,0.716,0.124,0.6,0.0
1.52,0.724,0.724,0.136,0.6,0.0
1.54,0.736,0.736,0.147,0.6,0.0
1.56,0.749,0.749,0.157,0.6,0.0
1.58,0.759,0.759,0.169,0.6,0.0
1.6,0.77,0.77,0.182,0.6,0.0
1.62,0.784,0.784,0.192,0.6,0.0
1.64,0.798,0.798,0.202,0.6,0.0
1.66,0.809,0.809,0.215,0.6,0.0
1.68,0.824,0.824,0.225,0.6,0.0
1.7,0.838,0.838,0.236,0.6,0.0
1.72,0.85,0.85,0.248,0.6,0.0
1.74,0.864,0.864,0.258,0.6,0.0
1.76,0.881,0.881,0.267,0.6,0.0
1.78,0.895,0.895,0.278,0.6,0.0
1.8,0.911,0.911,0.286,0.6,0.0
1.82,0.926,0.926,0.295,0.6,0.0
1.84,0.941,0.941,0.304,0.6,0.0
1.86,0.956,0.956,0.312,0.6,0.0
1.88,0.972,0.972,0.319,0.6,0.0
1.9,0.988,0.988,0.326,0.6,0.0
1.92,1.006,1.006,0.332,0.6,0.0
1.94,1.02,1.02,0.339,0.6,0.0
1.96,1.036,1.036,0.344,0.6,0.0
1.98,1.054,1.054,0.347,0.6,0.0
2.0,1.068,1.068,0.353,0.6,0.0
2.02,1.084,1.084,0.356,0.6,0.0
2.04,1.099,1.099,0.36,0.6,0.0
2.06,1.115,1.115,0.361,0.6,0.0
2.08,1.128,1.128,0.365,0.6,0.0
2.1,1.143,1.143,0.367,0.6,0.0
2.12,1.157,1.157,0.368,0.6,0.0
2.14,1.173,1.173,0.368,0.6,0.0
2.16,1.184,1.184,0.37,0.6,0.0
2.18,1.198,1.198,0.37,0.6,0.0
2.2,1.211,1.211,0.37,0.6,0.0
2.22,1.223,1.223,0.37,0.6,0.0
2.24,1.234,1.234,0.37,0.6,0.0
2.26,1.245,1.245,0.37,0.6,0.0
2.28,1.255,1.255,0.37,0.6,0.0
2.3,1.265,1.265,0.37,0.6,0.0
2.32,1.274,1.274,0.37,0.6,0.0
2.34,1.282,1.282,0.37,0.6,0.0
2.36,1.291,1.291,0.37,0.6,0.0
2.38,1.299,1.299,0.37,0.6,0.0
2.4,1.307,1.307,0.37,0.6,0.0
2.42,1.314,1.314,0.37,0.6,0.0
2.44,1.322,1.322,0.37,0.6,0.0
2.46,1.326,1.326,0.372,0.6,0.0
2.48,1.331,1.331,0.374,0.6,0.0
2.5,1.339,1.339,0.374,0.6,0.0
2.52,1.343,1.343,0.375,0.6,0.0
2.54,1.348,1.348,0.377,0.6,0.0
2.56,1.351,1.351,0.38,0.6,0.0
2.58,1.357,1.357,0.382,0.6,0.0
2.6,1.36,1.36,0.386,0.6,0.0
2.62,1.366,1.366,0.387,0.6,0.0
2.64,1.37,1.37,0.391,0.6,0.0
2.66,1.373,1.373,0.394,0.6,0.0
2.68,1.375,1.375,0.4,0.6,0.0
2.7,1.38,1.38,0.403,0.6,0.0
2.72,1.385,1.385,0.407,0.6,0.0
2.74,1.388,1.388,0.412,0.6,0.0
2.76,1.391,1.391,0.417,0.6,0.0
2.78,1.394,1.394,0.422,0.6,0.0
2.8,1.398,1.398,0.428,0.6,0.0
2.82,1.402,1.402,0.433,0.6,0.0
2.84,1.407,1.407,0.438,0.6,0.0
2.86,1.411,1.411,0.443,0.6,0.0
2.88,1.416,1.416,0.449,0.6,0.0
2.9,1.418,1.418,0.456,0.6,0.0
2.92,1.424,1.424,0.461,0.6,0.0
2.94,1.429,1.429,0.466,0.6,0.0
2.96,1.435,1.435,0.471,0.6,0.0
2.98,1.44,1.44,0.476,0.6,0.0
3.0,1.445,1.445,0.482,0.6,0.0
3.02,1.451,1.451,0.487,0.6,0.0
3.04,1.456,1.456,0.492,0.6,0.0
3.06,1.461,1.461,0.497,0.6,0.0
3.08,1.466,1.466,0.503,0.6,0.0
3.1,1.474,1.474,0.506,0.6,0.0
3.12,1.478,1.478,0.511,0.6,0.0
3.14,1.486,1.486,0.515,0.6,0.0
3.16,1.492,1.492,0.518,0.6,0.0
3.18,1.499,1.499,0.522,0.6,0.0
3.2,1.505,1.505,0.525,0.6,0.0
3.22,1.51,1.51,0.529,0.6,0.0
3.24,1.518,1.518,0.531,0.6,0.0
3.26,1.525,1.525,0.532,0.6,0.0
3.28,1.529,1.529,0.536,0.6,0.0
3.3,1.536,1.536,0.538,0.6,0.0
3.32,1.542,1.542,0.539,0.6,0.0
3.34,1.55,1.55,0.539,0.6,0.0
3.36,1.555,1.555,0.541,0.6,0.0
3.38,1.562,1.562,0.541,0.6,0.0
3.4,1.566,1.566,0.543,0.6,0.0
3.42,1.572,1.572,0.543,0.6,0.0
3.44,1.578,1.578,0.543,0.6,0.0
3.46,1.583,1.583,0.543,0.6,0.0
3.48,1.588,1.588,0.543,0.6,0.0
3.5,1.592,1.592,0.543,0.6,0.0
3.52,1.599,1.599,0.541,0.6,0.0
3.54,1.602,1.602,0.541,0.6,0.0
3.56,1.605,1.605,0.541,0.6,0.0
3.58,1.61,1.61,0.539,0.6,0.0
3.6,1.613,1.613,0.539,0.6,0.0
3.62,1.618,1.618,0.538,0.6,0.0
3.64,1.619,1.619,0.538,0.6,0.0
3.66,1.624,1.624,0.536,0.6,0.0
3.68,1.625,1.625,0.536,0.6,0.0
3.7,1.629,1.629,0.534,0.6,0.0
3.72,1.63,1.63,0.534,0.6,0.0
3.74,1.631,1.631,0.534,0.6,0.0
3.76,1.635,1.635,0.532,0.6,0.0
3.78,1.636,1.636,0.532,0.6,0.0
3.8,1.637,1.637,0.532,0.6,0.0
3.82,1.638,1.638,0.532,0.6,0.0
3.84,1.639,1.639,0.532,0.6,0.0
3.86,1.64,1.64,0.532,0.6,0.0
3.88,1.641,1.641,0.532,0.6,0.0
3.9,1.643,1.643,0.532,0.6,0.0
3.92,1.644,1.644,0.532,0.6,0.0
3.94,1.643,1.643,0.534,0.6,0.0
3.96,1.645,1.645,0.534,0.6,0.0
3.98,1.644,1.644,0.536,0.6,0.0
4.0,1.646,1.646,0.536,0.6,0.0
4.02,1.646,1.646,0.538,0.6,0.0
4.04,1.648,1.648,0.538,0.6,0.0
4.06,1.648,1.648,0.539,0.6,0.0
4.08,1.648,1.648,0.541,0.6,0.0
4.1,1.651,1.651,0.541,0.6,0.0
4.12,1.651,1.651,0.543,0.6,0.0
4.14,1.651,1.651,0.545,0.6,0.0
4.16,1.652,1.652,0.546,0.6,0.0
4.18,1.652,1.652,0.548,0.6,0.0
4.2,1.653,1.653,0.55,0.6,0.0
4.22,1.654,1.654,0.552,0.6,0.0
4.24,1.655,1.655,0.553,0.6,0.0
4.26,1.657,1.657,0.555,0.6,0.0
4.28,1.658,1.658,0.557,0.6,0.0
4.3,1.659,1.659,0.559,0.6,0.0
4.32,1.661,1.661,0.56,0.6,0.0
4.34,1.662,1.662,0.562,0.6,0.0
4.36,1.661,1.661,0.565,0.6,0.0
4.38,1.663,1.663,0.567,0.6,0.0
4.4,1.665,1.665,0.569,0.6,0.0
4.42,1.666,1.666,0.571,0.6,0.0
4.44,1.668,1.668,0.572,0.6,0.0
4.46,1.67,1.67,0.574,0.6,0.0
4.48,1.671,1.671,0.576,0.6,0.0
4.5,1.673,1.673,0.578,0.6,0.0
4.52,1.677,1.677,0.578,0.6,0.0
4.54,1.678,1.678,0.579,0.6,0.0
4.56,1.679,1.679,0.581,0.6,0.0
4.58,1.68,1.68,0.583,0.6,0.0
4.6,1.684,1.684,0.583,0.6,0.0
4.62,1.685,1.685,0.585,0.6,0.0
4.64,1.688,1.688,0.585,0.6,0.0
4.66,1.689,1.689,0.586,0.6,0.0
4.68,1.692,1.692,0.586,0.6,0.0
4.7,1.692,1.692,0.588,0.6,0.0
4.72,1.695,1.695,0.588,0.6,0.0
4.74,1.697,1.697,0.588,0.6,0.0
4.76,1.697,1.697,0.59,0.6,0.0
4.78,1.699,1.699,0.59,0.6,0.0
4.8,1.702,1.702,0.59,0.6,0.0
4.82,1.704,1.704,0.59,0.6,0.0
4.84,1.705,1.705,0.59,0.6,0.0
4.86,1.707,1.707,0.59,0.6,0.0
4.88,1.708,1.708,0.59,0.6,0.0
4.9,1.709,1.709,0.59,0.6,0.0
4.92,1.711,1.711,0.59,0.6,0.0
4.94,1.714,1.714,0.588,0.6,0.0
4.96,1.715,1.715,0.588,0.6,0.0
4.98,1.715,1.715,0.588,0.6,0.0
5.0,1.716,1.716,0.588,0.6,0.0
5.02,1.716,1.716,0.588,0.6,0.0
5.04,1.719,1.719,0.586,0.6,0.0
5.06,1.719,1.719,0.586,0.6,0.0
5.08,1.72,1.72,0.586,0.6,0.0
5.1,1.72,1.72,0.586,0.6,0.0
5.12,1.72,1.72,0.586,0.6,0.0
5.14,1.723,1.723,0.585,0.6,0.0
5.16,1.722,1.722,0.585,0.6,0.0
5.18,1.722,1.722,0.585,0.6,0.0
5.2,1.722,1.722,0.585,0.6,0.0
5.22,1.722,1.722,0.585,0.6,0.0
5.24,1.722,1.722,0.585,0.6,0.0
5.26,1.722,1.722,0.585,0.6,0.0
5.28,1.72,1.72,0.586,0.6,0.0
5.3,1.72,1.72,0.586,0.6,0.0
5.32,1.721,1.721,0.586,0.6,0.0
5.34,1.721,1.721,0.586,0.6,0.0
5.36,1.722,1.722,0.586,0.6,0.0
5.38,1.72,1.72,0.588,0.6,0.0
5.4,1.72,1.72,0.588,0.6,0.0
5.42,1.721,1.721,0.588,0.6,0.0
5.44,1.719,1.719,0.59,0.6,0.0
5.46,1.72,1.72,0.59,0.6,0.0
5.48,1.719,1.719,0.592,0.6,0.0
5.5,1.72,1.72,0.592,0.6,0.0
5.52,1.721,1.721,0.592,0.6,0.0
5.54,1.719,1.719,0.593,0.6,0.0
5.56,1.721,1.721,0.593,0.6,0.0
5.58,1.719,1.719,0.595,0.6,0.0
5.6,1.721,1.721,0.595,0.6,0.0
5.62,1.722,1.722,0.595,0.6,0.0
5.64,1.721,1.721,0.597,0.6,0.0
5.66,1.722,1.722,0.597,0.6,0.0
5.68,1.723,1.723,0.597,0.6,0.0
5.7,1.722,1.722,0.599,0.6,0.0
5.72,1.723,1.723,0.599,0.6,0.0
5.74,1.724,1.724,0.599,0.6,0.0
5.76,1.725,1.725,0.599,0.6,0.0
5.78,1.724,1.724,0.6,0.6,0.0
5.8,1.726,1.726,0.6,0.6,0.0
5.82,1.727,1.727,0.6,0.6,0.0
5.84,1.728,1.728,0.6,0.6,0.0
5.86,1.728,1.728,0.6,0.6,0.0
5.88,1.729,1.729,0.6,0.6,0.0
5.9,1.73,1.73,0.6,0.6,0.0
5.92,1.73,1.73,0.6,0.6,0.0
5.94,1.731,1.731,0.6,0.6,0.0
5.96,1.731,1.731,0.6,0.6,0.0
5.98,1.731,1.731,0.6,0.6,0.0
6.0,1.732,1.732,0.6,0.6,0.0
6.02,1.732,1.732,0.6,0.6,0.0
6.04,1.732,1.732,0.6,0.6,0.0
6.06,1.732,1.732,0.6,0.6,0.0
6.08,1.733,1.733,0.6,0.6,0.0
6.1,1.733,1.733,0.6,0.6,0.0
6.12,1.735,1.735,0.599,0.6,0.0
6.14,1.735,1.735,0.599,0.6,0.0
6.16,1.734,1.734,0.599,0.6,0.0
6.18,1.734,1.734,0.599,0.6,0.0
6.2,1.734,1.734,0.599,0.6,0.0
6.22,1.737,1.737,0.597,0.6,0.0
6.24,1.736,1.736,0.597,0.6,0.0
6.26,1.736,1.736,0.597,0.6,0.0
6.28,1.735,1.735,0.597,0.6,0.0
6.3,1.738,1.738,0.595,0.6,0.0
6.32,1.737,1.737,0.595,0.6,0.0
6.34,1.737,1.737,0.595,0.6,0.0
6.36,1.736,1.736,0.595,0.6,0.0
6.38,1.738,1.738,0.593,0.6,0.0
6.4,1.738,1.738,0.593,0.6,0.0
6.42,1.737,1.737,0.593,0.6,0.0
6.44,1.737,1.737,0.593,0.6,0.0
6.46,1.736,1.736,0.593,0.6,0.0
6.48,1.738,1.738,0.592,0.6,0.0
6.5,1.738,1.738,0.592,0.6,0.0
6.52,1.737,1.737,0.592,0.6,0.0
6.54,1.737,1.737,0.592,0.6,0.0
6.56,1.736,1.736,0.592,0.6,0.0
6.58,1.736,1.736,0.592,0.6,0.0
6.6,1.736,1.736,0.592,0.6,0.0
6.62,1.738,1.738,0.59,0.6,0.0
6.64,1.738,1.738,0.59,0.6,0.0
6.66,1.737,1.737,0.59,0.6,0.0
6.68,1.737,1.737,0.59,0.6,0.0
6.7,1.737,1.737,0.59,0.6,0.0
6.72,1.736,1.736,0.59,0.6,0.0
6.74,1.736,1.736,0.59,0.6,0.0
6.76,1.736,1.736,0.59,0.6,0.0
6.78,1.736,1.736,0.59,0.6,0.0
6.8,1.736,1.736,0.59,0.6,0.0
6.82,1.733,1.733,0.592,0.6,0.0
6.84,1.734,1.734,0.592,0.6,0.0
6.86,1.734,1.734,0.592,0.6,0.0
6.88,1.735,1.735,0.592,0.6,0.0
6.9,1.735,1.735,0.592,0.6,0.0
6.92,1.735,1.735,0.592,0.6,0.0
6.94,1.736,1.736,0.592,0.6,0.0
6.96,1.736,1.736,0.592,0.6,0.0
6.98,1.734,1.734,0.593,0.6,0.0
7.0,1.734,1.734,0.593,0.6,0.0
7.02,1.735,1.735,0.593,0.6,0.0
7.04,1.735,1.735,0.593,0.6,0.0
7.06,1.736,1.736,0.593,0.6,0.0
7.08,1.736,1.736,0.593,0.6,0.0
7.1,1.734,1.734,0.595,0.6,0.0
7.12,1.735,1.735,0.595,0.6,0.0
7.14,1.736,1.736,0.595,0.6,0.0
7.16,1.736,1.736,0.595,0.6,0.0
7.18,1.737,1.737,0.595,0.6,0.0
7.2,1.737,1.737,0.595,0.6,0.0
7.22,1.738,1.738,0.595,0.6,0.0
7.24,1.736,1.736,0.597,0.6,0.0
7.26,1.737,1.737,0.597,0.6,0.0
7.28,1.737,1.737,0.597,0.6,0.0
7.3,1.738,1.738,0.597,0.6,0.0
7.32,1.738,1.738,0.597,0.6,0.0
7.34,1.739,1.739,0.597,0.6,0.0
7.36,1.739,1.739,0.597,0.6,0.0
7.38,1.74,1.74,0.597,0.6,0.0
7.4,1.74,1.74,0.597,0.6,0.0
7.42,1.741,1.741,0.597,0.6,0.0
7.44,1.741,1.741,0.597,0.6,0.0
7.46,1.741,1.741,0.597,0.6,0.0
7.48,1.741,1.741,0.597,0.6,0.0
7.5,1.742,1.742,0.597,0.6,0.0
7.52,1.742,1.742,0.597,0.6,0.0
7.54,1.742,1.742,0.597,0.6,0.0
7.56,1.742,1.742,0.597,0.6,0.0
7.58,1.745,1.745,0.595,0.6,0.0
7.6,1.745,1.745,0.595,0.6,0.0
7.62,1.745,1.745,0.595,0.6,0.0
7.64,1.744,1.744,0.595,0.6,0.0
7.66,1.744,1.744,0.595,0.6,0.0
7.68,1.744,1.744,0.595,0.6,0.0
7.7,1.744,1.744,0.595,0.6,0.0
7.72,1.744,1.744,0.595,0.6,0.0
7.74,1.744,1.744,0.595,0.6,0.0
7.76,1.744,1.744,0.595,0.6,0.0
7.78,1.744,1.744,0.595,0.6,0.0
7.8,1.744,1.744,0.595,0.6,0.0
7.82,1.741,1.741,0.597,0.6,0.0
7.84,1.742,1.742,0.597,0.6,0.0
7.86,1.742,1.742,0.597,0.6,0.0
7.88,1.743,1.743,0.597,0.6,0.0
7.9,1.743,1.743,0.597,0.6,0.0
7.92,1.741,1.741,0.599,0.6,0.0
7.94,1.741,1.741,0.599,0.6,0.0
7.96,1.742,1.742,0.599,0.6,0.0
7.98,1.742,1.742,0.599,0.6,0.0
8.0,1.741,1.741,0.6,0.6,0.0
8.02,1.742,1.742,0.6,0.6,0.0
8.04,1.742,1.742,0.6,0.6,0.0
8.06,1.743,1.743,0.6,0.6,0.0
8.08,1.743,1.743,0.6,0.6,0.0
8.1,1.744,1.744,0.6,0.6,0.0
8.12,1.744,1.744,0.6,0.6,0.0
8.14,1.745,1.745,0.6,0.6,0.0
8.16,1.745,1.745,0.6,0.6,0.0
8.18,1.745,1.745,0.6,0.6,0.0
8.2,1.745,1.745,0.6,0.6,0.0
8.22,1.746,1.746,0.6,0.6,0.0
8.24,1.746,1.746,0.6,0.6,0.0
8.26,1.746,1.746,0.6,0.6,0.0
8.28,1.746,1.746,0.6,0.6,0.0
8.3,1.746,1.746,0.6,0.6,0.0
8.32,1.746,1.746,0.6,0.6,0.0
8.34,1.746,1.746,0.6,0.6,0.0
8.36,1.746,1.746,0.6,0.6,0.0
8.38,1.746,1.746,0.6,0.6,0.0
8.4,1.747,1.747,0.6,0.6,0.0
8.42,1.747,1.747,0.6,0.6,0.0
8.44,1.747,1.747,0.6,0.6,0.0
8.46,1.747,1.747,0.6,0.6,0.0
8.48,1.743,1.743,0.602,0.6,0.0
8.5,1.744,1.744,0.602,0.6,0.0
8.52,1.744,1.744,0.602,0.6,0.0
8.54,1.745,1.745,0.602,0.6,0.0
8.56,1.745,1.745,0.602,0.6,0.0
8.58,1.745,1.745,0.602,0.6,0.0
8.6,1.745,1.745,0.602,0.6,0.0
8.62,1.743,1.743,0.604,0.6,0.0
8.64,1.743,1.743,0.604,0.6,0.0
8.66,1.744,1.744,0.604,0.6,0.0
8.68,1.744,1.744,0.604,0.6,0.0
8.7,1.745,1.745,0.604,0.6,0.0
8.72,1.745,1.745,0.604,0.6,0.0
8.74,1.745,1.745,0.604,0.6,0.0
8.76,1.746,1.746,0.604,0.6,0.0
8.78,1.746,1.746,0.604,0.6,0.0
8.8,1.746,1.746,0.604,0.6,0.0
8.82,1.746,1.746,0.604,0.6,0.0
8.84,1.746,1.746,0.604,0.6,0.0
8.86,1.743,1.743,0.606,0.6,0.0
8.88,1.744,1.744,0.606,0.6,0.0
8.9,1.744,1.744,0.606,0.6,0.0
8.92,1.745,1.745,0.606,0.6,0.0
8.94,1.745,1.745,0.606,0.6,0.0
8.96,1.745,1.745,0.606,0.6,0.0
8.98,1.745,1.745,0.606,0.6,0.0
9.0,1.745,1.745,0.606,0.6,0.0
9.02,1.745,1.745,0.606,0.6,0.0
9.04,1.745,1.745,0.606,0.6,0.0
9.06,1.745,1.745,0.606,0.6,0.0
9.08,1.745,1.745,0.606,0.6,0.0
9.1,1.745,1.745,0.606,0.6,0.0
9.12,1.745,1.745,0.606,0.6,0.0
9.14,1.745,1.745,0.606,0.6,0.0
9.16,1.745,1.745,0.606,0.6,0.0
9.18,1.745,1.745,0.606,0.6,0.0
9.2,1.748,1.748,0.604,0.6,0.0
9.22,1.747,1.747,0.604,0.6,0.0
9.24,1.747,1.747,0.604,0.6,0.0
9.26,1.747,1.747,0.604,0.6,0.0
9.28,1.746,1.746,0.604,0.6,0.0
9.3,1.746,1.746,0.604,0.6,0.0
9.32,1.746,1.746,0.604,0.6,0.0
9.34,1.745,1.745,0.604,0.6,0.0
9.36,1.745,1.745,0.604,0.6,0.0
9.38,1.745,1.745,0.604,0.6,0.0
9.4,1.745,1.745,0.604,0.6,0.0
9.42,1.744,1.744,0.604,0.6,0.0
9.44,1.744,1.744,0.604,0.6,0.0
9.46,1.744,1.744,0.604,0.6,0.0
9.48,1.747,1.747,0.602,0.6,0.0
9.5,1.746,1.746,0.602,0.6,0.0
9.52,1.745,1.745,0.602,0.6,0.0
9.54,1.745,1.745,0.602,0.6,0.0
9.56,1.745,1.745,0.602,0.6,0.0
9.58,1.744,1.744,0.602,0.6,0.0
9.6,1.744,1.744,0.602,0.6,0.0
9.62,1.744,1.744,0.602,0.6,0.0
9.64,1.743,1.743,0.602,0.6,0.0
9.66,1.747,1.747,0.6,0.6,0.0
9.68,1.746,1.746,0.6,0.6,0.0
9.7,1.745,1.745,0.6,0.6,0.0
9.72,1.745,1.745,0.6,0.6,0.0
9.74,1.744,1.744,0.6,0.6,0.0
9.76,1.744,1.744,0.6,0.6,0.0
9.78,1.745,1.745,0.599,0.6,0.0
9.8,1.745,1.745,0.599,0.6,0.0
9.82,1.744,1.744,0.599,0.6,0.0
9.84,1.744,1.744,0.599,0.6,0.0
9.86,1.743,1.743,0.599,0.6,0.0
9.88,1.743,1.743,0.599,0.6,0.0
9.9,1.745,1.745,0.597,0.6,0.0
9.92,1.745,1.745,0.597,0.6,0.0
9.94,1.744,1.744,0.597,0.6,0.0
9.96,1.744,1.744,0.597,0.6,0.0
9.98,1.746,1.746,0.595,0.6,0.0
10.0,1.745,1.745,0.595,0.6,0.0
10.02,1.744,1.744,0.595,0.6,0.0
10.04,1.944,1.744,0.595,0.6,0.2
10.06,1.943,1.743,0.595,0.6,0.2
10.08,1.943,1.743,0.595,0.6,0.2
10.1,1.943,1.743,0.595,0.6,0.2
10.12,1.942,1.742,0.595,0.6,0.2
10.14,1.942,1.742,0.595,0.6,0.2
10.16,1.939,1.739,0.597,0.6,0.2
10.18,1.937,1.737,0.599,0.6,0.2
10.2,1.932,1.732,0.602,0.6,0.2
10.22,1.931,1.731,0.604,0.6,0.2
10.24,1.927,1.727,0.607,0.6,0.2
10.26,1.924,1.724,0.611,0.6,0.2
10.28,1.921,1.721,0.614,0.6,0.2
10.3,1.916,1.716,0.62,0.6,0.2
10.32,1.915,1.715,0.623,0.6,0.2
10.34,1.911,1.711,0.628,0.6,0.2
10.36,1.907,1.707,0.634,0.6,0.2
10.38,1.905,1.705,0.639,0.6,0.2
10.4,1.902,1.702,0.644,0.6,0.2
10.42,1.898,1.698,0.651,0.6,0.2
10.44,1.897,1.697,0.656,0.6,0.2
10.46,1.895,1.695,0.661,0.6,0.2
10.48,1.895,1.695,0.667,0.6,0.2
10.5,1.891,1.691,0.674,0.6,0.2
10.52,1.891,1.691,0.679,0.6,0.2
10.54,1.891,1.691,0.684,0.6,0.2
10.56,1.89,1.69,0.689,0.6,0.2
10.58,1.89,1.69,0.695,0.6,0.2
10.6,1.893,1.693,0.698,0.6,0.2
10.62,1.892,1.692,0.703,0.6,0.2
10.64,1.894,1.694,0.707,0.6,0.2
10.66,1.895,1.695,0.71,0.6,0.2
10.68,1.896,1.696,0.714,0.6,0.2
10.7,1.897,1.697,0.717,0.6,0.2
10.72,1.898,1.698,0.721,0.6,0.2
10.74,1.9,1.7,0.723,0.6,0.2
10.76,1.903,1.703,0.724,0.6,0.2
10.78,1.904,1.704,0.726,0.6,0.2
10.8,1.908,1.708,0.726,0.6,0.2
10.82,1.908,1.708,0.728,0.6,0.2
10.84,1.911,1.711,0.728,0.6,0.2
10.86,1.913,1.713,0.728,0.6,0.2
10.88,1.916,1.716,0.726,0.6,0.2
10.9,1.917,1.717,0.726,0.6,0.2
10.92,1.919,1.719,0.724,0.6,0.2
10.94,1.921,1.721,0.723,0.6,0.2
10.96,1.922,1.722,0.721,0.6,0.2
10.98,1.922,1.722,0.719,0.6,0.2
11.0,1.922,1.722,0.717,0.6,0.2
11.02,1.925,1.725,0.714,0.6,0.2
11.04,1.923,1.723,0.712,0.6,0.2
11.06,1.924,1.724,0.709,0.6,0.2
11.08,1.925,1.725,0.705,0.6,0.2
11.1,1.925,1.725,0.702,0.6,0.2
11.12,1.924,1.724,0.698,0.6,0.2
11.14,1.923,1.723,0.695,0.6,0.2
11.16,1.925,1.725,0.689,0.6,0.2
11.18,1.923,1.723,0.686,0.6,0.2
