Tiempo ,CONTROL,REI,VELOCIDAD,ANGULO,REFERENCIA,PERTURBACION
17.12,1.746,1.546,0.0,0.6,0.6,0.2
17.14,1.746,1.546,0.0,0.6,0.6,0.2
17.16,1.746,1.546,0.0,0.6,0.6,0.2
17.18,1.746,1.546,0.0,0.6,0.6,0.2
17.2,1.746,1.546,0.0,0.6,0.6,0.2
17.22,1.746,1.546,0.0,0.6,0.6,0.2
17.24,1.746,1.546,0.0,0.6,0.6,0.2
17.26,1.746,1.546,0.0,0.6,0.6,0.2
17.28,1.746,1.546,0.0,0.6,0.6,0.2
17.3,1.746,1.546,0.0,0.6,0.6,0.2
17.32,1.745,1.545,0.0,0.6,0.6,0.2
17.34,1.745,1.545,0.0,0.6,0.6,0.2
17.36,1.745,1.545,0.0,0.6,0.6,0.2
17.38,1.745,1.545,0.0,0.6,0.6,0.2
17.4,1.745,1.545,0.0,0.6,0.6,0.2
17.42,1.745,1.545,0.0,0.6,0.6,0.2
17.44,1.745,1.545,0.0,0.6,0.6,0.2
17.46,1.714,1.514,0.026,0.602,0.6,0.2
17.48,1.697,1.497,0.041,0.602,0.6,0.2
17.5,1.723,1.523,0.018,0.602,0.6,0.2
17.52,1.739,1.539,0.004,0.602,0.6,0.2
17.54,1.743,1.543,-0.0,0.602,0.6,0.2
17.56,1.744,1.544,-0.001,0.602,0.6,0.2
17.58,1.743,1.543,-0.0,0.602,0.6,0.2
17.6,1.743,1.543,-0.0,0.602,0.6,0.2
17.62,1.742,1.542,0.0,0.602,0.6,0.2
17.64,1.774,1.574,-0.026,0.6,0.6,0.2
17.66,1.79,1.59,-0.041,0.6,0.6,0.2
17.68,1.765,1.565,-0.018,0.6,0.6,0.2
17.7,1.749,1.549,-0.004,0.6,0.6,0.2
17.72,1.744,1.544,0.0,0.6,0.6,0.2
17.74,1.743,1.543,0.001,0.6,0.6,0.2
17.76,1.776,1.576,-0.026,0.599,0.6,0.2
17.78,1.792,1.592,-0.041,0.599,0.6,0.2
17.8,1.767,1.567,-0.018,0.599,0.6,0.2
17.82,1.751,1.551,-0.004,0.599,0.6,0.2
17.84,1.746,1.546,0.0,0.599,0.6,0.2
17.86,1.746,1.546,0.001,0.599,0.6,0.2
17.88,1.778,1.578,-0.026,0.597,0.6,0.2
17.9,1.794,1.594,-0.041,0.597,0.6,0.2
17.92,1.769,1.569,-0.018,0.597,0.6,0.2
17.94,1.754,1.554,-0.004,0.597,0.6,0.2
17.96,1.749,1.549,0.0,0.597,0.6,0.2
17.98,1.749,1.549,0.001,0.597,0.6,0.2
18.0,1.749,1.549,0.0,0.597,0.6,0.2
18.02,1.75,1.55,0.0,0.597,0.6,0.2
18.04,1.718,1.518,0.026,0.599,0.6,0.2
18.06,1.702,1.502,0.041,0.599,0.6,0.2
18.08,1.728,1.528,0.018,0.599,0.6,0.2
18.1,1.744,1.544,0.004,0.599,0.6,0.2
18.12,1.749,1.549,-0.0,0.599,0.6,0.2
18.14,1.749,1.549,-0.001,0.599,0.6,0.2
18.16,1.717,1.517,0.026,0.6,0.6,0.2
18.18,1.701,1.501,0.041,0.6,0.6,0.2
18.2,1.726,1.526,0.018,0.6,0.6,0.2
18.22,1.742,1.542,0.004,0.6,0.6,0.2
18.24,1.747,1.547,-0.0,0.6,0.6,0.2
18.26,1.747,1.547,-0.001,0.6,0.6,0.2
18.28,1.747,1.547,-0.0,0.6,0.6,0.2
18.3,1.746,1.546,-0.0,0.6,0.6,0.2
18.32,1.746,1.546,0.0,0.6,0.6,0.2
18.34,1.746,1.546,0.0,0.6,0.6,0.2
18.36,1.746,1.546,0.0,0.6,0.6,0.2
18.38,1.746,1.546,0.0,0.6,0.6,0.2
18.4,1.746,1.546,0.0,0.6,0.6,0.2
18.42,1.746,1.546,0.0,0.6,0.6,0.2
18.44,1.746,1.546,0.0,0.6,0.6,0.2
18.46,1.746,1.546,0.0,0.6,0.6,0.2
18.48,1.746,1.546,0.0,0.6,0.6,0.2
18.5,1.746,1.546,0.0,0.6,0.6,0.2
18.52,1.746,1.546,0.0,0.6,0.6,0.2
18.54,1.746,1.546,0.0,0.6,0.6,0.2
18.56,1.746,1.546,0.0,0.6,0.6,0.2
18.58,1.746,1.546,0.0,0.6,0.6,0.2
18.6,1.746,1.546,0.0,0.6,0.6,0.2
18.62,1.746,1.546,0.0,0.6,0.6,0.2
18.64,1.746,1.546,0.0,0.6,0.6,0.2
18.66,1.746,1.546,0.0,0.6,0.6,0.2
18.68,1.746,1.546,0.0,0.6,0.6,0.2
18.7,1.746,1.546,0.0,0.6,0.6,0.2
18.72,1.746,1.546,0.0,0.6,0.6,0.2
18.74,1.746,1.546,0.0,0.6,0.6,0.2
18.76,1.746,1.546,0.0,0.6,0.6,0.2
18.78,1.714,1.514,0.026,0.602,0.6,0.2
18.8,1.698,1.498,0.041,0.602,0.6,0.2
18.82,1.723,1.523,0.018,0.602,0.6,0.2
18.84,1.739,1.539,0.004,0.602,0.6,0.2
18.86,1.744,1.544,-0.0,0.602,0.6,0.2
18.88,1.744,1.544,-0.001,0.602,0.6,0.2
18.9,1.743,1.543,-0.0,0.602,0.6,0.2
18.92,1.743,1.543,-0.0,0.602,0.6,0.2
18.94,1.743,1.543,0.0,0.602,0.6,0.2
18.96,1.743,1.543,0.0,0.602,0.6,0.2
18.98,1.743,1.543,0.0,0.602,0.6,0.2
19.0,1.774,1.574,-0.026,0.6,0.6,0.2
19.02,1.79,1.59,-0.041,0.6,0.6,0.2
19.04,1.765,1.565,-0.018,0.6,0.6,0.2
19.06,1.749,1.549,-0.004,0.6,0.6,0.2
19.08,1.744,1.544,0.0,0.6,0.6,0.2
19.1,1.743,1.543,0.001,0.6,0.6,0.2
19.12,1.776,1.576,-0.026,0.599,0.6,0.2
19.14,1.792,1.592,-0.041,0.599,0.6,0.2
19.16,1.767,1.567,-0.018,0.599,0.6,0.2
19.18,1.751,1.551,-0.004,0.599,0.6,0.2
19.2,1.746,1.546,0.0,0.599,0.6,0.2
19.22,1.778,1.578,-0.026,0.597,0.6,0.2
19.24,1.794,1.594,-0.04,0.597,0.6,0.2
19.26,1.769,1.569,-0.018,0.597,0.6,0.2
19.28,1.754,1.554,-0.004,0.597,0.6,0.2
19.3,1.749,1.549,0.0,0.597,0.6,0.2
19.32,1.749,1.549,0.001,0.597,0.6,0.2
19.34,1.749,1.549,0.0,0.597,0.6,0.2
19.36,1.75,1.55,0.0,0.597,0.6,0.2
19.38,1.75,1.55,-0.0,0.597,0.6,0.2
19.4,1.75,1.55,-0.0,0.597,0.6,0.2
19.42,1.719,1.519,0.026,0.599,0.6,0.2
19.44,1.703,1.503,0.041,0.599,0.6,0.2
19.46,1.728,1.528,0.018,0.599,0.6,0.2
19.48,1.744,1.544,0.004,0.599,0.6,0.2
19.5,1.749,1.549,-0.0,0.599,0.6,0.2
19.52,1.75,1.55,-0.001,0.599,0.6,0.2
19.54,1.749,1.549,-0.0,0.599,0.6,0.2
19.56,1.717,1.517,0.026,0.6,0.6,0.2
19.58,1.701,1.501,0.041,0.6,0.6,0.2
19.6,1.726,1.526,0.018,0.6,0.6,0.2
19.62,1.742,1.542,0.004,0.6,0.6,0.2
19.64,1.747,1.547,-0.0,0.6,0.6,0.2
19.66,1.748,1.548,-0.001,0.6,0.6,0.2
19.68,1.747,1.547,-0.0,0.6,0.6,0.2
19.7,1.747,1.547,-0.0,0.6,0.6,0.2
19.72,1.747,1.547,0.0,0.6,0.6,0.2
19.74,1.747,1.547,0.0,0.6,0.6,0.2
19.76,1.747,1.547,0.0,0.6,0.6,0.2
19.78,1.747,1.547,0.0,0.6,0.6,0.2
19.8,1.747,1.547,0.0,0.6,0.6,0.2
19.82,1.747,1.547,0.0,0.6,0.6,0.2
19.84,1.747,1.547,0.0,0.6,0.6,0.2
19.86,1.747,1.547,0.0,0.6,0.6,0.2
19.88,1.747,1.547,0.0,0.6,0.6,0.2
19.9,1.747,1.547,0.0,0.6,0.6,0.2
19.92,1.747,1.547,0.0,0.6,0.6,0.2
19.94,1.747,1.547,0.0,0.6,0.6,0.2
19.96,1.746,1.546,0.0,0.6,0.6,0.2
19.98,1.746,1.546,0.0,0.6,0.6,0.2
20.0,1.746,1.546,0.0,0.6,0.6,0.2
20.02,1.546,1.546,0.0,0.6,0.6,0.0
20.04,1.546,1.546,0.0,0.6,0.6,0.0
20.06,1.546,1.546,0.0,0.6,0.6,0.0
20.08,1.546,1.546,0.0,0.6,0.6,0.0
20.1,1.546,1.546,0.0,0.6,0.6,0.0
20.12,1.578,1.578,-0.026,0.599,0.6,0.0
20.14,1.594,1.594,-0.041,0.599,0.6,0.0
20.16,1.601,1.601,-0.044,0.597,0.6,0.0
20.18,1.633,1.633,-0.071,0.595,0.6,0.0
20.2,1.65,1.65,-0.085,0.593,0.6,0.0
20.22,1.657,1.657,-0.088,0.592,0.6,0.0
20.24,1.691,1.691,-0.115,0.588,0.6,0.0
20.26,1.709,1.709,-0.128,0.586,0.6,0.0
20.28,1.718,1.718,-0.132,0.583,0.6,0.0
20.3,1.72,1.72,-0.132,0.581,0.6,0.0
20.32,1.725,1.725,-0.131,0.578,0.6,0.0
20.34,1.76,1.76,-0.157,0.574,0.6,0.0
20.36,1.781,1.781,-0.171,0.571,0.6,0.0
20.38,1.759,1.759,-0.149,0.569,0.6,0.0
20.4,1.749,1.749,-0.135,0.565,0.6,0.0
20.42,1.779,1.779,-0.157,0.562,0.6,0.0
20.44,1.769,1.769,-0.144,0.56,0.6,0.0
20.46,1.733,1.733,-0.108,0.559,0.6,0.0
20.48,1.717,1.717,-0.09,0.557,0.6,0.0
20.5,1.716,1.716,-0.086,0.555,0.6,0.0
20.52,1.721,1.721,-0.086,0.553,0.6,0.0
20.54,1.726,1.726,-0.087,0.552,0.6,0.0
20.56,1.7,1.7,-0.061,0.552,0.6,0.0
20.58,1.657,1.657,-0.02,0.552,0.6,0.0
20.6,1.639,1.639,-0.002,0.552,0.6,0.0
20.62,1.637,1.637,0.002,0.552,0.6,0.0
20.64,1.64,1.64,0.001,0.552,0.6,0.0
20.66,1.644,1.644,0.0,0.552,0.6,0.0
20.68,1.647,1.647,0.0,0.552,0.6,0.0
20.7,1.618,1.618,0.026,0.553,0.6,0.0
20.72,1.604,1.604,0.041,0.553,0.6,0.0
20.74,1.632,1.632,0.018,0.553,0.6,0.0
20.76,1.619,1.619,0.03,0.555,0.6,0.0
20.78,1.611,1.611,0.04,0.555,0.6,0.0
20.8,1.607,1.607,0.044,0.557,0.6,0.0
20.82,1.609,1.609,0.044,0.557,0.6,0.0
20.84,1.641,1.641,0.018,0.557,0.6,0.0
20.86,1.628,1.628,0.03,0.559,0.6,0.0
20.88,1.619,1.619,0.04,0.559,0.6,0.0
20.9,1.647,1.647,0.017,0.559,0.6,0.0
20.92,1.632,1.632,0.03,0.56,0.6,0.0
20.94,1.623,1.623,0.04,0.56,0.6,0.0
20.96,1.651,1.651,0.017,0.56,0.6,0.0
20.98,1.669,1.669,0.004,0.56,0.6,0.0
21.0,1.676,1.676,-0.001,0.56,0.6,0.0
21.02,1.678,1.678,-0.001,0.56,0.6,0.0
21.04,1.68,1.68,-0.0,0.56,0.6,0.0
21.06,1.682,1.682,-0.0,0.56,0.6,0.0
21.08,1.684,1.684,0.0,0.56,0.6,0.0
21.1,1.686,1.686,0.0,0.56,0.6,0.0
21.12,1.688,1.688,0.0,0.56,0.6,0.0
21.14,1.69,1.69,0.0,0.56,0.6,0.0
21.16,1.692,1.692,0.0,0.56,0.6,0.0
21.18,1.695,1.695,0.0,0.56,0.6,0.0
21.2,1.665,1.665,0.026,0.562,0.6,0.0
21.22,1.651,1.651,0.041,0.562,0.6,0.0
21.24,1.679,1.679,0.018,0.562,0.6,0.0
21.26,1.697,1.697,0.004,0.562,0.6,0.0
21.28,1.704,1.704,-0.0,0.562,0.6,0.0
21.3,1.706,1.706,-0.001,0.562,0.6,0.0
21.32,1.676,1.676,0.026,0.564,0.6,0.0
21.34,1.662,1.662,0.041,0.564,0.6,0.0
21.36,1.689,1.689,0.018,0.564,0.6,0.0
21.38,1.675,1.675,0.03,0.565,0.6,0.0
21.4,1.666,1.666,0.04,0.565,0.6,0.0
21.42,1.694,1.694,0.017,0.565,0.6,0.0
21.44,1.711,1.711,0.004,0.565,0.6,0.0
21.46,1.686,1.686,0.026,0.567,0.6,0.0
21.48,1.672,1.672,0.04,0.567,0.6,0.0
21.5,1.698,1.698,0.018,0.567,0.6,0.0
21.52,1.716,1.716,0.004,0.567,0.6,0.0
21.54,1.691,1.691,0.026,0.569,0.6,0.0
21.56,1.677,1.677,0.04,0.569,0.6,0.0
21.58,1.703,1.703,0.018,0.569,0.6,0.0
21.6,1.689,1.689,0.03,0.571,0.6,0.0
21.62,1.679,1.679,0.04,0.571,0.6,0.0
21.64,1.707,1.707,0.017,0.571,0.6,0.0
21.66,1.692,1.692,0.03,0.572,0.6,0.0
21.68,1.682,1.682,0.04,0.572,0.6,0.0
21.7,1.709,1.709,0.017,0.572,0.6,0.0
21.72,1.726,1.726,0.004,0.572,0.6,0.0
21.74,1.701,1.701,0.026,0.574,0.6,0.0
21.76,1.687,1.687,0.04,0.574,0.6,0.0
21.78,1.713,1.713,0.018,0.574,0.6,0.0
21.8,1.73,1.73,0.004,0.574,0.6,0.0
21.82,1.704,1.704,0.026,0.576,0.6,0.0
21.84,1.69,1.69,0.04,0.576,0.6,0.0
21.86,1.716,1.716,0.018,0.576,0.6,0.0
21.88,1.702,1.702,0.03,0.578,0.6,0.0
21.9,1.692,1.692,0.04,0.578,0.6,0.0
21.92,1.687,1.687,0.044,0.579,0.6,0.0
21.94,1.687,1.687,0.044,0.579,0.6,0.0
21.96,1.719,1.719,0.018,0.579,0.6,0.0
21.98,1.704,1.704,0.03,0.581,0.6,0.0
22.0,1.694,1.694,0.04,0.581,0.6,0.0
22.02,1.72,1.72,0.017,0.581,0.6,0.0
22.04,1.705,1.705,0.03,0.583,0.6,0.0
22.06,1.694,1.694,0.04,0.583,0.6,0.0
22.08,1.689,1.689,0.044,0.585,0.6,0.0
22.1,1.689,1.689,0.044,0.585,0.6,0.0
22.12,1.72,1.72,0.018,0.585,0.6,0.0
22.14,1.706,1.706,0.03,0.586,0.6,0.0
22.16,1.695,1.695,0.04,0.586,0.6,0.0
22.18,1.721,1.721,0.017,0.586,0.6,0.0
22.2,1.705,1.705,0.03,0.588,0.6,0.0
22.22,1.695,1.695,0.04,0.588,0.6,0.0
22.24,1.721,1.721,0.017,0.588,0.6,0.0
22.26,1.705,1.705,0.03,0.59,0.6,0.0
22.28,1.695,1.695,0.04,0.59,0.6,0.0
22.3,1.721,1.721,0.017,0.59,0.6,0.0
22.32,1.737,1.737,0.004,0.59,0.6,0.0
22.34,1.742,1.742,-0.001,0.59,0.6,0.0
22.36,1.711,1.711,0.026,0.592,0.6,0.0
22.38,1.695,1.695,0.04,0.592,0.6,0.0
22.4,1.721,1.721,0.018,0.592,0.6,0.0
22.42,1.737,1.737,0.004,0.592,0.6,0.0
22.44,1.742,1.742,-0.0,0.592,0.6,0.0
22.46,1.743,1.743,-0.001,0.592,0.6,0.0
22.48,1.711,1.711,0.026,0.593,0.6,0.0
22.5,1.695,1.695,0.041,0.593,0.6,0.0
22.52,1.721,1.721,0.018,0.593,0.6,0.0
22.54,1.737,1.737,0.004,0.593,0.6,0.0
22.56,1.743,1.743,-0.0,0.593,0.6,0.0
22.58,1.743,1.743,-0.001,0.593,0.6,0.0
22.6,1.743,1.743,-0.0,0.593,0.6,0.0
22.62,1.712,1.712,0.026,0.595,0.6,0.0
22.64,1.696,1.696,0.041,0.595,0.6,0.0
22.66,1.721,1.721,0.018,0.595,0.6,0.0
22.68,1.738,1.738,0.004,0.595,0.6,0.0
22.7,1.743,1.743,-0.0,0.595,0.6,0.0
22.72,1.743,1.743,-0.001,0.595,0.6,0.0
22.74,1.743,1.743,-0.0,0.595,0.6,0.0
22.76,1.743,1.743,-0.0,0.595,0.6,0.0
22.78,1.712,1.712,0.026,0.597,0.6,0.0
22.8,1.696,1.696,0.041,0.597,0.6,0.0
22.82,1.721,1.721,0.018,0.597,0.6,0.0
22.84,1.737,1.737,0.004,0.597,0.6,0.0
22.86,1.743,1.743,-0.0,0.597,0.6,0.0
22.88,1.743,1.743,-0.001,0.597,0.6,0.0
22.9,1.743,1.743,-0.0,0.597,0.6,0.0
22.92,1.743,1.743,-0.0,0.597,0.6,0.0
22.94,1.743,1.743,0.0,0.597,0.6,0.0
22.96,1.743,1.743,0.0,0.597,0.6,0.0
22.98,1.743,1.743,0.0,0.597,0.6,0.0
23.0,1.743,1.743,0.0,0.597,0.6,0.0
23.02,1.743,1.743,0.0,0.597,0.6,0.0
23.04,1.744,1.744,0.0,0.597,0.6,0.0
23.06,1.744,1.744,0.0,0.597,0.6,0.0
23.08,1.744,1.744,0.0,0.597,0.6,0.0
23.1,1.744,1.744,0.0,0.597,0.6,0.0
23.12,1.744,1.744,0.0,0.597,0.6,0.0
23.14,1.744,1.744,0.0,0.597,0.6,0.0
23.16,1.745,1.745,0.0,0.597,0.6,0.0
23.18,1.745,1.745,0.0,0.597,0.6,0.0
23.2,1.745,1.745,0.0,0.597,0.6,0.0
23.22,1.745,1.745,0.0,0.597,0.6,0.0
23.24,1.745,1.745,0.0,0.597,0.6,0.0
23.26,1.745,1.745,0.0,0.597,0.6,0.0
23.28,1.746,1.746,0.0,0.597,0.6,0.0
23.3,1.714,1.714,0.026,0.599,0.6,0.0
23.32,1.698,1.698,0.041,0.599,0.6,0.0
23.34,1.724,1.724,0.018,0.599,0.6,0.0
23.36,1.74,1.74,0.004,0.599,0.6,0.0
23.38,1.745,1.745,-0.0,0.599,0.6,0.0
23.4,1.713,1.713,0.026,0.6,0.6,0.0
23.42,1.697,1.697,0.04,0.6,0.6,0.0
23.44,1.722,1.722,0.018,0.6,0.6,0.0
23.46,1.738,1.738,0.004,0.6,0.6,0.0
23.48,1.743,1.743,-0.0,0.6,0.6,0.0
23.5,1.711,1.711,0.026,0.602,0.6,0.0
23.52,1.695,1.695,0.04,0.602,0.6,0.0
23.54,1.72,1.72,0.018,0.602,0.6,0.0
23.56,1.735,1.735,0.004,0.602,0.6,0.0
23.58,1.74,1.74,-0.0,0.602,0.6,0.0
23.6,1.74,1.74,-0.001,0.602,0.6,0.0
23.62,1.74,1.74,-0.0,0.602,0.6,0.0
23.64,1.739,1.739,-0.0,0.602,0.6,0.0
23.66,1.739,1.739,0.0,0.602,0.6,0.0
23.68,1.771,1.771,-0.026,0.6,0.6,0.0
23.7,1.787,1.787,-0.041,0.6,0.6,0.0
23.72,1.761,1.761,-0.018,0.6,0.6,0.0
23.74,1.745,1.745,-0.004,0.6,0.6,0.0
23.76,1.74,1.74,0.0,0.6,0.6,0.0
23.78,1.74,1.74,0.001,0.6,0.6,0.0
23.8,1.74,1.74,0.0,0.6,0.6,0.0
23.82,1.741,1.741,0.0,0.6,0.6,0.0
23.84,1.741,1.741,-0.0,0.6,0.6,0.0
23.86,1.741,1.741,-0.0,0.6,0.6,0.0
23.88,1.741,1.741,-0.0,0.6,0.6,0.0
23.9,1.741,1.741,-0.0,0.6,0.6,0.0
23.92,1.773,1.773,-0.026,0.599,0.6,0.0
23.94,1.789,1.789,-0.041,0.599,0.6,0.0
23.96,1.763,1.763,-0.018,0.599,0.6,0.0
23.98,1.747,1.747,-0.004,0.599,0.6,0.0
24.0,1.743,1.743,0.0,0.599,0.6,0.0
24.02,1.742,1.742,0.001,0.599,0.6,0.0
24.04,1.743,1.743,0.0,0.599,0.6,0.0
24.06,1.743,1.743,0.0,0.599,0.6,0.0
24.08,1.743,1.743,-0.0,0.599,0.6,0.0
24.1,1.743,1.743,-0.0,0.599,0.6,0.0
24.12,1.775,1.775,-0.026,0.597,0.6,0.0
24.14,1.791,1.791,-0.041,0.597,0.6,0.0
24.16,1.766,1.766,-0.018,0.597,0.6,0.0
24.18,1.75,1.75,-0.004,0.597,0.6,0.0
24.2,1.746,1.746,0.0,0.597,0.6,0.0
24.22,1.745,1.745,0.001,0.597,0.6,0.0
24.24,1.746,1.746,0.0,0.597,0.6,0.0
24.26,1.747,1.747,0.0,0.597,0.6,0.0
24.28,1.779,1.779,-0.026,0.595,0.6,0.0
24.3,1.795,1.795,-0.041,0.595,0.6,0.0
24.32,1.77,1.77,-0.018,0.595,0.6,0.0
24.34,1.754,1.754,-0.004,0.595,0.6,0.0
24.36,1.718,1.718,0.027,0.597,0.6,0.0
24.38,1.701,1.701,0.041,0.597,0.6,0.0
24.4,1.727,1.727,0.018,0.597,0.6,0.0
24.42,1.744,1.744,0.004,0.597,0.6,0.0
24.44,1.749,1.749,-0.0,0.597,0.6,0.0
24.46,1.75,1.75,-0.001,0.597,0.6,0.0
24.48,1.749,1.749,-0.0,0.597,0.6,0.0
24.5,1.749,1.749,-0.0,0.597,0.6,0.0
24.52,1.749,1.749,0.0,0.597,0.6,0.0
24.54,1.749,1.749,0.0,0.597,0.6,0.0
24.56,1.718,1.718,0.026,0.599,0.6,0.0
24.58,1.702,1.702,0.041,0.599,0.6,0.0
24.6,1.727,1.727,0.018,0.599,0.6,0.0
24.62,1.743,1.743,0.004,0.599,0.6,0.0
24.64,1.748,1.748,-0.0,0.599,0.6,0.0
24.66,1.749,1.749,-0.001,0.599,0.6,0.0
24.68,1.748,1.748,-0.0,0.599,0.6,0.0
24.7,1.748,1.748,-0.0,0.599,0.6,0.0
24.72,1.748,1.748,0.0,0.599,0.6,0.0
24.74,1.748,1.748,0.0,0.599,0.6,0.0
24.76,1.748,1.748,0.0,0.599,0.6,0.0
24.78,1.748,1.748,0.0,0.599,0.6,0.0
24.8,1.749,1.749,0.0,0.599,0.6,0.0
24.82,1.78,1.78,-0.026,0.597,0.6,0.0
24.84,1.797,1.797,-0.041,0.597,0.6,0.0
24.86,1.771,1.771,-0.018,0.597,0.6,0.0
24.88,1.755,1.755,-0.004,0.597,0.6,0.0
24.9,1.751,1.751,0.0,0.597,0.6,0.0
24.92,1.75,1.75,0.001,0.597,0.6,0.0
24.94,1.751,1.751,0.0,0.597,0.6,0.0
24.96,1.752,1.752,0.0,0.597,0.6,0.0
24.98,1.752,1.752,-0.0,0.597,0.6,0.0
25.0,1.752,1.752,-0.0,0.597,0.6,0.0
25.02,1.752,1.752,-0.0,0.597,0.6,0.0
25.04,1.752,1.752,-0.0,0.597,0.6,0.0
25.06,1.753,1.753,0.0,0.597,0.6,0.0
25.08,1.753,1.753,0.0,0.597,0.6,0.0
25.1,1.753,1.753,0.0,0.597,0.6,0.0
25.12,1.753,1.753,0.0,0.597,0.6,0.0
25.14,1.753,1.753,0.0,0.597,0.6,0.0
25.16,1.753,1.753,0.0,0.597,0.6,0.0
25.18,1.754,1.754,0.0,0.597,0.6,0.0
25.2,1.754,1.754,0.0,0.597,0.6,0.0
25.22,1.754,1.754,0.0,0.597,0.6,0.0
25.24,1.754,1.754,0.0,0.597,0.6,0.0
25.26,1.754,1.754,0.0,0.597,0.6,0.0
25.28,1.754,1.754,0.0,0.597,0.6,0.0
25.3,1.755,1.755,0.0,0.597,0.6,0.0
25.32,1.755,1.755,0.0,0.597,0.6,0.0
25.34,1.755,1.755,0.0,0.597,0.6,0.0
25.36,1.787,1.787,-0.026,0.595,0.6,0.0
25.38,1.803,1.803,-0.041,0.595,0.6,0.0
25.4,1.778,1.778,-0.018,0.595,0.6,0.0
25.42,1.762,1.762,-0.004,0.595,0.6,0.0
25.44,1.758,1.758,0.0,0.595,0.6,0.0
25.46,1.758,1.758,0.001,0.595,0.6,0.0
25.48,1.758,1.758,0.0,0.595,0.6,0.0
25.5,1.791,1.791,-0.026,0.593,0.6,0.0
25.52,1.807,1.807,-0.041,0.593,0.6,0.0
25.54,1.782,1.782,-0.018,0.593,0.6,0.0
25.56,1.766,1.766,-0.004,0.593,0.6,0.0
25.58,1.762,1.762,0.0,0.593,0.6,0.0
25.6,1.762,1.762,0.001,0.593,0.6,0.0
25.62,1.763,1.763,0.0,0.593,0.6,0.0
25.64,1.763,1.763,0.0,0.593,0.6,0.0
25.66,1.764,1.764,-0.0,0.593,0.6,0.0
25.68,1.764,1.764,-0.0,0.593,0.6,0.0
25.7,1.733,1.733,0.026,0.595,0.6,0.0
25.72,1.717,1.717,0.041,0.595,0.6,0.0
25.74,1.743,1.743,0.018,0.595,0.6,0.0
25.76,1.759,1.759,0.004,0.595,0.6,0.0
25.78,1.764,1.764,-0.0,0.595,0.6,0.0
25.8,1.765,1.765,-0.001,0.595,0.6,0.0
25.82,1.765,1.765,-0.0,0.595,0.6,0.0
25.84,1.765,1.765,-0.0,0.595,0.6,0.0
25.86,1.765,1.765,0.0,0.595,0.6,0.0
25.88,1.765,1.765,0.0,0.595,0.6,0.0
25.9,1.765,1.765,0.0,0.595,0.6,0.0
25.92,1.766,1.766,0.0,0.595,0.6,0.0
25.94,1.766,1.766,0.0,0.595,0.6,0.0
25.96,1.766,1.766,0.0,0.595,0.6,0.0
25.98,1.766,1.766,0.0,0.595,0.6,0.0
26.0,1.767,1.767,0.0,0.595,0.6,0.0
26.02,1.767,1.767,0.0,0.595,0.6,0.0
26.04,1.767,1.767,0.0,0.595,0.6,0.0
26.06,1.767,1.767,0.0,0.595,0.6,0.0
26.08,1.768,1.768,0.0,0.595,0.6,0.0
26.1,1.768,1.768,0.0,0.595,0.6,0.0
26.12,1.768,1.768,0.0,0.595,0.6,0.0
26.14,1.768,1.768,0.0,0.595,0.6,0.0
26.16,1.769,1.769,0.0,0.595,0.6,0.0
26.18,1.769,1.769,0.0,0.595,0.6,0.0
26.2,1.769,1.769,0.0,0.595,0.6,0.0
26.22,1.769,1.769,0.0,0.595,0.6,0.0
26.24,1.77,1.77,0.0,0.595,0.6,0.0
26.26,1.77,1.77,0.0,0.595,0.6,0.0
26.28,1.77,1.77,0.0,0.595,0.6,0.0
26.3,1.771,1.771,0.0,0.595,0.6,0.0
26.32,1.771,1.771,0.0,0.595,0.6,0.0
26.34,1.771,1.771,0.0,0.595,0.6,0.0
26.36,1.771,1.771,0.0,0.595,0.6,0.0
26.38,1.772,1.772,0.0,0.595,0.6,0.0
26.4,1.772,1.772,0.0,0.595,0.6,0.0
26.42,1.772,1.772,0.0,0.595,0.6,0.0
26.44,1.772,1.772,0.0,0.595,0.6,0.0
26.46,1.773,1.773,0.0,0.595,0.6,0.0
26.48,1.773,1.773,0.0,0.595,0.6,0.0
26.5,1.773,1.773,0.0,0.595,0.6,0.0
26.52,1.773,1.773,0.0,0.595,0.6,0.0
26.54,1.774,1.774,0.0,0.595,0.6,0.0
26.56,1.774,1.774,0.0,0.595,0.6,0.0
26.58,1.774,1.774,0.0,0.595,0.6,0.0
26.6,1.775,1.775,0.0,0.595,0.6,0.0
26.62,1.775,1.775,0.0,0.595,0.6,0.0
26.64,1.775,1.775,0.0,0.595,0.6,0.0
26.66,1.775,1.775,0.0,0.595,0.6,0.0
26.68,1.776,1.776,0.0,0.595,0.6,0.0
26.7,1.776,1.776,0.0,0.595,0.6,0.0
26.72,1.776,1.776,0.0,0.595,0.6,0.0
26.74,1.776,1.776,0.0,0.595,0.6,0.0
26.76,1.777,1.777,0.0,0.595,0.6,0.0
26.78,1.777,1.777,0.0,0.595,0.6,0.0
26.8,1.777,1.777,0.0,0.595,0.6,0.0
26.82,1.777,1.777,0.0,0.595,0.6,0.0
26.84,1.778,1.778,0.0,0.595,0.6,0.0
26.86,1.778,1.778,0.0,0.595,0.6,0.0
26.88,1.746,1.746,0.026,0.597,0.6,0.0
26.9,1.731,1.731,0.041,0.597,0.6,0.0
26.92,1.756,1.756,0.018,0.597,0.6,0.0
26.94,1.772,1.772,0.004,0.597,0.6,0.0
